Temps(s),U(V),Itot(A),IC(A),IRL(A)
-1.649000e-02,282,5.2,3.2,1.6
-1.648000e-02,288,5,3,1.4
-1.647000e-02,282,5,3.2,1.8
-1.646000e-02,288,5,3,1.6
-1.645000e-02,288,5,3,1.6
-1.644000e-02,294,5,3,1.8
-1.643000e-02,294,5,3,1.8
-1.642000e-02,294,5,3,1.8
-1.641000e-02,288,5.2,2.8,1.8
-1.640000e-02,288,5,2.8,1.8
-1.639000e-02,288,4.8,2.8,1.8
-1.638000e-02,294,5,2.8,1.8
-1.637000e-02,288,5,2.6,2
-1.636000e-02,288,4.8,2.6,2
-1.635000e-02,294,5,2.4,2.2
-1.634000e-02,282,5,2.4,2
-1.633000e-02,288,4.8,2.4,2
-1.632000e-02,294,4.8,2.6,2
-1.631000e-02,294,4.8,2.4,2
-1.630000e-02,294,4.8,2.6,2
-1.629000e-02,288,5,2.4,2.2
-1.628000e-02,294,4.8,2.4,2.2
-1.627000e-02,294,4.4,2.2,2.2
-1.626000e-02,288,4.8,2.2,2.2
-1.625000e-02,300,4.8,2.2,2.4
-1.624000e-02,288,4.8,2.2,2.2
-1.623000e-02,294,4.8,2.4,2.2
-1.622000e-02,300,4.8,2.4,2.2
-1.621000e-02,294,4.8,2.2,2.2
-1.620000e-02,294,4.8,2.2,2.4
-1.619000e-02,294,5,2.2,2.4
-1.618000e-02,300,4.8,2,2.2
-1.617000e-02,294,4.6,2,2.4
-1.616000e-02,294,4.8,2,2.2
-1.615000e-02,300,4.8,1.8,2.4
-1.614000e-02,300,4.8,2,2.6
-1.613000e-02,294,4.8,1.8,2.6
-1.612000e-02,294,4.6,1.8,2.6
-1.611000e-02,306,4.8,2,2.4
-1.610000e-02,300,4.8,1.6,2.4
-1.609000e-02,294,4.6,1.6,2.4
-1.608000e-02,306,4.6,1.4,2.8
-1.607000e-02,306,4.8,1.6,2.6
-1.606000e-02,306,4.6,1.6,2.6
-1.605000e-02,300,4.6,1.2,2.8
-1.604000e-02,306,4.4,1.2,2.8
-1.603000e-02,306,4.4,1.4,2.8
-1.602000e-02,300,4.4,1.2,2.8
-1.601000e-02,306,4.4,1.2,2.8
-1.600000e-02,300,4.2,1.2,2.8
-1.599000e-02,306,4.2,1.2,3
-1.598000e-02,306,4.2,1.2,2.8
-1.597000e-02,312,4.2,0.8,2.8
-1.596000e-02,306,4.2,0.8,3
-1.595000e-02,312,4,0.6,2.8
-1.594000e-02,306,4,0.6,3.2
-1.593000e-02,306,4,0.6,3
-1.592000e-02,300,3.6,0.6,3.2
-1.591000e-02,306,4,0.8,3
-1.590000e-02,300,3.8,0.4,3.2
-1.589000e-02,312,3.8,0.4,3
-1.588000e-02,306,3.8,0.4,3
-1.587000e-02,312,3.6,0.2,3.2
-1.586000e-02,306,3.8,0.4,3.2
-1.585000e-02,312,3.8,0.2,3.4
-1.584000e-02,312,3.6,0.2,3.2
-1.583000e-02,306,3.8,0.2,3.2
-1.582000e-02,306,3.8,0.2,3.2
-1.581000e-02,306,3.6,0.2,3.2
-1.580000e-02,312,3.6,0,3.2
-1.579000e-02,306,3.6,0,3.2
-1.578000e-02,300,3.4,0,3.4
-1.577000e-02,306,3.8,0,3.4
-1.576000e-02,306,3.6,0,3.4
-1.575000e-02,312,3.6,0,3.4
-1.574000e-02,306,3.6,0,3.4
-1.573000e-02,318,3.8,0,3.6
-1.572000e-02,312,3.6,0,3.6
-1.571000e-02,306,3.6,0.2,3.6
-1.570000e-02,312,3.8,0.2,3.4
-1.569000e-02,312,3.8,0.2,3.4
-1.568000e-02,312,4,0.2,3.6
-1.567000e-02,306,3.8,0.2,3.6
-1.566000e-02,312,3.8,0,3.4
-1.565000e-02,312,4,0,3.6
-1.564000e-02,306,4,0.2,3.8
-1.563000e-02,306,4,0,3.8
-1.562000e-02,312,4,0.2,3.8
-1.561000e-02,306,4,0.2,3.8
-1.560000e-02,312,3.8,0.2,3.8
-1.559000e-02,312,4.2,0.4,3.8
-1.558000e-02,306,4.2,0.2,3.8
-1.557000e-02,312,4.2,0.4,3.8
-1.556000e-02,306,4.2,0.2,3.6
-1.555000e-02,306,4.2,0.2,3.6
-1.554000e-02,312,4.6,0.2,3.8
-1.553000e-02,306,4.4,0.2,4
-1.552000e-02,306,4.4,0,3.8
-1.551000e-02,312,4.4,0.2,4
-1.550000e-02,306,4.2,0.2,4
-1.549000e-02,312,4.4,0,4
-1.548000e-02,306,4.2,0.2,4
-1.547000e-02,306,4.4,0.2,4.2
-1.546000e-02,312,4.4,0.2,4
-1.545000e-02,318,4.4,0.2,4.2
-1.544000e-02,312,4.4,0.2,4.2
-1.543000e-02,306,4.2,0.2,4
-1.542000e-02,318,4.4,0,4.2
-1.541000e-02,312,4.6,0,4.2
-1.540000e-02,312,4.6,0,4
-1.539000e-02,312,4.6,0.2,4.4
-1.538000e-02,318,4.4,0,4.4
-1.537000e-02,306,4.6,0,4.2
-1.536000e-02,306,4.6,0,4.2
-1.535000e-02,312,4.6,0,4.2
-1.534000e-02,312,4.6,0.2,4.4
-1.533000e-02,306,4.4,0.2,4.2
-1.532000e-02,318,4.8,0,4.4
-1.531000e-02,318,4.6,0,4.4
-1.530000e-02,306,4.6,0,4.4
-1.529000e-02,312,4.6,-0.2,4.4
-1.528000e-02,312,4.6,0,4.6
-1.527000e-02,312,4.8,0,4.4
-1.526000e-02,306,4.6,0,4.4
-1.525000e-02,306,4.6,0,4.4
-1.524000e-02,318,4.4,0,4.6
-1.523000e-02,318,4.6,0,4.4
-1.522000e-02,312,4.6,0,4.6
-1.521000e-02,312,4.6,0,4.8
-1.520000e-02,306,4.6,-0.2,4.6
-1.519000e-02,306,4.6,0,4.4
-1.518000e-02,312,4.8,-0.2,4.8
-1.517000e-02,312,4.6,-0.2,4.8
-1.516000e-02,324,4.8,-0.2,4.6
-1.515000e-02,306,4.8,-0.2,4.8
-1.514000e-02,312,4.8,-0.2,4.8
-1.513000e-02,312,4.8,-0.2,4.8
-1.512000e-02,312,4.8,-0.2,5
-1.511000e-02,306,4.6,-0.2,4.8
-1.510000e-02,318,4.6,-0.2,4.8
-1.509000e-02,318,4.6,-0.2,4.8
-1.508000e-02,312,4.6,-0.2,4.8
-1.507000e-02,318,4.8,-0.2,4.8
-1.506000e-02,312,4.8,-0.2,5.2
-1.505000e-02,318,4.6,-0.2,5.2
-1.504000e-02,312,4.8,-0.2,5
-1.503000e-02,312,5,-0.6,5
-1.502000e-02,318,4.4,-0.4,5
-1.501000e-02,312,5,-0.4,5
-1.500000e-02,312,4.8,-0.4,5
-1.499000e-02,312,4.6,-0.4,4.8
-1.498000e-02,312,4.8,-0.6,5
-1.497000e-02,312,5,-0.4,5
-1.496000e-02,312,4.6,-0.4,5.2
-1.495000e-02,312,4.8,-0.4,5.2
-1.494000e-02,318,4.8,-0.4,5.4
-1.493000e-02,312,5,-0.4,5.4
-1.492000e-02,318,4.8,-0.6,5.4
-1.491000e-02,318,4.8,-0.4,5.6
-1.490000e-02,312,5.2,-0.2,5.2
-1.489000e-02,312,5,-0.4,5.2
-1.488000e-02,318,5,-0.4,5.2
-1.487000e-02,312,4.8,-0.6,5.2
-1.486000e-02,318,4.6,-0.4,5.4
-1.485000e-02,312,5,-0.4,5.2
-1.484000e-02,318,5,-0.4,5.4
-1.483000e-02,318,5.2,-0.4,5.4
-1.482000e-02,312,4.8,-0.2,5.4
-1.481000e-02,318,5.2,-0.6,5.4
-1.480000e-02,312,5.2,-0.6,5.4
-1.479000e-02,318,5,-0.4,5.4
-1.478000e-02,312,5,-0.4,5.6
-1.477000e-02,318,5.2,-0.8,5.6
-1.476000e-02,312,5,-0.6,5.6
-1.475000e-02,312,5,-0.4,5.6
-1.474000e-02,312,5,-0.6,5.6
-1.473000e-02,318,5.2,-0.6,5.4
-1.472000e-02,318,5,-0.6,5.8
-1.471000e-02,312,5.2,-0.6,5.8
-1.470000e-02,312,5.2,-0.6,5.6
-1.469000e-02,318,5.2,-0.8,5.8
-1.468000e-02,312,5,-0.6,5.8
-1.467000e-02,312,5,-0.6,5.8
-1.466000e-02,312,5,-0.8,5.8
-1.465000e-02,312,5,-0.8,5.6
-1.464000e-02,312,5,-1,5.8
-1.463000e-02,318,5,-0.6,5.8
-1.462000e-02,318,5.2,-1,5.8
-1.461000e-02,312,5.2,-0.6,6
-1.460000e-02,312,5,-0.6,5.8
-1.459000e-02,306,5.2,-0.8,6
-1.458000e-02,312,5,-0.8,5.8
-1.457000e-02,312,5,-1,6
-1.456000e-02,312,5.2,-1,6
-1.455000e-02,312,5.2,-0.6,6
-1.454000e-02,312,5.2,-0.8,6
-1.453000e-02,312,5.2,-1,6.2
-1.452000e-02,306,5,-1,6
-1.451000e-02,318,5.2,-1,5.8
-1.450000e-02,312,5.4,-1,6.2
-1.449000e-02,312,5.2,-1,6
-1.448000e-02,318,5.2,-1,6.2
-1.447000e-02,306,5.4,-1,6.2
-1.446000e-02,312,5.2,-1,6.2
-1.445000e-02,318,5.2,-1,6.2
-1.444000e-02,318,5.2,-1,6.2
-1.443000e-02,312,5,-0.8,6.2
-1.442000e-02,306,5.4,-1,6.2
-1.441000e-02,306,5.2,-1.2,6.2
-1.440000e-02,306,5.2,-1,6.2
-1.439000e-02,306,5.2,-1.2,6.2
-1.438000e-02,306,5,-1,6.2
-1.437000e-02,306,5,-1,6.2
-1.436000e-02,312,5.4,-1,6.4
-1.435000e-02,318,5.2,-1.2,6.2
-1.434000e-02,312,5.2,-1.2,6.2
-1.433000e-02,300,5.4,-1,6.4
-1.432000e-02,312,5.2,-1.2,6.4
-1.431000e-02,312,5.4,-1,6.4
-1.430000e-02,312,5.4,-1.2,6.4
-1.429000e-02,312,5.4,-1.2,6.4
-1.428000e-02,318,5.4,-1.2,6.6
-1.427000e-02,318,5.2,-1.2,6.4
-1.426000e-02,312,5.2,-1.2,6.2
-1.425000e-02,300,5.4,-1,6.4
-1.424000e-02,312,5.4,-1.2,6.6
-1.423000e-02,306,5.4,-1,6.6
-1.422000e-02,312,5.4,-1,6.6
-1.421000e-02,306,5.2,-1.2,6.8
-1.420000e-02,300,5.4,-1.2,6.6
-1.419000e-02,306,5.6,-1.2,6.6
-1.418000e-02,312,5.4,-1.4,6.6
-1.417000e-02,306,5.2,-1.4,6.8
-1.416000e-02,312,5.2,-1.2,6.8
-1.415000e-02,306,5.2,-1.4,6.6
-1.414000e-02,306,5.2,-1.4,6.6
-1.413000e-02,300,5.4,-1.4,6.8
-1.412000e-02,306,5.4,-1.4,6.8
-1.411000e-02,306,5,-1.8,6.8
-1.410000e-02,306,5.2,-1.8,6.8
-1.409000e-02,300,5,-2,6.8
-1.408000e-02,306,5,-1.6,6.6
-1.407000e-02,300,5.2,-1.8,6.8
-1.406000e-02,306,5,-1.8,6.8
-1.405000e-02,306,4.6,-2,6.6
-1.404000e-02,306,4.8,-2,7
-1.403000e-02,312,4.6,-2,6.8
-1.402000e-02,300,4.8,-2.2,6.8
-1.401000e-02,300,4.8,-2.4,6.8
-1.400000e-02,306,4.6,-2.4,6.8
-1.399000e-02,294,4.6,-2.4,7
-1.398000e-02,300,4.6,-2.4,7
-1.397000e-02,306,4.6,-2.6,7
-1.396000e-02,300,4.4,-2.8,6.8
-1.395000e-02,306,4.4,-2.6,7
-1.394000e-02,300,4.4,-2.4,7.2
-1.393000e-02,300,4.4,-2.6,7.2
-1.392000e-02,300,4.2,-2.8,7
-1.391000e-02,306,4.2,-3,7
-1.390000e-02,306,4.2,-3,7
-1.389000e-02,300,4,-2.8,7
-1.388000e-02,300,4.2,-2.8,7
-1.387000e-02,300,4.2,-3,7
-1.386000e-02,294,4.2,-2.8,6.8
-1.385000e-02,288,4,-3.2,7
-1.384000e-02,294,4.2,-3,7.2
-1.383000e-02,288,4.2,-3.2,7
-1.382000e-02,294,4.2,-3,7.2
-1.381000e-02,300,4,-3.4,7.2
-1.380000e-02,300,4.2,-3,7.2
-1.379000e-02,294,4.2,-3,7.2
-1.378000e-02,300,4.2,-3.2,7.2
-1.377000e-02,294,4,-3.2,7.4
-1.376000e-02,288,4.2,-3,7.4
-1.375000e-02,288,4.2,-3.2,7.4
-1.374000e-02,294,4.4,-3.2,7.2
-1.373000e-02,282,4.4,-3.2,7.2
-1.372000e-02,288,4.4,-3,7.4
-1.371000e-02,294,4.2,-3.2,7.2
-1.370000e-02,294,4.2,-3,7.2
-1.369000e-02,288,4.2,-3,7.4
-1.368000e-02,294,4.4,-3,7.4
-1.367000e-02,288,4.2,-3.2,7.2
-1.366000e-02,294,4.4,-3,7.4
-1.365000e-02,288,4.6,-3,7.4
-1.364000e-02,288,4.2,-3,7.6
-1.363000e-02,288,4.4,-3.2,7.6
-1.362000e-02,288,4.6,-3,7.6
-1.361000e-02,294,4.4,-3,7.6
-1.360000e-02,282,4.4,-3,7.4
-1.359000e-02,282,4.4,-3,7.4
-1.358000e-02,288,4.6,-3,7.6
-1.357000e-02,288,4.4,-3,7.4
-1.356000e-02,288,4.4,-2.8,7.4
-1.355000e-02,288,4.4,-3,7.4
-1.354000e-02,288,4.4,-3,7.6
-1.353000e-02,282,4.6,-3.2,7.4
-1.352000e-02,288,4.6,-3,7.6
-1.351000e-02,288,4.6,-3,7.8
-1.350000e-02,276,4.4,-3.2,7.6
-1.349000e-02,282,4.6,-3.4,7.6
-1.348000e-02,282,4.4,-3.2,7.8
-1.347000e-02,276,4.4,-3.2,7.6
-1.346000e-02,282,4.6,-3.2,7.6
-1.345000e-02,282,4.4,-3.2,7.6
-1.344000e-02,276,4.4,-3.4,7.6
-1.343000e-02,282,4.4,-3.4,7.6
-1.342000e-02,276,4.2,-3.4,7.6
-1.341000e-02,276,4,-3.6,7.8
-1.340000e-02,276,4.2,-3.6,7.8
-1.339000e-02,282,4.2,-3.6,7.8
-1.338000e-02,276,3.8,-3.8,7.6
-1.337000e-02,270,3.8,-3.8,7.6
-1.336000e-02,276,3.8,-3.8,7.8
-1.335000e-02,276,4,-3.8,7.8
-1.334000e-02,276,4,-3.8,7.6
-1.333000e-02,276,3.8,-3.8,7.8
-1.332000e-02,276,3.6,-4.2,7.8
-1.331000e-02,270,3.8,-4,7.8
-1.330000e-02,276,3.8,-4.2,7.8
-1.329000e-02,264,3.8,-4,7.8
-1.328000e-02,270,3.8,-4,7.6
-1.327000e-02,270,3.4,-4.2,8
-1.326000e-02,264,3.6,-4.4,8
-1.325000e-02,270,3.6,-4.2,8
-1.324000e-02,270,3.6,-4.4,8
-1.323000e-02,270,3.2,-4.6,7.8
-1.322000e-02,258,3.2,-4.6,8
-1.321000e-02,270,3.4,-4.4,8
-1.320000e-02,264,3.4,-4.6,7.8
-1.319000e-02,270,3.6,-4.6,8
-1.318000e-02,264,3.4,-4.6,8
-1.317000e-02,264,3.2,-4.8,7.8
-1.316000e-02,264,3.2,-4.6,8
-1.315000e-02,264,3.2,-4.8,8
-1.314000e-02,264,3.2,-4.8,7.8
-1.313000e-02,264,3.2,-5,7.8
-1.312000e-02,258,3,-4.8,7.8
-1.311000e-02,258,3.2,-5,7.8
-1.310000e-02,264,3.4,-4.8,8
-1.309000e-02,258,3.2,-4.8,8
-1.308000e-02,258,3.2,-4.8,8
-1.307000e-02,246,3.2,-4.8,8
-1.306000e-02,258,3,-4.8,8
-1.305000e-02,252,3.2,-5,8.2
-1.304000e-02,252,3.2,-4.8,8
-1.303000e-02,246,3.2,-5,8.2
-1.302000e-02,252,3.4,-4.6,8
-1.301000e-02,252,3.4,-4.6,8
-1.300000e-02,252,3.2,-4.4,8.4
-1.299000e-02,252,3.4,-4.6,8
-1.298000e-02,246,3.4,-4.6,7.8
-1.297000e-02,246,3.4,-4.6,8
-1.296000e-02,246,3.4,-4.6,8
-1.295000e-02,252,3.4,-4.4,8.2
-1.294000e-02,246,3.6,-4.6,8
-1.293000e-02,246,3.6,-4.6,8
-1.292000e-02,246,3.4,-4.6,8.2
-1.291000e-02,246,3.6,-4.6,8.2
-1.290000e-02,246,3.4,-4.6,8.4
-1.289000e-02,240,3.6,-4.6,8
-1.288000e-02,240,3.8,-4.8,8
-1.287000e-02,246,3.4,-4.4,8.2
-1.286000e-02,240,3.6,-4.6,8.2
-1.285000e-02,240,3.8,-4.4,8.2
-1.284000e-02,246,3.8,-4.4,8
-1.283000e-02,240,3.6,-4.4,8.2
-1.282000e-02,234,3.8,-4.4,8
-1.281000e-02,234,3.8,-4.4,8.2
-1.280000e-02,240,3.6,-4.4,8.2
-1.279000e-02,234,3.8,-4.4,8.2
-1.278000e-02,240,3.8,-4.4,8
-1.277000e-02,240,3.6,-4.4,8
-1.276000e-02,240,4,-4.2,8.2
-1.275000e-02,234,3.8,-4.2,8
-1.274000e-02,234,3.8,-4.2,8.2
-1.273000e-02,228,3.8,-4.2,8.2
-1.272000e-02,234,4,-4.2,8.4
-1.271000e-02,234,3.8,-4.2,8
-1.270000e-02,228,3.8,-4.2,8.2
-1.269000e-02,228,4,-4.4,8.2
-1.268000e-02,228,3.8,-4.2,8.2
-1.267000e-02,228,3.8,-4.2,8.2
-1.266000e-02,222,3.8,-4.2,8.2
-1.265000e-02,234,3.8,-4.2,8
-1.264000e-02,222,3.8,-4.4,8.4
-1.263000e-02,234,4,-4.4,8.2
-1.262000e-02,222,3.8,-4.4,8.4
-1.261000e-02,228,3.8,-4.2,8.4
-1.260000e-02,222,3.8,-4.4,8.2
-1.259000e-02,222,3.8,-4.6,8
-1.258000e-02,222,3.8,-4.6,8.4
-1.257000e-02,216,3.6,-4.6,8.4
-1.256000e-02,228,3.6,-4.6,8.2
-1.255000e-02,222,3.6,-4.6,8.2
-1.254000e-02,222,3.4,-5,8.6
-1.253000e-02,222,3.4,-4.8,8.4
-1.252000e-02,216,3.4,-5,8.2
-1.251000e-02,216,3.4,-4.8,8
-1.250000e-02,222,3.4,-5,8.2
-1.249000e-02,222,3.4,-5,8.2
-1.248000e-02,216,3.2,-5,8.4
-1.247000e-02,216,3.2,-5,8.2
-1.246000e-02,210,3.4,-5.2,8.4
-1.245000e-02,216,3,-5,8.2
-1.244000e-02,216,3.2,-5.2,8.2
-1.243000e-02,210,3.2,-5.2,8.4
-1.242000e-02,216,3.2,-5.2,8.4
-1.241000e-02,210,3,-5.4,8.2
-1.240000e-02,210,3.2,-5.4,8.4
-1.239000e-02,204,3,-5.4,8.4
-1.238000e-02,210,2.8,-5.4,8.2
-1.237000e-02,204,2.8,-5.4,8.6
-1.236000e-02,210,2.8,-5.4,8.4
-1.235000e-02,204,3,-5.6,8.6
-1.234000e-02,204,2.8,-5.6,8.2
-1.233000e-02,210,3,-5.6,8.4
-1.232000e-02,198,2.8,-5.4,8.4
-1.231000e-02,204,2.8,-5.4,8.4
-1.230000e-02,198,2.8,-5.4,8.4
-1.229000e-02,198,2.8,-5.4,8.6
-1.228000e-02,198,3,-5.2,8.2
-1.227000e-02,198,3,-5.4,8.2
-1.226000e-02,198,3.2,-5.4,8.2
-1.225000e-02,198,3.2,-5.4,8.4
-1.224000e-02,198,3,-5.2,8.4
-1.223000e-02,192,3,-5.4,8.2
-1.222000e-02,198,3.2,-5.2,8.4
-1.221000e-02,192,3.2,-4.8,8.2
-1.220000e-02,192,3,-5.2,8.2
-1.219000e-02,192,3,-5,8.2
-1.218000e-02,192,3,-5.4,8.4
-1.217000e-02,192,3.2,-5.2,8.4
-1.216000e-02,192,3.4,-5,8.4
-1.215000e-02,186,3.4,-5,8.2
-1.214000e-02,192,3.2,-5,8.4
-1.213000e-02,186,3.4,-4.8,8.4
-1.212000e-02,192,3.6,-4.8,8.4
-1.211000e-02,192,3.6,-5,8.4
-1.210000e-02,186,3.6,-4.8,8.4
-1.209000e-02,186,3.6,-4.8,8.4
-1.208000e-02,186,3.6,-4.8,8.4
-1.207000e-02,186,3.4,-5,8.4
-1.206000e-02,180,3.4,-4.8,8.4
-1.205000e-02,180,3.6,-4.8,8.2
-1.204000e-02,186,3.4,-4.8,8.2
-1.203000e-02,180,3.8,-4.8,8.4
-1.202000e-02,180,3.6,-4.8,8.4
-1.201000e-02,174,3.6,-4.8,8.6
-1.200000e-02,180,3.8,-4.8,8.2
-1.199000e-02,180,3.6,-5,8.4
-1.198000e-02,180,3.8,-4.8,8.2
-1.197000e-02,180,3.6,-4.8,8.4
-1.196000e-02,180,3.6,-5,8.4
-1.195000e-02,180,3.6,-4.8,8.2
-1.194000e-02,168,3.6,-4.8,8.4
-1.193000e-02,174,3.6,-4.8,8.2
-1.192000e-02,174,3.6,-4.8,8.4
-1.191000e-02,174,3.4,-4.8,8.2
-1.190000e-02,174,3.6,-4.8,8.2
-1.189000e-02,174,3.4,-5,8.4
-1.188000e-02,168,3.6,-4.8,8.4
-1.187000e-02,174,3.4,-5,8.4
-1.186000e-02,174,3.2,-5,8.2
-1.185000e-02,174,3.4,-5,8.2
-1.184000e-02,168,3.4,-4.8,8.6
-1.183000e-02,168,3.2,-5,8.2
-1.182000e-02,168,3.2,-5,8.4
-1.181000e-02,162,3.2,-5.2,8
-1.180000e-02,162,3.2,-5,8.4
-1.179000e-02,162,3,-5,8.4
-1.178000e-02,168,3.4,-5.2,8.4
-1.177000e-02,168,3,-5,8.4
-1.176000e-02,168,3.2,-5.6,8.2
-1.175000e-02,156,3,-5.2,8.4
-1.174000e-02,168,3,-5.2,8.2
-1.173000e-02,162,3.2,-5.4,8.2
-1.172000e-02,156,3,-5.4,8.4
-1.171000e-02,162,3,-5.4,8.4
-1.170000e-02,162,2.8,-5,8.2
-1.169000e-02,156,3,-5.2,8.2
-1.168000e-02,156,3,-5.4,8.4
-1.167000e-02,156,2.8,-5.4,8.6
-1.166000e-02,150,2.8,-5.4,8.2
-1.165000e-02,150,2.8,-5.6,8.2
-1.164000e-02,150,2.8,-5.4,8.2
-1.163000e-02,150,2.8,-5.6,8.2
-1.162000e-02,150,2.8,-5.8,8.2
-1.161000e-02,150,2.8,-5.8,8.4
-1.160000e-02,156,2.6,-5.6,8.4
-1.159000e-02,156,2.8,-5.8,8.4
-1.158000e-02,150,2.6,-5.6,8.4
-1.157000e-02,150,2.6,-5.6,8.2
-1.156000e-02,150,2.6,-5.4,8.2
-1.155000e-02,144,2.4,-5.8,8.4
-1.154000e-02,144,2.6,-5.8,8.2
-1.153000e-02,150,2.6,-6,8.4
-1.152000e-02,144,2.6,-6,8
-1.151000e-02,144,2.4,-5.8,8.2
-1.150000e-02,144,2.4,-6,8.2
-1.149000e-02,132,2.2,-5.8,8.4
-1.148000e-02,138,2.4,-5.8,8.2
-1.147000e-02,144,2.6,-6,8.2
-1.146000e-02,138,2.2,-6.2,8.2
-1.145000e-02,138,2.2,-5.8,8
-1.144000e-02,132,2.4,-5.6,8.2
-1.143000e-02,132,2.4,-6,8.2
-1.142000e-02,132,2.4,-5.8,8
-1.141000e-02,138,2.2,-5.8,8.2
-1.140000e-02,132,2.4,-5.8,8.2
-1.139000e-02,132,2.2,-6,8.2
-1.138000e-02,132,2.4,-5.6,8.2
-1.137000e-02,126,2.4,-6,8.4
-1.136000e-02,120,2.2,-5.6,8
-1.135000e-02,120,2.2,-5.8,8.2
-1.134000e-02,126,2.2,-5.8,8.2
-1.133000e-02,132,2.2,-5.8,8.2
-1.132000e-02,120,2.6,-5.8,8.4
-1.131000e-02,126,2.4,-5.8,8
-1.130000e-02,114,2.2,-5.8,8
-1.129000e-02,126,2.4,-5.6,8
-1.128000e-02,126,2.2,-5.8,8
-1.127000e-02,120,2.4,-5.6,8.2
-1.126000e-02,120,2.4,-5.6,8.2
-1.125000e-02,120,2.6,-5.6,8.2
-1.124000e-02,120,2.6,-5.6,8
-1.123000e-02,114,2.6,-5.4,8
-1.122000e-02,114,2.6,-5.4,8.2
-1.121000e-02,114,2.6,-5.4,8
-1.120000e-02,108,2.4,-5.6,8
-1.119000e-02,114,2.4,-5.4,8.2
-1.118000e-02,114,2.4,-5.6,7.8
-1.117000e-02,114,2.6,-5.6,8
-1.116000e-02,108,2.6,-5.4,8.2
-1.115000e-02,114,2.6,-5.4,8
-1.114000e-02,120,2.6,-5.6,7.8
-1.113000e-02,114,2.6,-5.4,8
-1.112000e-02,108,2.6,-5.4,8
-1.111000e-02,108,2.6,-5.6,7.8
-1.110000e-02,108,2.4,-5.4,8
-1.109000e-02,96,2.6,-5.4,7.8
-1.108000e-02,108,2.4,-5.6,8
-1.107000e-02,108,2.6,-5.4,8.2
-1.106000e-02,102,2.8,-5.6,8
-1.105000e-02,102,2.4,-5.6,8
-1.104000e-02,102,2.4,-5.4,7.8
-1.103000e-02,102,2.6,-5.4,7.8
-1.102000e-02,102,2.4,-5.4,8
-1.101000e-02,96,2.2,-5.6,7.8
-1.100000e-02,96,2.4,-5.6,8
-1.099000e-02,96,2.4,-5.6,8
-1.098000e-02,102,2.2,-5.6,8
-1.097000e-02,90,2.2,-5.6,7.8
-1.096000e-02,96,2.2,-5.6,7.8
-1.095000e-02,90,2.2,-5.8,8
-1.094000e-02,90,2,-5.8,7.8
-1.093000e-02,96,2,-5.8,8
-1.092000e-02,90,1.8,-5.8,7.8
-1.091000e-02,90,1.8,-6,7.8
-1.090000e-02,90,1.8,-6.2,7.8
-1.089000e-02,90,1.8,-6,7.8
-1.088000e-02,90,1.6,-6,8
-1.087000e-02,84,1.6,-6,7.8
-1.086000e-02,90,1.8,-6.2,7.6
-1.085000e-02,84,1.6,-6.2,7.8
-1.084000e-02,84,1.4,-6.4,7.6
-1.083000e-02,84,1.4,-6.2,7.6
-1.082000e-02,78,1.4,-6.4,7.8
-1.081000e-02,78,1.4,-6.4,7.8
-1.080000e-02,78,1.2,-6.4,7.8
-1.079000e-02,78,1.2,-6.4,7.6
-1.078000e-02,78,1.4,-6.6,7.8
-1.077000e-02,78,1,-6.4,7.6
-1.076000e-02,84,0.8,-6.6,7.4
-1.075000e-02,78,1,-6.6,7.6
-1.074000e-02,66,1,-6.4,7.6
-1.073000e-02,78,1,-6.4,7.8
-1.072000e-02,72,1,-6.4,7.6
-1.071000e-02,66,1.2,-6.8,7.6
-1.070000e-02,78,1,-6.6,7.6
-1.069000e-02,66,1,-6.6,7.4
-1.068000e-02,66,1.2,-6.6,7.6
-1.067000e-02,72,1,-6.6,7.6
-1.066000e-02,66,1,-6.8,7.6
-1.065000e-02,66,0.8,-6.8,7.6
-1.064000e-02,66,1,-6.6,7.6
-1.063000e-02,60,0.6,-6.6,7.6
-1.062000e-02,54,1,-6.6,7.6
-1.061000e-02,54,0.8,-6.8,7.6
-1.060000e-02,54,1,-6.8,7.6
-1.059000e-02,60,0.8,-6.8,7.4
-1.058000e-02,60,1,-6.8,7.4
-1.057000e-02,60,0.6,-6.8,7.6
-1.056000e-02,48,0.6,-6.6,7.4
-1.055000e-02,54,0.8,-6.8,7.4
-1.054000e-02,48,0.6,-6.8,7.6
-1.053000e-02,54,0.4,-6.8,7.2
-1.052000e-02,48,0.4,-6.8,7.2
-1.051000e-02,48,0.6,-6.8,7.4
-1.050000e-02,48,0.2,-6.8,7.2
-1.049000e-02,42,0.6,-7,7.2
-1.048000e-02,42,0.2,-6.8,7.4
-1.047000e-02,42,0.4,-6.8,7.2
-1.046000e-02,48,0.2,-6.8,7.2
-1.045000e-02,42,0.2,-7,7.2
-1.044000e-02,48,0.2,-7,7.2
-1.043000e-02,42,0.2,-7.2,7.2
-1.042000e-02,36,0.2,-7.2,7.2
-1.041000e-02,42,0.2,-7,7.2
-1.040000e-02,42,0.2,-7.2,7.4
-1.039000e-02,36,0,-7,7.2
-1.038000e-02,36,0,-7,7.2
-1.037000e-02,30,0.2,-7.2,7.2
-1.036000e-02,36,0.2,-7.4,7.2
-1.035000e-02,30,0,-7.4,7.2
-1.034000e-02,30,0,-7.2,7.2
-1.033000e-02,30,-0.2,-7.2,7.2
