TIME,U,I
-2.514000e-02,-312,-0.08
-2.513000e-02,-318,-0.08
-2.512000e-02,-312,-0.08
-2.511000e-02,-318,-0.08
-2.510000e-02,-312,-0.08
-2.509000e-02,-318,-0.16
-2.508000e-02,-312,-0.08
-2.507000e-02,-312,-0.08
-2.506000e-02,-312,-0.08
-2.505000e-02,-312,-0.08
-2.504000e-02,-318,-0.08
-2.503000e-02,-318,-0.08
-2.502000e-02,-312,-0.08
-2.501000e-02,-318,-0.08
-2.500000e-02,-324,-0.16
-2.499000e-02,-312,-0.08
-2.498000e-02,-318,-0.08
-2.497000e-02,-318,-0.08
-2.496000e-02,-312,0
-2.495000e-02,-318,-0.08
-2.494000e-02,-318,-0.16
-2.493000e-02,-312,-0.08
-2.492000e-02,-312,-0.08
-2.491000e-02,-318,-0.08
-2.490000e-02,-318,-0.08
-2.489000e-02,-306,-0.08
-2.488000e-02,-318,-0.08
-2.487000e-02,-318,-0.08
-2.486000e-02,-318,-0.08
-2.485000e-02,-318,-0.08
-2.484000e-02,-318,-0.08
-2.483000e-02,-306,-0.16
-2.482000e-02,-318,-0.16
-2.481000e-02,-312,-0.08
-2.480000e-02,-318,-0.08
-2.479000e-02,-312,0
-2.478000e-02,-318,0
-2.477000e-02,-318,-0.16
-2.476000e-02,-312,-0.08
-2.475000e-02,-312,-0.08
-2.474000e-02,-312,-0.16
-2.473000e-02,-312,-0.08
-2.472000e-02,-318,-0.08
-2.471000e-02,-312,-0.08
-2.470000e-02,-312,0
-2.469000e-02,-318,-0.08
-2.468000e-02,-312,-0.08
-2.467000e-02,-312,-0.08
-2.466000e-02,-312,-0.08
-2.465000e-02,-312,-0.08
-2.464000e-02,-318,-0.08
-2.463000e-02,-318,-0.08
-2.462000e-02,-318,-0.08
-2.461000e-02,-312,-0.08
-2.460000e-02,-312,-0.08
-2.459000e-02,-318,-0.08
-2.458000e-02,-312,-0.08
-2.457000e-02,-318,-0.08
-2.456000e-02,-312,-0.08
-2.455000e-02,-312,-0.08
-2.454000e-02,-318,-0.08
-2.453000e-02,-318,-0.08
-2.452000e-02,-312,0
-2.451000e-02,-312,-0.08
-2.450000e-02,-312,-0.08
-2.449000e-02,-318,0
-2.448000e-02,-312,-0.08
-2.447000e-02,-312,-0.08
-2.446000e-02,-312,-0.08
-2.445000e-02,-312,-0.16
-2.444000e-02,-312,-0.08
-2.443000e-02,-306,-0.08
-2.442000e-02,-312,-0.08
-2.441000e-02,-312,-0.08
-2.440000e-02,-306,0
-2.439000e-02,-312,-0.24
-2.438000e-02,-306,-0.08
-2.437000e-02,-318,-0.08
-2.436000e-02,-312,-0.08
-2.435000e-02,-306,-0.08
-2.434000e-02,-312,-0.08
-2.433000e-02,-312,-0.08
-2.432000e-02,-300,-0.08
-2.431000e-02,-312,-0.08
-2.430000e-02,-312,-0.08
-2.429000e-02,-312,-0.08
-2.428000e-02,-318,-0.08
-2.427000e-02,-312,-0.08
-2.426000e-02,-312,-0.08
-2.425000e-02,-312,-0.08
-2.424000e-02,-312,-0.08
-2.423000e-02,-306,-0.08
-2.422000e-02,-306,-0.08
-2.421000e-02,-306,-0.08
-2.420000e-02,-306,-0.08
-2.419000e-02,-312,-0.08
-2.418000e-02,-312,-0.08
-2.417000e-02,-306,-0.08
-2.416000e-02,-312,-0.08
-2.415000e-02,-306,-0.08
-2.414000e-02,-306,-0.08
-2.413000e-02,-306,-0.08
-2.412000e-02,-312,-0.08
-2.411000e-02,-306,-0.08
-2.410000e-02,-312,-0.16
-2.409000e-02,-312,-0.08
-2.408000e-02,-312,0
-2.407000e-02,-306,-0.08
-2.406000e-02,-306,-0.08
-2.405000e-02,-306,-0.08
-2.404000e-02,-300,-0.08
-2.403000e-02,-306,0
-2.402000e-02,-306,-0.08
-2.401000e-02,-306,-0.08
-2.400000e-02,-306,-0.16
-2.399000e-02,-306,0
-2.398000e-02,-300,-0.16
-2.397000e-02,-300,-0.08
-2.396000e-02,-300,-0.08
-2.395000e-02,-306,-0.08
-2.394000e-02,-300,0
-2.393000e-02,-306,0
-2.392000e-02,-294,-0.16
-2.391000e-02,-300,0
-2.390000e-02,-300,-0.08
-2.389000e-02,-300,-0.08
-2.388000e-02,-294,0
-2.387000e-02,-294,-0.08
-2.386000e-02,-306,0
-2.385000e-02,-300,0
-2.384000e-02,-300,-0.08
-2.383000e-02,-300,-0.24
-2.382000e-02,-288,-1.92
-2.381000e-02,-288,-3.52
-2.380000e-02,-300,-2.32
-2.379000e-02,-300,0.16
-2.378000e-02,-294,-0.08
-2.377000e-02,-294,0.32
-2.376000e-02,-294,-0.16
-2.375000e-02,-294,-0.24
-2.374000e-02,-294,0
-2.373000e-02,-294,-0.16
-2.372000e-02,-288,0
-2.371000e-02,-294,-0.24
-2.370000e-02,-300,-0.16
-2.369000e-02,-288,-0.16
-2.368000e-02,-294,-0.24
-2.367000e-02,-294,-0.24
-2.366000e-02,-294,-0.32
-2.365000e-02,-294,-0.32
-2.364000e-02,-282,-0.24
-2.363000e-02,-288,-0.32
-2.362000e-02,-282,-0.24
-2.361000e-02,-288,-0.32
-2.360000e-02,-294,-0.4
-2.359000e-02,-264,-4.4
-2.358000e-02,-282,-6.4
-2.357000e-02,-312,2.24
-2.356000e-02,-282,-0.8
-2.355000e-02,-300,-0.32
-2.354000e-02,-294,0.4
-2.353000e-02,-288,-0.64
-2.352000e-02,-294,0.08
-2.351000e-02,-282,-0.24
-2.350000e-02,-288,-0.32
-2.349000e-02,-282,-0.08
-2.348000e-02,-276,-0.24
-2.347000e-02,-282,-0.32
-2.346000e-02,-282,-0.24
-2.345000e-02,-282,-0.4
-2.344000e-02,-282,-0.32
-2.343000e-02,-282,-0.32
-2.342000e-02,-270,-1.84
-2.341000e-02,-246,-7.92
-2.340000e-02,-312,-0.88
-2.339000e-02,-270,1.36
-2.338000e-02,-276,-1.2
-2.337000e-02,-288,0.56
-2.336000e-02,-276,-0.24
-2.335000e-02,-288,-0.4
-2.334000e-02,-282,0.16
-2.333000e-02,-270,-0.4
-2.332000e-02,-276,-0.24
-2.331000e-02,-270,-0.16
-2.330000e-02,-276,-0.32
-2.329000e-02,-264,-0.24
-2.328000e-02,-270,-0.4
-2.327000e-02,-270,-0.24
-2.326000e-02,-264,-0.96
-2.325000e-02,-240,-6.72
-2.324000e-02,-288,-4.16
-2.323000e-02,-270,2.56
-2.322000e-02,-264,-0.48
-2.321000e-02,-270,0
-2.320000e-02,-264,0
-2.319000e-02,-270,-0.8
-2.318000e-02,-270,0
-2.317000e-02,-258,-0.72
-2.316000e-02,-252,-2
-2.315000e-02,-264,-2.56
-2.314000e-02,-258,-1.6
-2.313000e-02,-258,-0.32
-2.312000e-02,-258,-0.88
-2.311000e-02,-258,-0.48
-2.310000e-02,-258,-1.04
-2.309000e-02,-258,-1.28
-2.308000e-02,-258,-1.52
-2.307000e-02,-258,-1.36
-2.306000e-02,-258,-1.04
-2.305000e-02,-258,-0.88
-2.304000e-02,-252,-0.96
-2.303000e-02,-246,-1.12
-2.302000e-02,-258,-1.36
-2.301000e-02,-246,-1.36
-2.300000e-02,-252,-1.28
-2.299000e-02,-246,-1.2
-2.298000e-02,-258,-1.2
-2.297000e-02,-246,-1.28
-2.296000e-02,-246,-1.44
-2.295000e-02,-252,-1.44
-2.294000e-02,-246,-1.44
-2.293000e-02,-240,-1.36
-2.292000e-02,-246,-1.36
-2.291000e-02,-252,-1.36
-2.290000e-02,-258,-1.44
-2.289000e-02,-246,-1.44
-2.288000e-02,-246,-1.44
-2.287000e-02,-234,-1.44
-2.286000e-02,-240,-1.44
-2.285000e-02,-240,-1.44
-2.284000e-02,-240,-1.52
-2.283000e-02,-240,-1.52
-2.282000e-02,-234,-1.52
-2.281000e-02,-240,-1.52
-2.280000e-02,-240,-1.44
-2.279000e-02,-240,-1.44
-2.278000e-02,-240,-1.44
-2.277000e-02,-234,-1.36
-2.276000e-02,-240,-1.52
-2.275000e-02,-234,-1.52
-2.274000e-02,-240,-1.52
-2.273000e-02,-228,-1.6
-2.272000e-02,-240,-1.6
-2.271000e-02,-234,-1.52
-2.270000e-02,-228,-1.68
-2.269000e-02,-240,-1.68
-2.268000e-02,-228,-1.76
-2.267000e-02,-240,-1.84
-2.266000e-02,-228,-1.92
-2.265000e-02,-228,-1.84
-2.264000e-02,-228,-1.92
-2.263000e-02,-228,-1.84
-2.262000e-02,-228,-2
-2.261000e-02,-228,-2.08
-2.260000e-02,-222,-2
-2.259000e-02,-222,-2
-2.258000e-02,-222,-2.08
-2.257000e-02,-216,-2.16
-2.256000e-02,-216,-2.08
-2.255000e-02,-216,-2.16
-2.254000e-02,-222,-2.16
-2.253000e-02,-216,-2.16
-2.252000e-02,-216,-2.24
-2.251000e-02,-222,-2.16
-2.250000e-02,-216,-2.16
-2.249000e-02,-216,-2.24
-2.248000e-02,-222,-2.24
-2.247000e-02,-222,-2.32
-2.246000e-02,-216,-2.24
-2.245000e-02,-216,-2.32
-2.244000e-02,-216,-2.32
-2.243000e-02,-216,-2.4
-2.242000e-02,-210,-2.4
-2.241000e-02,-210,-2.4
-2.240000e-02,-204,-2.4
-2.239000e-02,-210,-2.24
-2.238000e-02,-210,-2.4
-2.237000e-02,-210,-2.4
-2.236000e-02,-210,-2.48
-2.235000e-02,-210,-2.48
-2.234000e-02,-210,-2.48
-2.233000e-02,-198,-2.48
-2.232000e-02,-204,-2.4
-2.231000e-02,-198,-2.4
-2.230000e-02,-198,-2.48
-2.229000e-02,-198,-2.48
-2.228000e-02,-192,-2.48
-2.227000e-02,-198,-2.4
-2.226000e-02,-198,-2.48
-2.225000e-02,-198,-2.48
-2.224000e-02,-192,-2.48
-2.223000e-02,-198,-2.56
-2.222000e-02,-192,-2.56
-2.221000e-02,-192,-2.56
-2.220000e-02,-198,-2.64
-2.219000e-02,-192,-2.56
-2.218000e-02,-192,-2.64
-2.217000e-02,-192,-2.72
-2.216000e-02,-192,-2.64
-2.215000e-02,-192,-2.8
-2.214000e-02,-186,-2.8
-2.213000e-02,-186,-2.8
-2.212000e-02,-192,-2.8
-2.211000e-02,-186,-2.8
-2.210000e-02,-192,-2.8
-2.209000e-02,-186,-2.88
-2.208000e-02,-192,-2.88
-2.207000e-02,-192,-2.88
-2.206000e-02,-186,-2.96
-2.205000e-02,-180,-3.04
-2.204000e-02,-180,-3.04
-2.203000e-02,-180,-3.04
-2.202000e-02,-186,-3.04
-2.201000e-02,-180,-3.04
-2.200000e-02,-174,-3.12
-2.199000e-02,-186,-3.04
-2.198000e-02,-180,-3.2
-2.197000e-02,-174,-3.12
-2.196000e-02,-174,-3.12
-2.195000e-02,-174,-3.2
-2.194000e-02,-174,-3.12
-2.193000e-02,-174,-3.2
-2.192000e-02,-174,-3.12
-2.191000e-02,-168,-3.12
-2.190000e-02,-174,-3.2
-2.189000e-02,-174,-3.04
-2.188000e-02,-174,-3.12
-2.187000e-02,-168,-3.12
-2.186000e-02,-168,-3.12
-2.185000e-02,-168,-3.12
-2.184000e-02,-174,-3.04
-2.183000e-02,-162,-3.12
-2.182000e-02,-168,-3.12
-2.181000e-02,-162,-3.04
-2.180000e-02,-168,-2.96
-2.179000e-02,-168,-3.04
-2.178000e-02,-168,-3.04
-2.177000e-02,-162,-3.04
-2.176000e-02,-162,-3.04
-2.175000e-02,-162,-3.04
-2.174000e-02,-156,-3.04
-2.173000e-02,-156,-2.88
-2.172000e-02,-156,-3.12
-2.171000e-02,-156,-3.04
-2.170000e-02,-162,-3.04
-2.169000e-02,-156,-2.96
-2.168000e-02,-156,-3.12
-2.167000e-02,-150,-3.12
-2.166000e-02,-150,-3.12
-2.165000e-02,-156,-3.12
-2.164000e-02,-150,-3.04
-2.163000e-02,-150,-3.12
-2.162000e-02,-150,-3.12
-2.161000e-02,-144,-3.04
-2.160000e-02,-150,-3.12
-2.159000e-02,-144,-3.04
-2.158000e-02,-144,-2.96
-2.157000e-02,-150,-3.12
-2.156000e-02,-144,-3.04
-2.155000e-02,-144,-3.04
-2.154000e-02,-132,-3.04
-2.153000e-02,-144,-3.12
-2.152000e-02,-138,-3.04
-2.151000e-02,-138,-3.04
-2.150000e-02,-138,-3.12
-2.149000e-02,-138,-3.04
-2.148000e-02,-132,-2.96
-2.147000e-02,-138,-3.04
-2.146000e-02,-132,-3.12
-2.145000e-02,-132,-3.12
-2.144000e-02,-132,-3.04
-2.143000e-02,-132,-3.04
-2.142000e-02,-132,-3.12
-2.141000e-02,-126,-3.12
-2.140000e-02,-126,-3.12
-2.139000e-02,-132,-3.12
-2.138000e-02,-132,-3.04
-2.137000e-02,-126,-3.12
-2.136000e-02,-120,-2.96
-2.135000e-02,-126,-2.96
-2.134000e-02,-126,-2.96
-2.133000e-02,-126,-2.88
-2.132000e-02,-126,-2.88
-2.131000e-02,-126,-2.88
-2.130000e-02,-120,-2.72
-2.129000e-02,-126,-2.8
-2.128000e-02,-120,-2.8
-2.127000e-02,-114,-2.72
-2.126000e-02,-120,-2.72
-2.125000e-02,-114,-2.72
-2.124000e-02,-114,-2.64
-2.123000e-02,-114,-2.72
-2.122000e-02,-114,-2.64
-2.121000e-02,-114,-2.64
-2.120000e-02,-114,-2.72
-2.119000e-02,-114,-2.72
-2.118000e-02,-114,-2.64
-2.117000e-02,-108,-2.64
-2.116000e-02,-108,-2.64
-2.115000e-02,-114,-2.56
-2.114000e-02,-108,-2.64
-2.113000e-02,-108,-2.56
-2.112000e-02,-108,-2.56
-2.111000e-02,-108,-2.56
-2.110000e-02,-102,-2.56
-2.109000e-02,-108,-2.56
-2.108000e-02,-102,-2.56
-2.107000e-02,-108,-2.56
-2.106000e-02,-108,-2.48
-2.105000e-02,-108,-2.48
-2.104000e-02,-102,-2.56
-2.103000e-02,-102,-2.4
-2.102000e-02,-102,-2.4
-2.101000e-02,-96,-2.48
-2.100000e-02,-96,-2.4
-2.099000e-02,-96,-2.4
-2.098000e-02,-102,-2.32
-2.097000e-02,-96,-2.4
-2.096000e-02,-96,-2.4
-2.095000e-02,-90,-2.4
-2.094000e-02,-96,-2.4
-2.093000e-02,-96,-2.32
-2.092000e-02,-90,-2.32
-2.091000e-02,-90,-2.4
-2.090000e-02,-90,-2.48
-2.089000e-02,-90,-2.4
-2.088000e-02,-90,-2.4
-2.087000e-02,-90,-2.24
-2.086000e-02,-84,-2.32
-2.085000e-02,-84,-2.32
-2.084000e-02,-84,-2.24
-2.083000e-02,-84,-2.24
-2.082000e-02,-78,-2.08
-2.081000e-02,-90,-2.16
-2.080000e-02,-78,-2.08
-2.079000e-02,-78,-2.08
-2.078000e-02,-78,-2.08
-2.077000e-02,-72,-2
-2.076000e-02,-78,-2
-2.075000e-02,-78,-2
-2.074000e-02,-66,-1.84
-2.073000e-02,-66,-2
-2.072000e-02,-66,-1.92
-2.071000e-02,-72,-1.92
-2.070000e-02,-72,-1.84
-2.069000e-02,-66,-1.84
-2.068000e-02,-66,-1.84
-2.067000e-02,-66,-1.84
-2.066000e-02,-66,-1.84
-2.065000e-02,-66,-1.76
-2.064000e-02,-66,-1.76
-2.063000e-02,-66,-1.76
-2.062000e-02,-60,-1.76
-2.061000e-02,-66,-1.68
-2.060000e-02,-60,-1.68
-2.059000e-02,-60,-1.68
-2.058000e-02,-60,-1.68
-2.057000e-02,-60,-1.6
-2.056000e-02,-60,-1.6
-2.055000e-02,-54,-1.52
-2.054000e-02,-60,-1.6
-2.053000e-02,-48,-1.52
-2.052000e-02,-48,-1.44
-2.051000e-02,-54,-1.52
-2.050000e-02,-48,-1.52
-2.049000e-02,-42,-1.44
-2.048000e-02,-48,-1.36
-2.047000e-02,-42,-1.44
-2.046000e-02,-48,-1.44
-2.045000e-02,-48,-1.44
-2.044000e-02,-48,-1.36
-2.043000e-02,-42,-1.28
-2.042000e-02,-42,-1.44
-2.041000e-02,-36,-1.36
-2.040000e-02,-42,-1.36
-2.039000e-02,-42,-1.36
-2.038000e-02,-42,-1.36
-2.037000e-02,-36,-1.36
-2.036000e-02,-36,-1.36
-2.035000e-02,-36,-1.36
-2.034000e-02,-36,-1.36
-2.033000e-02,-36,-1.36
-2.032000e-02,-30,-1.36
-2.031000e-02,-36,-1.28
-2.030000e-02,-30,-1.28
-2.029000e-02,-24,-1.2
-2.028000e-02,-24,-1.2
-2.027000e-02,-24,-1.12
-2.026000e-02,-18,-1.12
-2.025000e-02,-24,-1.04
-2.024000e-02,-18,-1.12
-2.023000e-02,-24,-1.04
-2.022000e-02,-18,-1.12
-2.021000e-02,-18,-1.04
-2.020000e-02,-12,-1.04
-2.019000e-02,-18,-1.04
-2.018000e-02,-18,-1.04
-2.017000e-02,-12,-0.88
-2.016000e-02,-12,-0.96
-2.015000e-02,-12,-0.88
-2.014000e-02,-6,-0.88
-2.013000e-02,-6,-0.88
-2.012000e-02,-6,-0.96
-2.011000e-02,-6,-0.96
-2.010000e-02,-6,-0.96
-2.009000e-02,-6,-0.96
-2.008000e-02,0,-0.88
-2.007000e-02,-6,-0.96
-2.006000e-02,0,-0.88
-2.005000e-02,0,-0.88
-2.004000e-02,0,-0.88
-2.003000e-02,0,-0.8
-2.002000e-02,0,-0.8
-2.001000e-02,6,-0.8
-2.000000e-02,0,-0.88
-1.999000e-02,6,-0.72
-1.998000e-02,6,-0.72
-1.997000e-02,6,-0.72
-1.996000e-02,6,-0.64
-1.995000e-02,6,-0.72
-1.994000e-02,6,-0.72
-1.993000e-02,12,-0.72
-1.992000e-02,6,-0.64
-1.991000e-02,18,-0.64
-1.990000e-02,18,-0.64
-1.989000e-02,18,-0.56
-1.988000e-02,18,-0.64
-1.987000e-02,18,-0.56
-1.986000e-02,18,-0.64
-1.985000e-02,18,-0.64
-1.984000e-02,24,-0.56
-1.983000e-02,18,-0.64
-1.982000e-02,18,-0.64
-1.981000e-02,30,-0.64
-1.980000e-02,24,-0.64
-1.979000e-02,24,-0.64
-1.978000e-02,24,-0.56
-1.977000e-02,30,-0.56
-1.976000e-02,30,-0.48
-1.975000e-02,30,-0.56
-1.974000e-02,24,-0.56
-1.973000e-02,30,-0.48
-1.972000e-02,36,-0.48
-1.971000e-02,30,-0.48
-1.970000e-02,36,-0.4
-1.969000e-02,36,-0.4
-1.968000e-02,42,-0.4
-1.967000e-02,36,-0.4
-1.966000e-02,30,-0.4
-1.965000e-02,42,-0.32
-1.964000e-02,42,-0.32
-1.963000e-02,42,-0.32
-1.962000e-02,42,-0.32
-1.961000e-02,42,-0.24
-1.960000e-02,48,-0.32
-1.959000e-02,42,-0.4
-1.958000e-02,48,-0.32
-1.957000e-02,48,-0.32
-1.956000e-02,54,-0.4
-1.955000e-02,54,-0.4
-1.954000e-02,48,-0.32
-1.953000e-02,54,-0.32
-1.952000e-02,60,-0.4
-1.951000e-02,54,-0.32
-1.950000e-02,54,-0.48
-1.949000e-02,54,-0.4
-1.948000e-02,54,-0.32
-1.947000e-02,60,-0.32
-1.946000e-02,66,-0.32
-1.945000e-02,66,-0.24
-1.944000e-02,60,-0.24
-1.943000e-02,60,-0.24
-1.942000e-02,66,-0.24
-1.941000e-02,60,-0.24
-1.940000e-02,66,-0.24
-1.939000e-02,66,-0.24
-1.938000e-02,72,-0.16
-1.937000e-02,72,-0.16
-1.936000e-02,66,-0.24
-1.935000e-02,72,-0.16
-1.934000e-02,78,-0.16
-1.933000e-02,72,-0.16
-1.932000e-02,72,-0.16
-1.931000e-02,72,-0.08
-1.930000e-02,78,-0.16
-1.929000e-02,78,-0.16
-1.928000e-02,78,-0.16
-1.927000e-02,84,-0.16
-1.926000e-02,78,-0.16
-1.925000e-02,84,-0.08
-1.924000e-02,78,-0.16
-1.923000e-02,84,-0.08
-1.922000e-02,78,-0.08
-1.921000e-02,84,-0.08
-1.920000e-02,84,-0.08
-1.919000e-02,84,0
-1.918000e-02,90,-0.08
-1.917000e-02,90,0
-1.916000e-02,84,0
-1.915000e-02,90,-0.08
-1.914000e-02,84,0
-1.913000e-02,90,0
-1.912000e-02,90,0
-1.911000e-02,96,0
-1.910000e-02,90,0
-1.909000e-02,96,0
-1.908000e-02,102,0
-1.907000e-02,102,0
-1.906000e-02,90,0
-1.905000e-02,102,0
-1.904000e-02,96,0
-1.903000e-02,102,0
-1.902000e-02,108,0
-1.901000e-02,102,0
-1.900000e-02,102,0
-1.899000e-02,96,0
-1.898000e-02,102,0
-1.897000e-02,108,0
-1.896000e-02,102,-0.08
-1.895000e-02,108,0
-1.894000e-02,108,0
-1.893000e-02,114,0
-1.892000e-02,114,0
-1.891000e-02,108,0
-1.890000e-02,114,0
-1.889000e-02,108,0
-1.888000e-02,120,0
-1.887000e-02,108,0
-1.886000e-02,114,0
-1.885000e-02,120,0
-1.884000e-02,120,0
-1.883000e-02,114,0
-1.882000e-02,114,0
-1.881000e-02,120,0
-1.880000e-02,126,0
-1.879000e-02,120,0
-1.878000e-02,120,0.08
-1.877000e-02,114,0.08
-1.876000e-02,120,0
-1.875000e-02,132,0
-1.874000e-02,126,0
-1.873000e-02,126,0
-1.872000e-02,132,0
-1.871000e-02,126,0
-1.870000e-02,132,0
-1.869000e-02,126,0
-1.868000e-02,126,0
-1.867000e-02,132,0
-1.866000e-02,126,0
-1.865000e-02,126,0
-1.864000e-02,126,0
-1.863000e-02,132,0
-1.862000e-02,138,0
-1.861000e-02,132,0
-1.860000e-02,138,0
-1.859000e-02,132,0
-1.858000e-02,132,0
-1.857000e-02,138,0
-1.856000e-02,138,0
-1.855000e-02,138,0.08
-1.854000e-02,144,0
-1.853000e-02,144,0.08
-1.852000e-02,138,0
-1.851000e-02,144,0
-1.850000e-02,144,0
-1.849000e-02,150,0
-1.848000e-02,150,0
-1.847000e-02,144,0
-1.846000e-02,150,0
-1.845000e-02,150,0
-1.844000e-02,156,0
-1.843000e-02,150,0
-1.842000e-02,150,0
-1.841000e-02,150,0
-1.840000e-02,150,0
-1.839000e-02,156,0
-1.838000e-02,150,-0.08
-1.837000e-02,150,0
-1.836000e-02,156,0
-1.835000e-02,162,0
-1.834000e-02,162,0
-1.833000e-02,162,0
-1.832000e-02,156,0
-1.831000e-02,162,0
-1.830000e-02,162,0
-1.829000e-02,168,0
-1.828000e-02,156,0
-1.827000e-02,168,0.08
-1.826000e-02,168,-0.08
-1.825000e-02,168,0
-1.824000e-02,168,0
-1.823000e-02,162,0
-1.822000e-02,168,0
-1.821000e-02,168,0
-1.820000e-02,174,0
-1.819000e-02,168,-0.08
-1.818000e-02,174,0
-1.817000e-02,174,0
-1.816000e-02,174,0
-1.815000e-02,174,0
-1.814000e-02,174,0
-1.813000e-02,168,0
-1.812000e-02,174,0
-1.811000e-02,174,0
-1.810000e-02,180,0
-1.809000e-02,180,0
-1.808000e-02,180,-0.08
-1.807000e-02,180,0
-1.806000e-02,180,0
-1.805000e-02,180,0
-1.804000e-02,174,0
-1.803000e-02,180,0
-1.802000e-02,186,0
-1.801000e-02,180,0
-1.800000e-02,186,0
-1.799000e-02,198,-0.08
-1.798000e-02,186,0
-1.797000e-02,186,0
-1.796000e-02,192,0
-1.795000e-02,180,0
-1.794000e-02,180,-0.08
-1.793000e-02,186,0
-1.792000e-02,186,0
-1.791000e-02,192,-0.08
-1.790000e-02,192,0
-1.789000e-02,192,0
-1.788000e-02,192,-0.08
-1.787000e-02,192,0
-1.786000e-02,198,0
-1.785000e-02,198,0
-1.784000e-02,192,0
-1.783000e-02,192,0
-1.782000e-02,192,0
-1.781000e-02,198,-0.08
-1.780000e-02,198,0
-1.779000e-02,192,0
-1.778000e-02,198,-0.08
-1.777000e-02,192,0
-1.776000e-02,198,0
-1.775000e-02,198,0
-1.774000e-02,204,0
-1.773000e-02,204,-0.08
-1.772000e-02,198,0
-1.771000e-02,210,0
-1.770000e-02,204,0
-1.769000e-02,210,0
-1.768000e-02,204,0
-1.767000e-02,204,0
-1.766000e-02,210,0
-1.765000e-02,210,0
-1.764000e-02,216,0
-1.763000e-02,198,0
-1.762000e-02,210,0
-1.761000e-02,216,0
-1.760000e-02,210,0
-1.759000e-02,216,-0.08
-1.758000e-02,210,0
-1.757000e-02,210,0
-1.756000e-02,210,0
-1.755000e-02,222,0
-1.754000e-02,216,0
-1.753000e-02,216,0
-1.752000e-02,216,0
-1.751000e-02,228,-0.08
-1.750000e-02,222,0
-1.749000e-02,216,0
-1.748000e-02,222,0
-1.747000e-02,222,0
-1.746000e-02,222,0
-1.745000e-02,228,0
-1.744000e-02,222,0
-1.743000e-02,234,0
-1.742000e-02,228,0
-1.741000e-02,228,-0.08
-1.740000e-02,228,0
-1.739000e-02,228,0
-1.738000e-02,234,0
-1.737000e-02,228,0
-1.736000e-02,234,0
-1.735000e-02,234,-0.08
-1.734000e-02,228,0
-1.733000e-02,228,0
-1.732000e-02,234,0
-1.731000e-02,240,0
-1.730000e-02,234,0
-1.729000e-02,240,0
-1.728000e-02,234,0
-1.727000e-02,240,0
-1.726000e-02,240,-0.08
-1.725000e-02,240,-0.08
-1.724000e-02,240,0
-1.723000e-02,240,0
-1.722000e-02,240,0
-1.721000e-02,240,0
-1.720000e-02,240,0
-1.719000e-02,246,0
-1.718000e-02,240,0
-1.717000e-02,246,0
-1.716000e-02,246,-0.08
-1.715000e-02,246,-0.08
-1.714000e-02,246,0
-1.713000e-02,246,0
-1.712000e-02,252,-0.08
-1.711000e-02,246,0
-1.710000e-02,252,0
-1.709000e-02,252,0
-1.708000e-02,252,0
-1.707000e-02,252,-0.08
-1.706000e-02,246,0
-1.705000e-02,246,0
-1.704000e-02,252,0
-1.703000e-02,252,0
-1.702000e-02,252,0
-1.701000e-02,252,0
-1.700000e-02,252,0
-1.699000e-02,252,0
-1.698000e-02,264,0
-1.697000e-02,252,0
-1.696000e-02,258,0
-1.695000e-02,252,0
-1.694000e-02,258,0
-1.693000e-02,258,0
-1.692000e-02,264,0
-1.691000e-02,264,0
-1.690000e-02,258,0
-1.689000e-02,270,-0.08
-1.688000e-02,264,-0.08
-1.687000e-02,264,0
-1.686000e-02,264,0
-1.685000e-02,264,0
-1.684000e-02,264,0
-1.683000e-02,264,0
-1.682000e-02,270,-0.08
-1.681000e-02,270,0
-1.680000e-02,264,0
-1.679000e-02,270,0
-1.678000e-02,270,0
-1.677000e-02,276,0
-1.676000e-02,270,0
-1.675000e-02,270,0
-1.674000e-02,270,0
-1.673000e-02,270,0.08
-1.672000e-02,270,0
-1.671000e-02,276,-0.08
-1.670000e-02,270,0
-1.669000e-02,276,-0.08
-1.668000e-02,282,0
-1.667000e-02,282,0
-1.666000e-02,276,-0.08
-1.665000e-02,276,0
-1.664000e-02,270,0
-1.663000e-02,282,-0.08
-1.662000e-02,282,0
-1.661000e-02,276,0
-1.660000e-02,282,-0.08
-1.659000e-02,282,0
-1.658000e-02,282,0
-1.657000e-02,282,-0.08
-1.656000e-02,288,0
-1.655000e-02,282,0
-1.654000e-02,282,-0.08
-1.653000e-02,282,-0.08
-1.652000e-02,288,0
-1.651000e-02,294,-0.08
-1.650000e-02,288,-0.08
-1.649000e-02,282,0
-1.648000e-02,294,-0.08
-1.647000e-02,288,-0.08
-1.646000e-02,288,0
-1.645000e-02,294,-0.08
-1.644000e-02,294,0
-1.643000e-02,294,0
-1.642000e-02,288,0
-1.641000e-02,294,-0.08
-1.640000e-02,300,0
-1.639000e-02,300,-0.08
-1.638000e-02,300,0
-1.637000e-02,300,0
-1.636000e-02,294,-0.08
-1.635000e-02,294,0
-1.634000e-02,300,0
-1.633000e-02,294,0
-1.632000e-02,300,0
-1.631000e-02,300,0
-1.630000e-02,294,-0.08
-1.629000e-02,300,0
-1.628000e-02,300,-0.08
-1.627000e-02,306,0
-1.626000e-02,306,0
-1.625000e-02,306,0
-1.624000e-02,312,0
-1.623000e-02,306,0
-1.622000e-02,300,-0.08
-1.621000e-02,300,0
-1.620000e-02,300,-0.08
