TIME,U,I
-4.885000e-02,-114,-0.16
-4.884000e-02,-108,-0.16
-4.883000e-02,-120,-0.16
-4.882000e-02,-114,-0.08
-4.881000e-02,-114,-0.08
-4.880000e-02,-114,-0.08
-4.879000e-02,-120,-0.08
-4.878000e-02,-120,-0.08
-4.877000e-02,-120,-0.16
-4.876000e-02,-126,-0.08
-4.875000e-02,-126,-0.08
-4.874000e-02,-126,-0.08
-4.873000e-02,-126,-0.16
-4.872000e-02,-126,-0.16
-4.871000e-02,-114,-0.08
-4.870000e-02,-120,-0.08
-4.869000e-02,-120,-0.16
-4.868000e-02,-126,-0.08
-4.867000e-02,-126,-0.16
-4.866000e-02,-126,-0.08
-4.865000e-02,-132,-0.08
-4.864000e-02,-132,-0.08
-4.863000e-02,-132,-0.08
-4.862000e-02,-132,-0.08
-4.861000e-02,-138,-0.08
-4.860000e-02,-126,-0.16
-4.859000e-02,-132,-0.24
-4.858000e-02,-132,-0.08
-4.857000e-02,-150,-0.08
-4.856000e-02,-138,-0.08
-4.855000e-02,-132,-0.08
-4.854000e-02,-144,-0.08
-4.853000e-02,-132,-0.08
-4.852000e-02,-138,-0.08
-4.851000e-02,-150,-0.08
-4.850000e-02,-144,-0.08
-4.849000e-02,-144,-0.08
-4.848000e-02,-144,-0.08
-4.847000e-02,-144,-0.08
-4.846000e-02,-144,-0.08
-4.845000e-02,-150,-0.16
-4.844000e-02,-144,-0.16
-4.843000e-02,-144,-0.08
-4.842000e-02,-144,-0.08
-4.841000e-02,-156,-0.08
-4.840000e-02,-150,-0.08
-4.839000e-02,-144,-0.08
-4.838000e-02,-150,-0.16
-4.837000e-02,-150,-0.08
-4.836000e-02,-156,-0.08
-4.835000e-02,-156,-0.08
-4.834000e-02,-162,-0.08
-4.833000e-02,-150,-0.16
-4.832000e-02,-150,-0.08
-4.831000e-02,-156,-0.08
-4.830000e-02,-156,-0.08
-4.829000e-02,-162,-0.08
-4.828000e-02,-156,-0.16
-4.827000e-02,-162,-0.08
-4.826000e-02,-156,-0.08
-4.825000e-02,-162,-0.08
-4.824000e-02,-174,-0.08
-4.823000e-02,-156,-0.08
-4.822000e-02,-168,-0.08
-4.821000e-02,-162,-0.16
-4.820000e-02,-162,-0.08
-4.819000e-02,-174,-0.16
-4.818000e-02,-162,-0.08
-4.817000e-02,-174,-0.08
-4.816000e-02,-162,-0.08
-4.815000e-02,-168,-0.16
-4.814000e-02,-168,-0.08
-4.813000e-02,-168,-0.08
-4.812000e-02,-168,-0.08
-4.811000e-02,-168,-0.08
-4.810000e-02,-174,-0.08
-4.809000e-02,-174,-0.08
-4.808000e-02,-174,-0.16
-4.807000e-02,-180,-0.08
-4.806000e-02,-174,-0.08
-4.805000e-02,-180,-0.16
-4.804000e-02,-174,-0.08
-4.803000e-02,-180,-0.08
-4.802000e-02,-174,-0.08
-4.801000e-02,-174,-0.08
-4.800000e-02,-180,-0.08
-4.799000e-02,-180,-0.08
-4.798000e-02,-180,-0.08
-4.797000e-02,-180,-0.08
-4.796000e-02,-180,-0.08
-4.795000e-02,-180,-0.16
-4.794000e-02,-186,-0.08
-4.793000e-02,-192,-0.08
-4.792000e-02,-180,-0.08
-4.791000e-02,-192,-0.16
-4.790000e-02,-180,-0.16
-4.789000e-02,-186,-0.08
-4.788000e-02,-186,-0.08
-4.787000e-02,-192,-0.08
-4.786000e-02,-186,-0.08
-4.785000e-02,-186,-0.08
-4.784000e-02,-192,-0.08
-4.783000e-02,-192,-0.16
-4.782000e-02,-192,-0.08
-4.781000e-02,-192,-0.08
-4.780000e-02,-192,-0.08
-4.779000e-02,-198,-0.08
-4.778000e-02,-192,-0.08
-4.777000e-02,-192,-0.08
-4.776000e-02,-198,-0.08
-4.775000e-02,-198,-0.08
-4.774000e-02,-192,-0.16
-4.773000e-02,-198,-0.08
-4.772000e-02,-204,-0.08
-4.771000e-02,-198,-0.08
-4.770000e-02,-204,-0.08
-4.769000e-02,-198,-0.08
-4.768000e-02,-204,-0.08
-4.767000e-02,-210,-0.08
-4.766000e-02,-210,-0.16
-4.765000e-02,-198,-0.08
-4.764000e-02,-210,-0.08
-4.763000e-02,-204,-0.08
-4.762000e-02,-210,-0.16
-4.761000e-02,-210,-0.16
-4.760000e-02,-216,-0.08
-4.759000e-02,-210,-0.16
-4.758000e-02,-210,-0.08
-4.757000e-02,-210,-0.16
-4.756000e-02,-216,-0.16
-4.755000e-02,-210,-0.08
-4.754000e-02,-216,-0.16
-4.753000e-02,-222,-0.08
-4.752000e-02,-222,-0.16
-4.751000e-02,-216,-0.08
-4.750000e-02,-216,-0.08
-4.749000e-02,-222,-0.08
-4.748000e-02,-216,-0.08
-4.747000e-02,-222,-0.08
-4.746000e-02,-216,-0.16
-4.745000e-02,-216,-0.08
-4.744000e-02,-228,-0.08
-4.743000e-02,-222,-0.08
-4.742000e-02,-222,-0.08
-4.741000e-02,-228,-0.16
-4.740000e-02,-222,-0.08
-4.739000e-02,-222,-0.08
-4.738000e-02,-228,-0.08
-4.737000e-02,-228,-0.16
-4.736000e-02,-228,-0.08
-4.735000e-02,-234,-0.08
-4.734000e-02,-228,-0.08
-4.733000e-02,-228,-0.08
-4.732000e-02,-228,-0.16
-4.731000e-02,-228,-0.08
-4.730000e-02,-234,-0.08
-4.729000e-02,-228,-0.08
-4.728000e-02,-234,-0.16
-4.727000e-02,-240,-0.16
-4.726000e-02,-234,-0.08
-4.725000e-02,-234,-0.08
-4.724000e-02,-240,-0.08
-4.723000e-02,-234,-0.08
-4.722000e-02,-234,-0.08
-4.721000e-02,-240,-0.08
-4.720000e-02,-234,-0.08
-4.719000e-02,-234,-0.16
-4.718000e-02,-240,-0.08
-4.717000e-02,-240,-0.08
-4.716000e-02,-246,-0.08
-4.715000e-02,-240,-0.08
-4.714000e-02,-246,-0.08
-4.713000e-02,-246,-0.08
-4.712000e-02,-240,-0.08
-4.711000e-02,-246,-0.08
-4.710000e-02,-240,-0.08
-4.709000e-02,-240,-0.08
-4.708000e-02,-240,-0.16
-4.707000e-02,-252,-0.08
-4.706000e-02,-246,-0.08
-4.705000e-02,-252,-0.08
-4.704000e-02,-246,-0.08
-4.703000e-02,-252,-0.08
-4.702000e-02,-252,-0.08
-4.701000e-02,-246,-0.08
-4.700000e-02,-246,-0.08
-4.699000e-02,-258,-0.08
-4.698000e-02,-246,-0.08
-4.697000e-02,-252,-0.08
-4.696000e-02,-252,-0.16
-4.695000e-02,-252,-0.08
-4.694000e-02,-252,-0.08
-4.693000e-02,-258,-0.08
-4.692000e-02,-258,-0.08
-4.691000e-02,-258,-0.08
-4.690000e-02,-252,-0.16
-4.689000e-02,-258,-0.08
-4.688000e-02,-258,-0.08
-4.687000e-02,-258,-0.08
-4.686000e-02,-264,-0.08
-4.685000e-02,-264,-0.08
-4.684000e-02,-264,-0.08
-4.683000e-02,-264,-0.08
-4.682000e-02,-264,-0.08
-4.681000e-02,-264,-0.16
-4.680000e-02,-264,-0.08
-4.679000e-02,-264,-0.08
-4.678000e-02,-270,-0.16
-4.677000e-02,-270,0
-4.676000e-02,-264,-0.16
-4.675000e-02,-258,-0.16
-4.674000e-02,-270,-0.08
-4.673000e-02,-264,-0.16
-4.672000e-02,-270,-0.16
-4.671000e-02,-276,-0.08
-4.670000e-02,-270,-0.16
-4.669000e-02,-276,-0.08
-4.668000e-02,-270,-0.08
-4.667000e-02,-270,-0.16
-4.666000e-02,-270,-0.08
-4.665000e-02,-276,-0.08
-4.664000e-02,-270,-0.16
-4.663000e-02,-282,0
-4.662000e-02,-276,-0.08
-4.661000e-02,-276,-0.08
-4.660000e-02,-276,-0.08
-4.659000e-02,-282,-0.08
-4.658000e-02,-288,-0.08
-4.657000e-02,-282,-0.08
-4.656000e-02,-270,-0.16
-4.655000e-02,-282,-0.08
-4.654000e-02,-282,-0.08
-4.653000e-02,-282,-0.08
-4.652000e-02,-282,-0.08
-4.651000e-02,-282,-0.08
-4.650000e-02,-282,-0.24
-4.649000e-02,-288,-0.08
-4.648000e-02,-288,-0.08
-4.647000e-02,-288,-0.16
-4.646000e-02,-282,-0.08
-4.645000e-02,-288,-0.08
-4.644000e-02,-294,-0.08
-4.643000e-02,-294,-0.16
-4.642000e-02,-288,-0.08
-4.641000e-02,-288,-0.16
-4.640000e-02,-288,-0.08
-4.639000e-02,-288,-0.16
-4.638000e-02,-288,-0.08
-4.637000e-02,-288,-0.08
-4.636000e-02,-294,-0.08
-4.635000e-02,-288,-0.08
-4.634000e-02,-294,-0.08
-4.633000e-02,-294,-0.16
-4.632000e-02,-288,-0.16
-4.631000e-02,-294,-0.08
-4.630000e-02,-300,-0.08
-4.629000e-02,-294,-0.16
-4.628000e-02,-294,-0.08
-4.627000e-02,-294,-0.08
-4.626000e-02,-300,-0.08
-4.625000e-02,-300,-0.08
-4.624000e-02,-300,-0.08
-4.623000e-02,-294,-0.08
-4.622000e-02,-300,-0.08
-4.621000e-02,-300,-0.08
-4.620000e-02,-294,-0.08
-4.619000e-02,-300,-0.08
-4.618000e-02,-300,-0.16
-4.617000e-02,-306,-0.08
-4.616000e-02,-306,-0.08
-4.615000e-02,-300,-0.16
-4.614000e-02,-300,-0.08
-4.613000e-02,-306,-0.08
-4.612000e-02,-306,-0.16
-4.611000e-02,-294,-0.08
-4.610000e-02,-300,-0.08
-4.609000e-02,-306,-0.08
-4.608000e-02,-312,-0.08
-4.607000e-02,-300,-0.08
-4.606000e-02,-300,-0.08
-4.605000e-02,-312,-0.08
-4.604000e-02,-306,-0.08
-4.603000e-02,-306,-0.16
-4.602000e-02,-312,0
-4.601000e-02,-306,0
-4.600000e-02,-306,-0.24
-4.599000e-02,-312,-0.08
-4.598000e-02,-306,-0.08
-4.597000e-02,-312,-0.16
-4.596000e-02,-306,-0.08
-4.595000e-02,-300,-0.16
-4.594000e-02,-306,-0.08
-4.593000e-02,-306,-0.08
-4.592000e-02,-306,-0.08
-4.591000e-02,-312,-0.16
-4.590000e-02,-312,-0.16
-4.589000e-02,-312,-0.08
-4.588000e-02,-312,-0.08
-4.587000e-02,-306,-0.08
-4.586000e-02,-306,-0.08
-4.585000e-02,-312,-0.08
-4.584000e-02,-306,-0.08
-4.583000e-02,-312,-0.08
-4.582000e-02,-306,-0.08
-4.581000e-02,-312,0
-4.580000e-02,-306,-0.16
-4.579000e-02,-306,-0.08
-4.578000e-02,-306,-0.08
-4.577000e-02,-306,-0.08
-4.576000e-02,-306,-0.08
-4.575000e-02,-306,-0.08
-4.574000e-02,-312,-0.08
-4.573000e-02,-312,-0.08
-4.572000e-02,-318,-0.08
-4.571000e-02,-312,-0.08
-4.570000e-02,-318,0
-4.569000e-02,-312,-0.16
-4.568000e-02,-312,-0.08
-4.567000e-02,-306,0
-4.566000e-02,-312,-0.08
-4.565000e-02,-312,-0.08
-4.564000e-02,-312,-0.16
-4.563000e-02,-318,-0.08
-4.562000e-02,-306,-0.08
-4.561000e-02,-312,0
-4.560000e-02,-312,-0.08
-4.559000e-02,-312,-0.08
-4.558000e-02,-318,-0.08
-4.557000e-02,-318,-0.08
-4.556000e-02,-312,-0.16
-4.555000e-02,-312,-0.08
-4.554000e-02,-318,-0.08
-4.553000e-02,-306,-0.16
-4.552000e-02,-312,0
-4.551000e-02,-318,-0.16
-4.550000e-02,-312,-0.16
-4.549000e-02,-312,-0.08
-4.548000e-02,-312,-0.08
-4.547000e-02,-312,-0.08
-4.546000e-02,-318,-0.08
-4.545000e-02,-312,-0.08
-4.544000e-02,-312,-0.16
-4.543000e-02,-312,-0.08
-4.542000e-02,-312,-0.08
-4.541000e-02,-318,-0.08
-4.540000e-02,-306,-0.08
-4.539000e-02,-318,-0.16
-4.538000e-02,-312,-0.08
-4.537000e-02,-318,-0.08
-4.536000e-02,-312,-0.08
-4.535000e-02,-318,-0.08
-4.534000e-02,-312,-0.08
-4.533000e-02,-312,-0.08
-4.532000e-02,-312,0
-4.531000e-02,-306,-0.08
-4.530000e-02,-312,-0.08
-4.529000e-02,-306,-0.08
-4.528000e-02,-312,-0.08
-4.527000e-02,-318,-0.08
-4.526000e-02,-318,-0.08
-4.525000e-02,-312,-0.08
-4.524000e-02,-324,-0.08
-4.523000e-02,-318,-0.08
-4.522000e-02,-312,-0.08
-4.521000e-02,-312,0
-4.520000e-02,-312,0
-4.519000e-02,-318,-0.08
-4.518000e-02,-324,-0.08
-4.517000e-02,-318,0
-4.516000e-02,-312,-0.08
-4.515000e-02,-318,-0.08
-4.514000e-02,-312,-0.08
-4.513000e-02,-318,-0.08
-4.512000e-02,-318,0
-4.511000e-02,-318,0
-4.510000e-02,-312,-0.16
-4.509000e-02,-318,-0.08
-4.508000e-02,-318,-0.08
-4.507000e-02,-318,-0.16
-4.506000e-02,-318,-0.08
-4.505000e-02,-312,0
-4.504000e-02,-312,-0.16
-4.503000e-02,-306,-0.16
-4.502000e-02,-318,-0.08
-4.501000e-02,-312,-0.16
-4.500000e-02,-318,-0.08
-4.499000e-02,-324,-0.08
-4.498000e-02,-312,-0.08
-4.497000e-02,-312,-0.16
-4.496000e-02,-312,-0.08
-4.495000e-02,-318,-0.08
-4.494000e-02,-312,-0.16
-4.493000e-02,-318,-0.08
-4.492000e-02,-312,-0.08
-4.491000e-02,-318,-0.08
-4.490000e-02,-318,-0.08
-4.489000e-02,-318,-0.08
-4.488000e-02,-312,-0.08
-4.487000e-02,-318,-0.08
-4.486000e-02,-318,-0.08
-4.485000e-02,-318,-0.08
-4.484000e-02,-318,-0.08
-4.483000e-02,-306,-0.08
-4.482000e-02,-324,-0.08
-4.481000e-02,-306,-0.08
-4.480000e-02,-318,-0.08
-4.479000e-02,-312,-0.08
-4.478000e-02,-318,-0.08
-4.477000e-02,-318,-0.08
-4.476000e-02,-312,-0.08
-4.475000e-02,-312,-0.08
-4.474000e-02,-324,-0.08
-4.473000e-02,-312,-0.08
-4.472000e-02,-318,-0.16
-4.471000e-02,-318,-0.16
-4.470000e-02,-312,-0.08
-4.469000e-02,-318,-0.08
-4.468000e-02,-306,-0.08
-4.467000e-02,-312,0
-4.466000e-02,-312,-0.08
-4.465000e-02,-318,-0.16
-4.464000e-02,-318,-0.08
-4.463000e-02,-306,-0.08
-4.462000e-02,-318,-0.16
-4.461000e-02,-312,0
-4.460000e-02,-312,-0.16
-4.459000e-02,-318,-0.08
-4.458000e-02,-318,0
-4.457000e-02,-312,-0.08
-4.456000e-02,-312,-0.08
-4.455000e-02,-318,-0.08
-4.454000e-02,-312,-0.08
-4.453000e-02,-312,-0.08
-4.452000e-02,-306,-0.08
-4.451000e-02,-318,-0.08
-4.450000e-02,-312,0
-4.449000e-02,-312,-0.08
-4.448000e-02,-318,-0.16
-4.447000e-02,-312,-0.08
-4.446000e-02,-312,-0.08
-4.445000e-02,-312,-0.08
-4.444000e-02,-306,-0.08
-4.443000e-02,-306,-0.08
-4.442000e-02,-312,-0.08
-4.441000e-02,-312,-0.08
-4.440000e-02,-312,-0.08
-4.439000e-02,-324,-0.08
-4.438000e-02,-312,-0.08
-4.437000e-02,-306,-0.08
-4.436000e-02,-312,-0.08
-4.435000e-02,-312,-0.08
-4.434000e-02,-306,-0.08
-4.433000e-02,-312,-0.08
-4.432000e-02,-312,-0.08
-4.431000e-02,-312,-0.08
-4.430000e-02,-312,-0.08
-4.429000e-02,-312,0
-4.428000e-02,-312,-0.08
-4.427000e-02,-306,-0.08
-4.426000e-02,-306,-0.08
-4.425000e-02,-306,-0.08
-4.424000e-02,-318,-0.08
-4.423000e-02,-312,0
-4.422000e-02,-306,-0.08
-4.421000e-02,-306,-0.08
-4.420000e-02,-306,-0.08
-4.419000e-02,-306,-0.08
-4.418000e-02,-312,-0.08
-4.417000e-02,-306,-0.08
-4.416000e-02,-312,-0.08
-4.415000e-02,-306,-0.08
-4.414000e-02,-318,0
-4.413000e-02,-306,-0.08
-4.412000e-02,-312,-0.08
-4.411000e-02,-306,-0.08
-4.410000e-02,-306,-0.16
-4.409000e-02,-312,-0.08
-4.408000e-02,-306,-0.08
-4.407000e-02,-318,-0.08
-4.406000e-02,-306,-0.08
-4.405000e-02,-300,-0.08
-4.404000e-02,-306,-0.16
-4.403000e-02,-306,-0.08
-4.402000e-02,-306,-0.08
-4.401000e-02,-306,-0.08
-4.400000e-02,-306,-0.08
-4.399000e-02,-294,-0.08
-4.398000e-02,-300,-0.08
-4.397000e-02,-294,-0.08
-4.396000e-02,-300,-0.08
-4.395000e-02,-300,-0.08
-4.394000e-02,-306,-0.08
-4.393000e-02,-294,-2
-4.392000e-02,-294,-3.6
-4.391000e-02,-300,-2.4
-4.390000e-02,-306,0.24
-4.389000e-02,-300,-0.08
-4.388000e-02,-300,0.48
-4.387000e-02,-294,-0.16
-4.386000e-02,-306,-0.08
-4.385000e-02,-300,0.08
-4.384000e-02,-306,-0.08
-4.383000e-02,-300,0
-4.382000e-02,-300,-0.16
-4.381000e-02,-288,-0.16
-4.380000e-02,-288,-0.08
-4.379000e-02,-294,-0.16
-4.378000e-02,-294,-0.24
-4.377000e-02,-294,-0.16
-4.376000e-02,-294,-0.24
-4.375000e-02,-294,-0.16
-4.374000e-02,-282,-0.24
-4.373000e-02,-294,-0.16
-4.372000e-02,-288,-0.24
-4.371000e-02,-294,-0.24
-4.370000e-02,-294,-0.24
-4.369000e-02,-288,-0.24
-4.368000e-02,-294,-0.24
-4.367000e-02,-294,-0.24
-4.366000e-02,-294,-0.24
-4.365000e-02,-276,-3.12
-4.364000e-02,-276,-7.04
-4.363000e-02,-312,0.96
-4.362000e-02,-276,0
-4.361000e-02,-288,-0.72
-4.360000e-02,-288,0.48
-4.359000e-02,-288,-0.48
-4.358000e-02,-300,-0.08
-4.357000e-02,-282,-0.08
-4.356000e-02,-282,-0.32
-4.355000e-02,-282,-0.08
-4.354000e-02,-282,-0.24
-4.353000e-02,-288,-0.4
-4.352000e-02,-288,-0.32
-4.351000e-02,-282,-0.32
-4.350000e-02,-282,-0.24
-4.349000e-02,-276,-0.4
-4.348000e-02,-276,-1.2
-4.347000e-02,-246,-7.6
-4.346000e-02,-306,-3.84
-4.345000e-02,-276,2.72
-4.344000e-02,-276,-0.56
-4.343000e-02,-288,0.08
-4.342000e-02,-276,-0.08
-4.341000e-02,-282,-0.64
-4.340000e-02,-282,0.16
-4.339000e-02,-282,-0.32
-4.338000e-02,-276,-0.32
-4.337000e-02,-276,-0.24
-4.336000e-02,-270,-0.4
-4.335000e-02,-270,-0.32
-4.334000e-02,-264,-0.48
-4.333000e-02,-258,-2.56
-4.332000e-02,-252,-7.76
-4.331000e-02,-312,0.72
-4.330000e-02,-252,0.48
-4.329000e-02,-276,-1.28
-4.328000e-02,-276,0.72
-4.327000e-02,-270,-0.56
-4.326000e-02,-282,-0.16
-4.325000e-02,-276,0
-4.324000e-02,-264,-0.56
-4.323000e-02,-270,-0.24
-4.322000e-02,-264,-0.16
-4.321000e-02,-270,-0.48
-4.320000e-02,-258,-0.32
-4.319000e-02,-264,-0.64
-4.318000e-02,-234,-4.88
-4.317000e-02,-270,-6.72
-4.316000e-02,-282,2.96
-4.315000e-02,-252,-1.04
-4.314000e-02,-270,-0.56
-4.313000e-02,-258,0.24
-4.312000e-02,-258,-0.96
-4.311000e-02,-264,-0.24
-4.310000e-02,-246,-1.28
-4.309000e-02,-252,-2.96
-4.308000e-02,-258,-2.08
-4.307000e-02,-264,-0.56
-4.306000e-02,-258,-0.72
-4.305000e-02,-258,-0.72
-4.304000e-02,-252,-0.96
-4.303000e-02,-246,-1.28
-4.302000e-02,-252,-1.76
-4.301000e-02,-252,-1.68
-4.300000e-02,-258,-1.2
-4.299000e-02,-246,-0.96
-4.298000e-02,-252,-1.04
-4.297000e-02,-246,-1.36
-4.296000e-02,-252,-1.52
-4.295000e-02,-240,-1.44
-4.294000e-02,-240,-1.36
-4.293000e-02,-240,-1.28
-4.292000e-02,-240,-1.36
-4.291000e-02,-252,-1.44
-4.290000e-02,-246,-1.6
-4.289000e-02,-246,-1.52
-4.288000e-02,-240,-1.44
-4.287000e-02,-234,-1.44
-4.286000e-02,-240,-1.52
-4.285000e-02,-246,-1.52
-4.284000e-02,-240,-1.6
-4.283000e-02,-240,-1.68
-4.282000e-02,-234,-1.6
-4.281000e-02,-234,-1.68
-4.280000e-02,-234,-1.44
-4.279000e-02,-234,-1.6
-4.278000e-02,-234,-1.6
-4.277000e-02,-234,-1.52
-4.276000e-02,-234,-1.52
-4.275000e-02,-234,-1.52
-4.274000e-02,-234,-1.52
-4.273000e-02,-240,-1.52
-4.272000e-02,-234,-1.6
-4.271000e-02,-234,-1.52
-4.270000e-02,-228,-1.6
-4.269000e-02,-234,-1.76
-4.268000e-02,-234,-1.76
-4.267000e-02,-228,-1.76
-4.266000e-02,-228,-1.84
-4.265000e-02,-228,-1.84
-4.264000e-02,-228,-2
-4.263000e-02,-234,-2
-4.262000e-02,-222,-1.92
-4.261000e-02,-222,-2.08
-4.260000e-02,-228,-2.08
-4.259000e-02,-228,-2
-4.258000e-02,-228,-2.16
-4.257000e-02,-222,-2.16
-4.256000e-02,-222,-2.24
-4.255000e-02,-216,-2.32
-4.254000e-02,-222,-2.24
-4.253000e-02,-222,-2.24
-4.252000e-02,-216,-2.4
-4.251000e-02,-216,-2.32
-4.250000e-02,-210,-2.32
-4.249000e-02,-216,-2.32
-4.248000e-02,-222,-2.24
-4.247000e-02,-216,-2.32
-4.246000e-02,-222,-2.24
-4.245000e-02,-210,-2.24
-4.244000e-02,-210,-2.4
-4.243000e-02,-210,-2.4
-4.242000e-02,-216,-2.4
-4.241000e-02,-210,-2.48
-4.240000e-02,-210,-2.56
-4.239000e-02,-210,-2.48
-4.238000e-02,-204,-2.48
-4.237000e-02,-204,-2.56
-4.236000e-02,-198,-2.48
-4.235000e-02,-210,-2.48
-4.234000e-02,-210,-2.56
-4.233000e-02,-204,-2.56
-4.232000e-02,-204,-2.56
-4.231000e-02,-204,-2.64
-4.230000e-02,-204,-2.56
-4.229000e-02,-198,-2.56
-4.228000e-02,-198,-2.64
-4.227000e-02,-204,-2.56
-4.226000e-02,-198,-2.72
-4.225000e-02,-198,-2.64
-4.224000e-02,-192,-2.64
-4.223000e-02,-192,-2.64
-4.222000e-02,-198,-2.72
-4.221000e-02,-192,-2.64
-4.220000e-02,-192,-2.72
-4.219000e-02,-192,-2.72
-4.218000e-02,-186,-2.72
-4.217000e-02,-192,-2.64
-4.216000e-02,-186,-2.72
-4.215000e-02,-192,-2.8
-4.214000e-02,-186,-2.88
-4.213000e-02,-192,-2.8
-4.212000e-02,-186,-2.88
-4.211000e-02,-180,-2.96
-4.210000e-02,-186,-2.96
-4.209000e-02,-192,-2.96
-4.208000e-02,-180,-3.04
-4.207000e-02,-180,-2.96
-4.206000e-02,-186,-2.96
-4.205000e-02,-180,-3.04
-4.204000e-02,-174,-3.04
-4.203000e-02,-186,-3.04
-4.202000e-02,-180,-3.2
-4.201000e-02,-180,-3.12
-4.200000e-02,-180,-3.12
-4.199000e-02,-180,-3.12
-4.198000e-02,-174,-3.2
-4.197000e-02,-180,-3.12
-4.196000e-02,-174,-3.2
-4.195000e-02,-174,-3.2
-4.194000e-02,-174,-3.2
-4.193000e-02,-168,-3.2
-4.192000e-02,-174,-3.28
-4.191000e-02,-168,-3.28
-4.190000e-02,-174,-3.36
-4.189000e-02,-162,-3.28
-4.188000e-02,-174,-3.28
-4.187000e-02,-174,-3.28
-4.186000e-02,-168,-3.2
-4.185000e-02,-168,-3.28
-4.184000e-02,-168,-3.2
-4.183000e-02,-162,-3.12
-4.182000e-02,-162,-3.2
-4.181000e-02,-162,-3.2
-4.180000e-02,-162,-3.12
-4.179000e-02,-162,-3.2
-4.178000e-02,-162,-3.12
-4.177000e-02,-156,-3.2
-4.176000e-02,-162,-3.12
-4.175000e-02,-162,-3.12
-4.174000e-02,-162,-3.04
-4.173000e-02,-156,-3.12
