TIME,CH1,CH2,CH3
-1.280000e-02,264.062,11.7766,-11.9883
-1.279600e-02,263.984,11.7867,-11.9984
-1.279200e-02,263.828,11.7914,-12.0008
-1.278800e-02,263.484,11.775,-12.0164
-1.278400e-02,263.219,11.7734,-12.025
-1.278000e-02,263.156,11.7672,-12.0305
-1.277600e-02,262.844,11.7664,-12.0164
-1.277200e-02,262.469,11.7609,-12.0164
-1.276800e-02,262.156,11.7625,-12.0164
-1.276400e-02,261.938,11.775,-12.0211
-1.276000e-02,261.984,11.7766,-12.0305
-1.275600e-02,261.625,11.775,-12.0328
-1.275200e-02,261.375,11.7734,-12.0234
-1.274800e-02,261.062,11.7977,-12.0352
-1.274400e-02,260.969,11.793,-12.0336
-1.274000e-02,260.734,11.7812,-12.0164
-1.273600e-02,260.578,11.7797,-12.0102
-1.273200e-02,260.359,11.7797,-12.0203
-1.272800e-02,260.047,11.7828,-12.0125
-1.272400e-02,259.672,11.7812,-12.0211
-1.272000e-02,259.141,11.7875,-12.0336
-1.271600e-02,258.812,11.7875,-12.025
-1.271200e-02,258.609,11.7711,-12.0352
-1.270800e-02,258.25,11.7789,-12.0367
-1.270400e-02,258,11.775,-12.0477
-1.270000e-02,257.797,11.775,-12.025
-1.269600e-02,257.516,11.7766,-12.0227
-1.269200e-02,257.328,11.7898,-12.0375
-1.268800e-02,256.922,11.7898,-12.043
-1.268400e-02,256.703,11.7797,-12.0531
-1.268000e-02,256.219,11.7852,-12.0531
-1.267600e-02,255.906,11.7852,-12.0539
-1.267200e-02,255.578,11.7852,-12.0453
-1.266800e-02,255.406,11.793,-12.0352
-1.266400e-02,255.203,11.7836,-12.0328
-1.266000e-02,255.094,11.793,-12.0406
-1.265600e-02,254.953,11.7836,-12.0367
-1.265200e-02,254.625,11.7828,-12.0438
-1.264800e-02,254.438,11.7711,-12.0555
-1.264400e-02,254.188,11.7789,-12.043
-1.264000e-02,254.062,11.757,-12.0469
-1.263600e-02,253.75,11.7547,-12.0367
-1.263200e-02,253.578,11.757,-12.0227
-1.262800e-02,253.453,11.7563,-12.0086
-1.262400e-02,253.172,11.7711,-12.0047
-1.262000e-02,252.844,11.7672,-12.0164
-1.261600e-02,252.531,11.7688,-12.0148
-1.261200e-02,252.328,11.7672,-12.0211
-1.260800e-02,252.047,11.7695,-12.0375
-1.260400e-02,251.75,11.7695,-12.0516
-1.260000e-02,251.438,11.7648,-12.0438
-1.259600e-02,251.141,11.7688,-12.025
-1.259200e-02,250.766,11.757,-12.0063
-1.258800e-02,250.562,11.757,-11.9922
-1.258400e-02,250.297,11.7594,-11.9906
-1.258000e-02,249.922,11.7523,-11.9883
-1.257600e-02,249.609,11.7508,-11.9961
-1.257200e-02,249.344,11.7547,-11.9898
-1.256800e-02,249.141,11.7586,-11.9969
-1.256400e-02,248.75,11.7492,-11.993
-1.256000e-02,248.328,11.7484,-12.0148
-1.255600e-02,247.969,11.7406,-12.0109
-1.255200e-02,247.609,11.7406,-12.0008
-1.254800e-02,247.25,11.7469,-11.9969
-1.254400e-02,246.922,11.7523,-11.9828
-1.254000e-02,246.703,11.7469,-12.0031
-1.253600e-02,246.562,11.7547,-12.0164
-1.253200e-02,245.906,11.7484,-12.0086
-1.252800e-02,245.406,11.7469,-11.9922
-1.252400e-02,245.094,11.7461,-11.9883
-1.252000e-02,244.797,11.7391,-11.9898
-1.251600e-02,244.438,11.7422,-11.9797
-1.251200e-02,244.188,11.7383,-11.9984
-1.250800e-02,243.859,11.7383,-12.0102
-1.250400e-02,243.594,11.732,-11.9906
-1.250000e-02,243.375,11.7219,-11.9797
-1.249600e-02,242.906,11.718,-11.9797
-1.249200e-02,242.703,11.7242,-11.9922
-1.248800e-02,242.438,11.7289,-11.9805
-1.248400e-02,242.234,11.7188,-11.9922
-1.248000e-02,242,11.7391,-11.9984
-1.247600e-02,241.75,11.7445,-12.0047
-1.247200e-02,241.141,11.7289,-11.9859
-1.246800e-02,240.828,11.718,-11.9781
-1.246400e-02,240.609,11.7258,-11.9703
-1.246000e-02,240.125,11.7164,-11.9719
-1.245600e-02,239.766,11.7016,-11.9727
-1.245200e-02,239.594,11.7141,-11.9664
-1.244800e-02,239.203,11.7188,-11.9625
-1.244400e-02,238.844,11.7086,-11.9539
-1.244000e-02,238.469,11.7023,-11.9453
-1.243600e-02,238.094,11.6922,-11.9492
-1.243200e-02,237.625,11.7,-11.9617
-1.242800e-02,237.375,11.7086,-11.9656
-1.242400e-02,237.047,11.718,-11.9594
-1.242000e-02,236.75,11.6961,-11.9477
-1.241600e-02,236.344,11.6797,-11.9414
-1.241200e-02,236.031,11.6773,-11.9398
-1.240800e-02,235.547,11.6797,-11.95
-1.240400e-02,235.016,11.6781,-11.925
-1.240000e-02,234.734,11.6984,-11.9273
-1.239600e-02,234.359,11.7039,-11.9273
-1.239200e-02,234.172,11.7063,-11.9234
-1.238800e-02,233.969,11.6961,-11.9172
-1.238400e-02,233.562,11.7016,-11.925
-1.238000e-02,233.156,11.6938,-11.9117
-1.237600e-02,232.906,11.6648,-11.9156
-1.237200e-02,232.406,11.6797,-11.9133
-1.236800e-02,231.812,11.675,-11.9211
-1.236400e-02,231.328,11.6781,-11.9117
-1.236000e-02,231.109,11.682,-11.9016
-1.235600e-02,230.906,11.6695,-11.9008
-1.235200e-02,230.516,11.6656,-11.8992
-1.234800e-02,230.312,11.6594,-11.8984
-1.234400e-02,229.938,11.6594,-11.8828
-1.234000e-02,229.562,11.6797,-11.8906
-1.233600e-02,229.281,11.6883,-11.8953
-1.233200e-02,229,11.6813,-11.8828
-1.232800e-02,228.594,11.6695,-11.8992
-1.232400e-02,228.359,11.6531,-11.9008
-1.232000e-02,227.953,11.6406,-11.8867
-1.231600e-02,227.5,11.6375,-11.8883
-1.231200e-02,227.125,11.6391,-11.9031
-1.230800e-02,226.719,11.6492,-11.8953
-1.230400e-02,226.438,11.6328,-11.9047
-1.230000e-02,226.125,11.6391,-11.8953
-1.229600e-02,225.828,11.6445,-11.875
-1.229200e-02,225.578,11.6469,-11.8648
-1.228800e-02,225.312,11.6508,-11.8688
-1.228400e-02,224.891,11.6406,-11.8641
-1.228000e-02,224.609,11.6289,-11.8641
-1.227600e-02,224.328,11.6,-11.875
-1.227200e-02,223.844,11.6109,-11.8711
-1.226800e-02,223.438,11.6242,-11.8664
-1.226400e-02,223.109,11.6273,-11.8641
-1.226000e-02,222.859,11.6273,-11.8664
-1.225600e-02,222.625,11.607,-11.868
-1.225200e-02,222.422,11.5984,-11.8539
-1.224800e-02,221.859,11.5859,-11.8344
-1.224400e-02,221.453,11.5734,-11.85
-1.224000e-02,221.156,11.5781,-11.8484
-1.223600e-02,220.797,11.5859,-11.8258
-1.223200e-02,220.516,11.5844,-11.8133
-1.222800e-02,220.141,11.6039,-11.8078
-1.222400e-02,219.703,11.6047,-11.8141
-1.222000e-02,219.406,11.6063,-11.807
-1.221600e-02,219.094,11.5938,-11.8141
-1.221200e-02,218.562,11.5781,-11.8078
-1.220800e-02,218.062,11.5766,-11.8141
-1.220400e-02,217.672,11.5703,-11.8219
-1.220000e-02,217.297,11.5578,-11.8219
-1.219600e-02,217.062,11.5617,-11.8117
-1.219200e-02,216.578,11.5539,-11.8031
-1.218800e-02,216.125,11.5477,-11.818
-1.218400e-02,215.969,11.5477,-11.8141
-1.218000e-02,215.719,11.5695,-11.8258
-1.217600e-02,215.594,11.5758,-11.8344
-1.217200e-02,215.219,11.5602,-11.8117
-1.216800e-02,214.75,11.5555,-11.8094
-1.216400e-02,214.453,11.5633,-11.8016
-1.216000e-02,214.047,11.543,-11.7875
-1.215600e-02,213.656,11.5328,-11.775
-1.215200e-02,213.328,11.5312,-11.7867
-1.214800e-02,213.109,11.5352,-11.7797
-1.214400e-02,212.875,11.5273,-11.7789
-1.214000e-02,212.641,11.5211,-11.7672
-1.213600e-02,212.312,11.5195,-11.7711
-1.213200e-02,211.859,11.5195,-11.775
-1.212800e-02,211.578,11.5273,-11.775
-1.212400e-02,211.219,11.5227,-11.7695
-1.212000e-02,210.969,11.5352,-11.7672
-1.211600e-02,210.594,11.5328,-11.7609
-1.211200e-02,210.203,11.5336,-11.7547
-1.210800e-02,210.062,11.543,-11.7469
-1.210400e-02,209.828,11.5188,-11.7508
-1.210000e-02,209.172,11.5047,-11.7586
-1.209600e-02,208.859,11.5023,-11.757
-1.209200e-02,208.453,11.4891,-11.7484
-1.208800e-02,208.031,11.4969,-11.7445
-1.208400e-02,207.922,11.4844,-11.7461
-1.208000e-02,207.828,11.4828,-11.743
-1.207600e-02,207.516,11.4984,-11.7461
-1.207200e-02,207.094,11.4953,-11.7523
-1.206800e-02,206.578,11.4984,-11.7266
-1.206400e-02,206.094,11.4984,-11.7328
-1.206000e-02,205.672,11.4953,-11.7391
-1.205600e-02,205.391,11.4969,-11.7461
-1.205200e-02,205.031,11.4922,-11.7367
-1.204800e-02,204.797,11.4789,-11.7391
-1.204400e-02,204.516,11.4766,-11.7367
-1.204000e-02,204.062,11.4805,-11.7266
-1.203600e-02,203.688,11.4766,-11.7258
-1.203200e-02,203.172,11.468,-11.7219
-1.202800e-02,202.922,11.4641,-11.7227
-1.202400e-02,202.828,11.4602,-11.7156
-1.202000e-02,202.562,11.4539,-11.7141
-1.201600e-02,201.938,11.4648,-11.7117
-1.201200e-02,201.422,11.4625,-11.7055
-1.200800e-02,201.141,11.4617,-11.7016
-1.200400e-02,200.812,11.4484,-11.6898
-1.200000e-02,200.25,11.4375,-11.6898
-1.199600e-02,200.047,11.4477,-11.6914
-1.199200e-02,199.984,11.4383,-11.6898
-1.198800e-02,199.625,11.4414,-11.6836
-1.198400e-02,199.344,11.4461,-11.6875
-1.198000e-02,198.969,11.45,-11.6773
-1.197600e-02,198.766,11.4438,-11.682
-1.197200e-02,198.5,11.4445,-11.6836
-1.196800e-02,198.25,11.4438,-11.6977
-1.196400e-02,197.969,11.4484,-11.682
-1.196000e-02,197.688,11.4539,-11.675
-1.195600e-02,197.562,11.4422,-11.6695
-1.195200e-02,197.391,11.4484,-11.6781
-1.194800e-02,197.141,11.4422,-11.682
-1.194400e-02,196.703,11.4359,-11.6797
-1.194000e-02,196.25,11.4313,-11.6773
-1.193600e-02,195.984,11.418,-11.668
-1.193200e-02,195.656,11.418,-11.6648
-1.192800e-02,195.328,11.4258,-11.6492
-1.192400e-02,195.156,11.4156,-11.6578
-1.192000e-02,194.797,11.4094,-11.6648
-1.191600e-02,194.391,11.3969,-11.668
-1.191200e-02,194.062,11.393,-11.6633
-1.190800e-02,193.734,11.4039,-11.657
-1.190400e-02,193.297,11.3914,-11.6617
-1.190000e-02,193,11.3977,-11.657
-1.189600e-02,192.875,11.4055,-11.6414
-1.189200e-02,192.594,11.3828,-11.6492
-1.188800e-02,192,11.3891,-11.6547
-1.188400e-02,191.859,11.3906,-11.6492
-1.188000e-02,191.75,11.3891,-11.657
-1.187600e-02,191.578,11.3875,-11.6531
-1.187200e-02,191.297,11.3938,-11.6344
-1.186800e-02,190.844,11.3828,-11.6367
-1.186400e-02,190.688,11.3828,-11.6313
-1.186000e-02,190.562,11.3828,-11.6313
-1.185600e-02,190.297,11.3672,-11.6344
-1.185200e-02,189.875,11.3734,-11.6289
-1.184800e-02,189.438,11.3813,-11.6203
-1.184400e-02,189.141,11.3766,-11.6141
-1.184000e-02,188.984,11.3711,-11.6266
-1.183600e-02,188.609,11.3531,-11.6266
-1.183200e-02,188.266,11.3664,-11.6109
-1.182800e-02,188.016,11.3688,-11.6086
-1.182400e-02,187.922,11.357,-11.6141
-1.182000e-02,187.531,11.3586,-11.6
-1.181600e-02,187.328,11.3508,-11.6109
-1.181200e-02,187.156,11.3523,-11.6203
-1.180800e-02,186.984,11.3563,-11.6148
-1.180400e-02,186.5,11.35,-11.6102
-1.180000e-02,186.266,11.3367,-11.6102
-1.179600e-02,186.172,11.332,-11.6
-1.179200e-02,185.734,11.3305,-11.5938
-1.178800e-02,185.25,11.3266,-11.5969
-1.178400e-02,185.016,11.3203,-11.5969
-1.178000e-02,184.75,11.3227,-11.6047
-1.177600e-02,184.406,11.3297,-11.6008
-1.177200e-02,184.031,11.3195,-11.5898
-1.176800e-02,183.859,11.3195,-11.5898
-1.176400e-02,183.594,11.3203,-11.5758
-1.176000e-02,183.188,11.3195,-11.5758
-1.175600e-02,183.062,11.3281,-11.5742
-1.175200e-02,182.688,11.3344,-11.5703
-1.174800e-02,182.281,11.3242,-11.568
-1.174400e-02,181.969,11.318,-11.5641
-1.174000e-02,181.516,11.318,-11.5617
-1.173600e-02,181.141,11.3055,-11.5555
-1.173200e-02,180.938,11.3141,-11.5438
-1.172800e-02,180.828,11.3094,-11.5539
-1.172400e-02,180.5,11.318,-11.5641
-1.172000e-02,180.094,11.3219,-11.5398
-1.171600e-02,179.891,11.3125,-11.5359
-1.171200e-02,179.688,11.3078,-11.5453
-1.170800e-02,179.391,11.3023,-11.5359
-1.170400e-02,179.156,11.2977,-11.5438
-1.170000e-02,178.875,11.3,-11.5617
-1.169600e-02,178.594,11.3227,-11.5602
-1.169200e-02,178.422,11.3094,-11.5539
-1.168800e-02,177.969,11.2977,-11.5453
-1.168400e-02,177.891,11.2938,-11.5375
-1.168000e-02,177.703,11.3023,-11.5312
-1.167600e-02,177.406,11.2992,-11.507
-1.167200e-02,177.094,11.2922,-11.5047
-1.166800e-02,177.047,11.2898,-11.5125
-1.166400e-02,176.844,11.2922,-11.5195
-1.166000e-02,176.391,11.2859,-11.5234
-1.165600e-02,176.016,11.275,-11.5234
-1.165200e-02,175.703,11.2789,-11.5211
-1.164800e-02,175.125,11.2633,-11.525
-1.164400e-02,174.812,11.2367,-11.5125
-1.164000e-02,174.453,11.2656,-11.5109
-1.163600e-02,174.031,11.257,-11.5055
-1.163200e-02,173.922,11.2469,-11.5031
-1.162800e-02,173.547,11.2531,-11.493
-1.162400e-02,173.016,11.2516,-11.4844
-1.162000e-02,172.734,11.2469,-11.4852
-1.161600e-02,172.656,11.2383,-11.4945
-1.161200e-02,172.281,11.2289,-11.493
-1.160800e-02,171.75,11.2305,-11.4883
-1.160400e-02,171.406,11.2391,-11.4805
-1.160000e-02,171.031,11.2406,-11.4641
-1.159600e-02,170.797,11.2508,-11.4641
-1.159200e-02,170.531,11.2266,-11.4664
-1.158800e-02,170.172,11.2109,-11.4664
-1.158400e-02,169.812,11.2063,-11.4563
-1.158000e-02,169.484,11.2141,-11.4563
-1.157600e-02,169.312,11.2047,-11.4617
-1.157200e-02,168.828,11.1922,-11.4602
-1.156800e-02,168.641,11.1773,-11.4516
-1.156400e-02,168.219,11.1773,-11.4383
-1.156000e-02,167.953,11.1898,-11.4461
-1.155600e-02,167.406,11.1836,-11.4516
-1.155200e-02,167.203,11.1875,-11.4461
-1.154800e-02,166.812,11.1781,-11.4336
-1.154400e-02,166.672,11.1844,-11.4336
-1.154000e-02,166.438,11.1703,-11.4172
-1.153600e-02,165.906,11.1758,-11.4117
-1.153200e-02,165.469,11.1758,-11.4141
-1.152800e-02,165.109,11.1719,-11.4031
-1.152400e-02,164.812,11.1805,-11.4039
-1.152000e-02,164.5,11.1656,-11.4055
-1.151600e-02,164.234,11.1578,-11.4156
-1.151200e-02,164.047,11.1602,-11.4273
-1.150800e-02,163.719,11.1672,-11.4133
-1.150400e-02,163.344,11.1492,-11.4031
-1.150000e-02,163.031,11.1414,-11.3977
-1.149600e-02,162.859,11.1453,-11.3992
-1.149200e-02,162.5,11.1453,-11.3836
-1.148800e-02,162.141,11.1477,-11.3727
-1.148400e-02,161.766,11.1313,-11.375
-1.148000e-02,161.406,11.1188,-11.3836
-1.147600e-02,161.234,11.1133,-11.3828
-1.147200e-02,160.781,11.1031,-11.3813
-1.146800e-02,160.266,11.0969,-11.3625
-1.146400e-02,159.969,11.0961,-11.3547
-1.146000e-02,159.734,11.0906,-11.3461
-1.145600e-02,159.531,11.0945,-11.3547
-1.145200e-02,159.094,11.0867,-11.3406
-1.144800e-02,158.516,11.0859,-11.3398
-1.144400e-02,158.156,11.0844,-11.3367
-1.144000e-02,157.938,11.0891,-11.3281
-1.143600e-02,157.375,11.0766,-11.3258
-1.143200e-02,157.328,11.0758,-11.318
-1.142800e-02,156.844,11.0805,-11.3055
-1.142400e-02,156.281,11.0539,-11.3055
-1.142000e-02,155.922,11.0563,-11.3016
-1.141600e-02,155.625,11.0586,-11.3039
-1.141200e-02,155.234,11.0516,-11.2898
-1.140800e-02,155.094,11.0359,-11.2836
-1.140400e-02,154.578,11.0438,-11.282
-1.140000e-02,154.281,11.0453,-11.2758
-1.139600e-02,154.125,11.0383,-11.2789
-1.139200e-02,153.609,11.0336,-11.2773
-1.138800e-02,153.125,11.0172,-11.2773
-1.138400e-02,152.75,11.0133,-11.2789
-1.138000e-02,152.312,11.0148,-11.2695
-1.137600e-02,151.984,11.018,-11.2531
-1.137200e-02,151.688,11.0109,-11.2516
-1.136800e-02,151.359,11.0078,-11.2492
-1.136400e-02,151.031,11.0078,-11.2508
-1.136000e-02,150.688,11.0109,-11.2484
-1.135600e-02,150.359,10.9992,-11.2383
-1.135200e-02,149.984,10.9969,-11.2289
-1.134800e-02,149.625,10.9852,-11.2328
-1.134400e-02,149.375,10.9664,-11.2164
-1.134000e-02,149.016,10.9602,-11.2102
-1.133600e-02,148.812,10.9625,-11.2102
-1.133200e-02,148.531,10.9547,-11.1945
-1.132800e-02,148.047,10.957,-11.1922
-1.132400e-02,147.641,10.9539,-11.1859
-1.132000e-02,147.312,10.9398,-11.1742
-1.131600e-02,146.828,10.9367,-11.168
-1.131200e-02,146.609,10.9406,-11.1695
-1.130800e-02,146.172,10.9281,-11.1758
-1.130400e-02,145.766,10.9266,-11.157
-1.130000e-02,145.188,10.9258,-11.1398
-1.129600e-02,144.797,10.9055,-11.1313
-1.129200e-02,144.594,10.9039,-11.1516
-1.128800e-02,144.016,10.893,-11.1617
-1.128400e-02,143.719,10.8953,-11.157
-1.128000e-02,143.234,10.8891,-11.15
-1.127600e-02,142.766,10.8711,-11.1367
-1.127200e-02,142.438,10.8695,-11.1234
-1.126800e-02,141.938,10.8625,-11.1094
-1.126400e-02,141.453,10.8508,-11.1023
-1.126000e-02,141.172,10.8367,-11.1063
-1.125600e-02,140.562,10.8453,-11.1086
-1.125200e-02,140.203,10.8422,-11.1109
-1.124800e-02,139.859,10.832,-11.1094
-1.124400e-02,139.516,10.8227,-11.1063
-1.124000e-02,139.062,10.8242,-11.093
-1.123600e-02,138.406,10.8227,-11.0844
-1.123200e-02,138.125,10.7984,-11.0602
-1.122800e-02,137.875,10.8,-11.0625
-1.122400e-02,137.438,10.7922,-11.0617
-1.122000e-02,136.875,10.7742,-11.0523
-1.121600e-02,136.547,10.7734,-11.05
-1.121200e-02,136.297,10.7633,-11.032
-1.120800e-02,135.969,10.757,-11.0273
-1.120400e-02,135.562,10.7641,-11.0211
-1.120000e-02,135.203,10.7695,-11.018
-1.119600e-02,134.875,10.7555,-11.0234
-1.119200e-02,134.625,10.7414,-11.0109
-1.118800e-02,134.219,10.7266,-10.9875
-1.118400e-02,133.781,10.7172,-10.9766
-1.118000e-02,133.406,10.7102,-10.9766
-1.117600e-02,132.922,10.7188,-10.9773
-1.117200e-02,132.469,10.7164,-10.9711
-1.116800e-02,132.281,10.6961,-10.9664
-1.116400e-02,131.781,10.6922,-10.9609
-1.116000e-02,131.188,10.6922,-10.9461
-1.115600e-02,130.641,10.6859,-10.9266
-1.115200e-02,130.109,10.6766,-10.9102
-1.114800e-02,129.703,10.6766,-10.8977
-1.114400e-02,129.312,10.6641,-10.9031
-1.114000e-02,128.812,10.6539,-10.9031
-1.113600e-02,128.484,10.65,-10.9055
-1.113200e-02,128.047,10.6375,-10.893
-1.112800e-02,127.719,10.6289,-10.8953
-1.112400e-02,127.234,10.6273,-10.8898
-1.112000e-02,126.75,10.6219,-10.8797
-1.111600e-02,126.25,10.6188,-10.8648
-1.111200e-02,125.984,10.6258,-10.8531
-1.110800e-02,125.578,10.6109,-10.8422
-1.110400e-02,125.25,10.5969,-10.8367
-1.110000e-02,124.828,10.5805,-10.8219
-1.109600e-02,124.344,10.5688,-10.8352
-1.109200e-02,123.828,10.5625,-10.8141
-1.108800e-02,123.531,10.5664,-10.818
-1.108400e-02,123.125,10.5703,-10.8141
-1.108000e-02,122.766,10.5547,-10.8063
-1.107600e-02,122.328,10.5406,-10.7922
-1.107200e-02,121.953,10.532,-10.7836
-1.106800e-02,121.594,10.5344,-10.7656
-1.106400e-02,120.969,10.5203,-10.7617
-1.106000e-02,120.453,10.4977,-10.7555
-1.105600e-02,120.078,10.4813,-10.7375
-1.105200e-02,119.516,10.4898,-10.7289
-1.104800e-02,119.078,10.4648,-10.7203
-1.104400e-02,118.391,10.457,-10.7148
-1.104000e-02,117.891,10.4523,-10.7133
-1.103600e-02,117.406,10.4328,-10.7023
-1.103200e-02,116.969,10.4367,-10.6867
-1.102800e-02,116.359,10.432,-10.6719
-1.102400e-02,116.031,10.432,-10.6422
-1.102000e-02,115.656,10.4055,-10.6477
-1.101600e-02,115.203,10.3813,-10.6602
-1.101200e-02,114.766,10.3797,-10.6391
-1.100800e-02,114.359,10.375,-10.6148
-1.100400e-02,113.828,10.3836,-10.6297
-1.100000e-02,113.25,10.3734,-10.6234
-1.099600e-02,112.844,10.3531,-10.6172
-1.099200e-02,112.406,10.3547,-10.593
-1.098800e-02,111.969,10.3406,-10.5852
-1.098400e-02,111.359,10.3063,-10.5766
-1.098000e-02,110.859,10.2969,-10.5688
-1.097600e-02,110.172,10.3047,-10.5563
-1.097200e-02,109.734,10.2969,-10.5344
-1.096800e-02,109.203,10.2766,-10.5234
-1.096400e-02,108.781,10.2695,-10.5078
-1.096000e-02,108.094,10.2703,-10.4914
-1.095600e-02,107.484,10.2352,-10.4898
-1.095200e-02,106.844,10.2313,-10.493
-1.094800e-02,106.344,10.2094,-10.4797
-1.094400e-02,105.781,10.2156,-10.4727
-1.094000e-02,105.25,10.2094,-10.4563
-1.093600e-02,104.859,10.1883,-10.4383
-1.093200e-02,104.203,10.1703,-10.4305
-1.092800e-02,103.594,10.1578,-10.4219
-1.092400e-02,103.391,10.1586,-10.4141
-1.092000e-02,102.859,10.1438,-10.3938
-1.091600e-02,102.203,10.132,-10.3813
-1.091200e-02,101.672,10.1219,-10.3648
-1.090800e-02,101.188,10.1273,-10.3648
-1.090400e-02,100.594,10.1031,-10.3344
-1.090000e-02,100.25,10.0906,-10.3125
-1.089600e-02,99.7656,10.0773,-10.3266
-1.089200e-02,99.25,10.0703,-10.3188
-1.088800e-02,98.5469,10.0609,-10.3023
-1.088400e-02,98.1562,10.0508,-10.2945
-1.088000e-02,97.8125,10.0156,-10.2844
-1.087600e-02,97.4062,10.0203,-10.2703
-1.087200e-02,96.6562,10.0219,-10.268
-1.086800e-02,96.2344,10.0102,-10.2664
-1.086400e-02,95.7031,10.0023,-10.2352
-1.086000e-02,95.1875,9.97891,-10.2211
-1.085600e-02,94.5,9.97578,-10.2023
-1.085200e-02,94.1719,9.97578,-10.1953
-1.084800e-02,93.3906,9.95859,-10.1867
-1.084400e-02,92.7812,9.95312,-10.1727
-1.084000e-02,92.3281,9.94453,-10.1617
-1.083600e-02,91.7656,9.92422,-10.1578
-1.083200e-02,91.2344,9.91875,-10.1383
-1.082800e-02,90.4688,9.9125,-10.1172
-1.082400e-02,89.9531,9.91406,-10.1219
-1.082000e-02,89.6875,9.89375,-10.118
-1.081600e-02,89.125,9.87188,-10.1055
-1.081200e-02,88.5625,9.86328,-10.107
-1.080800e-02,87.7969,9.86563,-10.0875
-1.080400e-02,87.4219,9.85391,-10.0852
-1.080000e-02,87.0938,9.84922,-10.0727
-1.079600e-02,86.5781,9.82266,-10.0664
-1.079200e-02,86.2344,9.80938,-10.0508
-1.078800e-02,85.75,9.79688,-10.0406
-1.078400e-02,85.2344,9.78047,-10.0383
-1.078000e-02,84.6719,9.77891,-10.0383
-1.077600e-02,84.1719,9.76797,-10.0281
-1.077200e-02,83.5938,9.74844,-10.0094
-1.076800e-02,82.9531,9.74844,-9.99766
-1.076400e-02,82.3906,9.7375,-9.97578
-1.076000e-02,82.0625,9.72109,-9.96484
-1.075600e-02,81.4844,9.72344,-9.95859
-1.075200e-02,81.0469,9.70547,-9.94063
-1.074800e-02,80.5156,9.69297,-9.92266
-1.074400e-02,79.9062,9.69063,-9.92266
-1.074000e-02,79.5781,9.68047,-9.91094
-1.073600e-02,78.7812,9.65859,-9.90859
-1.073200e-02,78.1719,9.64219,-9.90234
-1.072800e-02,77.5,9.61953,-9.88359
-1.072400e-02,77.1406,9.60547,-9.85938
-1.072000e-02,76.625,9.60391,-9.83984
-1.071600e-02,76,9.59141,-9.8375
-1.071200e-02,75.125,9.58281,-9.82734
-1.070800e-02,74.7031,9.57266,-9.80938
-1.070400e-02,74.0469,9.55234,-9.80625
-1.070000e-02,73.5781,9.54297,-9.79688
-1.069600e-02,73.125,9.53906,-9.79063
-1.069200e-02,72.625,9.54453,-9.78828
-1.068800e-02,72.2344,9.52813,-9.76875
-1.068400e-02,71.8125,9.51641,-9.7625
-1.068000e-02,71.4219,9.50234,-9.75781
-1.067600e-02,71.0938,9.49609,-9.75391
-1.067200e-02,70.4844,9.4875,-9.74766
-1.066800e-02,69.9844,9.47578,-9.73984
-1.066400e-02,69.3906,9.46563,-9.72969
-1.066000e-02,69.0156,9.47188,-9.71328
-1.065600e-02,68.4844,9.43516,-9.69531
-1.065200e-02,67.9688,9.42734,-9.68281
-1.064800e-02,67.4375,9.42734,-9.69453
-1.064400e-02,66.7812,9.41875,-9.68672
-1.064000e-02,66.3281,9.4125,-9.65859
-1.063600e-02,65.8906,9.39609,-9.64219
-1.063200e-02,65.1719,9.38828,-9.64453
-1.062800e-02,64.7188,9.36562,-9.61953
-1.062400e-02,64.4688,9.35156,-9.60781
-1.062000e-02,63.9844,9.35938,-9.59766
-1.061600e-02,63.4219,9.35234,-9.59375
-1.061200e-02,63.0781,9.34219,-9.55938
-1.060800e-02,62.6875,9.31484,-9.55703
-1.060400e-02,62.2031,9.30312,-9.55234
-1.060000e-02,61.6719,9.29922,-9.53672
-1.059600e-02,61.0938,9.29141,-9.52656
-1.059200e-02,60.7344,9.26641,-9.51484
-1.058800e-02,60.3281,9.2625,-9.50234
-1.058400e-02,59.8281,9.2625,-9.48828
-1.058000e-02,59.4688,9.24609,-9.47109
-1.057600e-02,59.1875,9.21953,-9.46172
-1.057200e-02,58.7344,9.21406,-9.45781
-1.056800e-02,58.0938,9.2,-9.46563
-1.056400e-02,57.6094,9.19297,-9.44922
-1.056000e-02,57.3594,9.18984,-9.43516
-1.055600e-02,56.9531,9.17891,-9.42109
-1.055200e-02,56.4219,9.15313,-9.40234
-1.054800e-02,55.8125,9.17344,-9.39844
-1.054400e-02,55.3594,9.15313,-9.40078
-1.054000e-02,54.9531,9.15078,-9.38281
-1.053600e-02,54.4688,9.13906,-9.36641
-1.053200e-02,54.1406,9.11875,-9.35781
-1.052800e-02,53.5938,9.09375,-9.34766
-1.052400e-02,53.0625,9.08359,-9.35547
-1.052000e-02,52.5156,9.07344,-9.33594
-1.051600e-02,52,9.06172,-9.32969
-1.051200e-02,51.6719,9.05156,-9.32969
-1.050800e-02,51.3594,9.03281,-9.31484
-1.050400e-02,51.0938,9.02109,-9.29141
-1.050000e-02,50.625,9.0125,-9.28047
-1.049600e-02,50.1406,9.02422,-9.26016
-1.049200e-02,49.4844,9.01094,-9.25859
-1.048800e-02,49.2344,9,-9.25391
-1.048400e-02,48.8281,8.99219,-9.23984
-1.048000e-02,48.4688,8.96563,-9.21406
-1.047600e-02,47.9688,8.94531,-9.21953
-1.047200e-02,47.5625,8.94609,-9.21172
