TIME,U,I
-5.000000e-02,0,-0.08
-4.999000e-02,0,-0.08
-4.998000e-02,-6,-0.08
-4.997000e-02,-6,-0.16
-4.996000e-02,-6,-0.08
-4.995000e-02,-6,-0.08
-4.994000e-02,-6,-0.08
-4.993000e-02,-6,-0.16
-4.992000e-02,-6,-0.08
-4.991000e-02,-12,-0.08
-4.990000e-02,-6,-0.08
-4.989000e-02,-12,-0.16
-4.988000e-02,-18,-0.08
-4.987000e-02,-18,-0.16
-4.986000e-02,-12,-0.08
-4.985000e-02,-18,-0.16
-4.984000e-02,-12,-0.08
-4.983000e-02,-24,-0.16
-4.982000e-02,-24,-0.08
-4.981000e-02,-24,-0.08
-4.980000e-02,-24,-0.16
-4.979000e-02,-18,-0.08
-4.978000e-02,-30,-0.16
-4.977000e-02,-24,-0.16
-4.976000e-02,-24,-0.08
-4.975000e-02,-30,-0.08
-4.974000e-02,-24,-0.08
-4.973000e-02,-24,-0.08
-4.972000e-02,-36,-0.08
-4.971000e-02,-30,-0.08
-4.970000e-02,-30,-0.08
-4.969000e-02,-30,-0.16
-4.968000e-02,-36,-0.08
-4.967000e-02,-36,-0.08
-4.966000e-02,-42,-0.08
-4.965000e-02,-42,-0.08
-4.964000e-02,-36,-0.16
-4.963000e-02,-36,-0.08
-4.962000e-02,-42,-0.08
-4.961000e-02,-42,-0.08
-4.960000e-02,-48,-0.08
-4.959000e-02,-42,-0.08
-4.958000e-02,-42,-0.08
-4.957000e-02,-48,-0.16
-4.956000e-02,-48,-0.16
-4.955000e-02,-48,-0.16
-4.954000e-02,-48,-0.16
-4.953000e-02,-54,-0.16
-4.952000e-02,-48,-0.08
-4.951000e-02,-60,-0.08
-4.950000e-02,-54,-0.08
-4.949000e-02,-60,-0.08
-4.948000e-02,-54,-0.08
-4.947000e-02,-60,-0.08
-4.946000e-02,-60,-0.08
-4.945000e-02,-54,-0.08
-4.944000e-02,-60,-0.08
-4.943000e-02,-54,-0.08
-4.942000e-02,-60,-0.08
-4.941000e-02,-66,-0.16
-4.940000e-02,-60,-0.08
-4.939000e-02,-66,-0.16
-4.938000e-02,-60,-0.08
-4.937000e-02,-66,-0.08
-4.936000e-02,-66,-0.16
-4.935000e-02,-66,-0.08
-4.934000e-02,-66,-0.08
-4.933000e-02,-66,-0.08
-4.932000e-02,-72,-0.08
-4.931000e-02,-72,-0.16
-4.930000e-02,-72,-0.08
-4.929000e-02,-72,-0.08
-4.928000e-02,-78,-0.08
-4.927000e-02,-78,-0.16
-4.926000e-02,-78,-0.08
-4.925000e-02,-78,-0.08
-4.924000e-02,-78,-0.08
-4.923000e-02,-84,-0.08
-4.922000e-02,-78,-0.08
-4.921000e-02,-78,-0.08
-4.920000e-02,-84,-0.08
-4.919000e-02,-84,-0.08
-4.918000e-02,-90,-0.08
-4.917000e-02,-84,-0.08
-4.916000e-02,-84,-0.08
-4.915000e-02,-90,-0.08
-4.914000e-02,-84,-0.08
-4.913000e-02,-90,-0.08
-4.912000e-02,-90,-0.08
-4.911000e-02,-84,-0.08
-4.910000e-02,-84,-0.08
-4.909000e-02,-90,-0.08
-4.908000e-02,-96,-0.08
-4.907000e-02,-90,-0.08
-4.906000e-02,-96,-0.08
-4.905000e-02,-96,-0.08
-4.904000e-02,-96,-0.08
-4.903000e-02,-96,-0.08
-4.902000e-02,-96,-0.08
-4.901000e-02,-96,-0.08
-4.900000e-02,-102,-0.08
-4.899000e-02,-108,-0.08
-4.898000e-02,-96,-0.08
-4.897000e-02,-108,-0.16
-4.896000e-02,-102,-0.16
-4.895000e-02,-102,-0.08
-4.894000e-02,-102,-0.08
-4.893000e-02,-108,-0.08
-4.892000e-02,-108,-0.08
-4.891000e-02,-108,-0.16
-4.890000e-02,-114,-0.16
-4.889000e-02,-108,-0.08
-4.888000e-02,-108,-0.16
-4.887000e-02,-108,-0.16
-4.886000e-02,-108,-0.08
-4.885000e-02,-114,-0.08
-4.884000e-02,-108,-0.16
-4.883000e-02,-114,-0.08
-4.882000e-02,-108,-0.08
-4.881000e-02,-114,-0.08
-4.880000e-02,-114,-0.08
-4.879000e-02,-120,-0.08
-4.878000e-02,-114,-0.08
-4.877000e-02,-114,-0.08
-4.876000e-02,-120,-0.08
-4.875000e-02,-120,-0.08
-4.874000e-02,-126,-0.08
-4.873000e-02,-120,-0.08
-4.872000e-02,-120,-0.08
-4.871000e-02,-120,-0.08
-4.870000e-02,-126,-0.08
-4.869000e-02,-126,-0.08
-4.868000e-02,-132,-0.16
-4.867000e-02,-126,-0.08
-4.866000e-02,-120,-0.08
-4.865000e-02,-132,-0.08
-4.864000e-02,-132,-0.08
-4.863000e-02,-138,-0.16
-4.862000e-02,-126,-0.08
-4.861000e-02,-132,-0.08
-4.860000e-02,-132,-0.08
-4.859000e-02,-132,-0.08
-4.858000e-02,-132,-0.16
-4.857000e-02,-132,-0.08
-4.856000e-02,-132,-0.08
-4.855000e-02,-138,-0.08
-4.854000e-02,-138,-0.08
-4.853000e-02,-138,-0.16
-4.852000e-02,-138,-0.08
-4.851000e-02,-144,-0.08
-4.850000e-02,-132,-0.08
-4.849000e-02,-144,-0.08
-4.848000e-02,-138,-0.16
-4.847000e-02,-144,-0.16
-4.846000e-02,-138,-0.08
-4.845000e-02,-144,-0.16
-4.844000e-02,-144,-0.16
-4.843000e-02,-150,-0.08
-4.842000e-02,-144,-0.08
-4.841000e-02,-150,-0.08
-4.840000e-02,-150,-0.08
-4.839000e-02,-150,-0.08
-4.838000e-02,-150,-0.16
-4.837000e-02,-150,-0.08
-4.836000e-02,-156,-0.16
-4.835000e-02,-156,-0.08
-4.834000e-02,-150,-0.08
-4.833000e-02,-150,-0.08
-4.832000e-02,-150,-0.08
-4.831000e-02,-150,-0.08
-4.830000e-02,-156,-0.08
-4.829000e-02,-156,-0.08
-4.828000e-02,-162,-0.16
-4.827000e-02,-162,-0.08
-4.826000e-02,-162,-0.08
-4.825000e-02,-162,-0.08
-4.824000e-02,-162,-0.08
-4.823000e-02,-162,-0.08
-4.822000e-02,-162,-0.08
-4.821000e-02,-168,-0.16
-4.820000e-02,-162,-0.08
-4.819000e-02,-168,-0.08
-4.818000e-02,-174,-0.08
-4.817000e-02,-168,-0.16
-4.816000e-02,-168,-0.08
-4.815000e-02,-168,-0.08
-4.814000e-02,-162,-0.08
-4.813000e-02,-174,-0.16
-4.812000e-02,-174,-0.08
-4.811000e-02,-174,-0.16
-4.810000e-02,-168,-0.08
-4.809000e-02,-168,-0.08
-4.808000e-02,-174,-0.08
-4.807000e-02,-174,-0.08
-4.806000e-02,-168,-0.08
-4.805000e-02,-180,-0.16
-4.804000e-02,-174,-0.08
-4.803000e-02,-174,-0.08
-4.802000e-02,-174,-0.08
-4.801000e-02,-174,-0.08
-4.800000e-02,-174,-0.08
-4.799000e-02,-174,-0.16
-4.798000e-02,-180,-0.08
-4.797000e-02,-174,-0.16
-4.796000e-02,-180,-0.08
-4.795000e-02,-180,-0.08
-4.794000e-02,-180,-0.08
-4.793000e-02,-186,-0.08
-4.792000e-02,-180,-0.16
-4.791000e-02,-186,-0.08
-4.790000e-02,-186,-0.08
-4.789000e-02,-186,-0.08
-4.788000e-02,-180,-0.08
-4.787000e-02,-192,-0.16
-4.786000e-02,-180,-0.08
-4.785000e-02,-186,-0.08
-4.784000e-02,-186,-0.08
-4.783000e-02,-192,-0.16
-4.782000e-02,-186,-0.16
-4.781000e-02,-186,-0.64
-4.780000e-02,-192,-1.52
-4.779000e-02,-192,-1.6
-4.778000e-02,-192,-1.04
-4.777000e-02,-192,-0.32
-4.776000e-02,-198,-0.16
-4.775000e-02,-192,0
-4.774000e-02,-198,-0.08
-4.773000e-02,-198,-0.08
-4.772000e-02,-198,0
-4.771000e-02,-198,-0.08
-4.770000e-02,-204,-0.08
-4.769000e-02,-198,-0.16
-4.768000e-02,-198,-0.08
-4.767000e-02,-204,-0.08
-4.766000e-02,-204,-0.16
-4.765000e-02,-204,-0.16
-4.764000e-02,-204,-0.24
-4.763000e-02,-204,-0.16
-4.762000e-02,-210,-0.16
-4.761000e-02,-204,-0.24
-4.760000e-02,-204,-0.24
-4.759000e-02,-210,-0.16
-4.758000e-02,-210,-0.24
-4.757000e-02,-216,-0.16
-4.756000e-02,-210,-0.24
-4.755000e-02,-210,-0.16
-4.754000e-02,-216,-0.16
-4.753000e-02,-216,-0.16
-4.752000e-02,-216,-0.24
-4.751000e-02,-216,-0.24
-4.750000e-02,-216,-0.24
-4.749000e-02,-216,-0.24
-4.748000e-02,-210,-0.16
-4.747000e-02,-216,-0.24
-4.746000e-02,-228,-0.16
-4.745000e-02,-216,-0.16
-4.744000e-02,-222,-0.16
-4.743000e-02,-216,-0.88
-4.742000e-02,-216,-3.44
-4.741000e-02,-234,-2.64
-4.740000e-02,-234,0.08
-4.739000e-02,-228,-0.4
-4.738000e-02,-222,0.48
-4.737000e-02,-216,-0.32
-4.736000e-02,-228,-0.24
-4.735000e-02,-228,0
-4.734000e-02,-234,-0.24
-4.733000e-02,-228,0
-4.732000e-02,-228,-0.24
-4.731000e-02,-234,-0.08
-4.730000e-02,-228,-0.16
-4.729000e-02,-234,-0.08
-4.728000e-02,-234,-0.16
-4.727000e-02,-234,-0.24
-4.726000e-02,-234,-0.16
-4.725000e-02,-240,-0.24
-4.724000e-02,-234,-0.16
-4.723000e-02,-240,-0.24
-4.722000e-02,-240,-0.16
-4.721000e-02,-234,-0.24
-4.720000e-02,-240,-0.16
-4.719000e-02,-240,-0.24
-4.718000e-02,-246,-0.24
-4.717000e-02,-234,-0.24
-4.716000e-02,-240,-0.24
-4.715000e-02,-246,-0.24
-4.714000e-02,-246,-0.4
-4.713000e-02,-228,-3.04
-4.712000e-02,-234,-4.88
-4.711000e-02,-258,0.16
-4.710000e-02,-246,-0.24
-4.709000e-02,-252,0
-4.708000e-02,-234,0.08
-4.707000e-02,-252,-0.48
-4.706000e-02,-246,-0.08
-4.705000e-02,-246,-0.16
-4.704000e-02,-246,-0.08
-4.703000e-02,-246,-0.32
-4.702000e-02,-252,-0.24
-4.701000e-02,-246,-0.16
-4.700000e-02,-246,-0.24
-4.699000e-02,-246,-0.24
-4.698000e-02,-252,-0.24
-4.697000e-02,-252,-0.4
-4.696000e-02,-252,-0.24
-4.695000e-02,-252,-0.32
-4.694000e-02,-258,-0.24
-4.693000e-02,-258,-0.32
-4.692000e-02,-252,-0.32
-4.691000e-02,-258,-0.32
-4.690000e-02,-258,-0.32
-4.689000e-02,-258,-0.24
-4.688000e-02,-246,-2.24
-4.687000e-02,-240,-5.92
-4.686000e-02,-288,-0.88
-4.685000e-02,-258,0.64
-4.684000e-02,-264,-0.16
-4.683000e-02,-270,0.48
-4.682000e-02,-264,-0.48
-4.681000e-02,-276,-0.24
-4.680000e-02,-264,-0.08
-4.679000e-02,-270,-0.16
-4.678000e-02,-264,-0.08
-4.677000e-02,-264,-0.4
-4.676000e-02,-264,-0.16
-4.675000e-02,-270,-0.24
-4.674000e-02,-276,-0.24
-4.673000e-02,-276,-0.24
-4.672000e-02,-276,-0.4
-4.671000e-02,-270,-0.32
-4.670000e-02,-276,-0.32
-4.669000e-02,-270,-0.32
-4.668000e-02,-276,-0.32
-4.667000e-02,-276,-0.32
-4.666000e-02,-270,-1.84
-4.665000e-02,-246,-6.8
-4.664000e-02,-306,-1.28
-4.663000e-02,-270,1.12
-4.662000e-02,-282,-0.32
-4.661000e-02,-288,0.56
-4.660000e-02,-282,-0.48
-4.659000e-02,-282,-0.32
-4.658000e-02,-288,0
-4.657000e-02,-288,-0.24
-4.656000e-02,-288,-0.16
-4.655000e-02,-282,-0.32
-4.654000e-02,-288,-0.32
-4.653000e-02,-288,-0.24
-4.652000e-02,-288,-0.32
-4.651000e-02,-282,-0.32
-4.650000e-02,-288,-0.4
-4.649000e-02,-288,-0.32
-4.648000e-02,-288,-0.32
-4.647000e-02,-288,-0.32
-4.646000e-02,-288,-0.32
-4.645000e-02,-276,-1.84
-4.644000e-02,-258,-7.44
-4.643000e-02,-324,-1.2
-4.642000e-02,-282,1.36
-4.641000e-02,-288,-0.56
-4.640000e-02,-294,0.56
-4.639000e-02,-288,-0.56
-4.638000e-02,-306,-0.24
-4.637000e-02,-294,0
-4.636000e-02,-288,-0.32
-4.635000e-02,-294,-0.16
-4.634000e-02,-294,-0.32
-4.633000e-02,-294,-0.4
-4.632000e-02,-288,-0.24
-4.631000e-02,-300,-0.32
-4.630000e-02,-294,-0.24
-4.629000e-02,-300,-0.32
-4.628000e-02,-306,-0.32
-4.627000e-02,-300,-0.4
-4.626000e-02,-288,-1.2
-4.625000e-02,-258,-7.68
-4.624000e-02,-330,-3.12
-4.623000e-02,-306,2.32
-4.622000e-02,-294,-0.56
-4.621000e-02,-306,0.4
-4.620000e-02,-294,-0.24
-4.619000e-02,-312,-0.72
-4.618000e-02,-300,0.24
-4.617000e-02,-300,-0.24
-4.616000e-02,-306,-0.16
-4.615000e-02,-300,-0.32
-4.614000e-02,-306,-0.48
-4.613000e-02,-300,-0.4
-4.612000e-02,-300,-0.4
-4.611000e-02,-306,-0.4
-4.610000e-02,-306,-0.56
-4.609000e-02,-294,-1.12
-4.608000e-02,-264,-8.24
-4.607000e-02,-342,-3.68
-4.606000e-02,-306,2.72
-4.605000e-02,-306,-0.64
-4.604000e-02,-318,0.32
-4.603000e-02,-306,-0.24
-4.602000e-02,-312,-0.72
-4.601000e-02,-306,0.08
-4.600000e-02,-306,-0.32
-4.599000e-02,-306,-0.24
-4.598000e-02,-306,-0.32
-4.597000e-02,-312,-0.56
-4.596000e-02,-312,-0.32
-4.595000e-02,-312,-0.4
-4.594000e-02,-306,-0.24
-4.593000e-02,-288,-4.16
-4.592000e-02,-300,-8.08
-4.591000e-02,-330,2.88
-4.590000e-02,-294,-1.2
-4.589000e-02,-306,-0.48
-4.588000e-02,-306,0.4
-4.587000e-02,-318,-0.8
-4.586000e-02,-324,-0.08
-4.585000e-02,-312,-0.16
-4.584000e-02,-312,-0.4
-4.583000e-02,-306,-0.16
-4.582000e-02,-312,-0.24
-4.581000e-02,-312,-0.4
-4.580000e-02,-312,-0.24
-4.579000e-02,-306,-0.32
-4.578000e-02,-306,-0.32
-4.577000e-02,-306,-1.44
-4.576000e-02,-264,-8.8
-4.575000e-02,-342,-2.24
-4.574000e-02,-306,2.16
-4.573000e-02,-306,-0.88
-4.572000e-02,-324,0.48
-4.571000e-02,-300,-0.56
-4.570000e-02,-324,-0.72
-4.569000e-02,-306,-0.16
-4.568000e-02,-306,-1.2
-4.567000e-02,-312,-2.48
-4.566000e-02,-318,-2.32
-4.565000e-02,-312,-0.8
-4.564000e-02,-312,-0.64
-4.563000e-02,-306,-0.4
-4.562000e-02,-312,-0.56
-4.561000e-02,-312,-0.96
-4.560000e-02,-312,-1.2
-4.559000e-02,-318,-1.44
-4.558000e-02,-312,-1.2
-4.557000e-02,-312,-1.12
-4.556000e-02,-318,-0.88
-4.555000e-02,-324,-0.96
-4.554000e-02,-306,-1.12
-4.553000e-02,-312,-1.36
-4.552000e-02,-312,-1.36
-4.551000e-02,-312,-1.36
-4.550000e-02,-312,-1.2
-4.549000e-02,-306,-1.36
-4.548000e-02,-312,-1.36
-4.547000e-02,-312,-1.36
-4.546000e-02,-312,-1.36
-4.545000e-02,-300,-1.36
-4.544000e-02,-312,-1.28
-4.543000e-02,-318,-1.28
-4.542000e-02,-318,-1.36
-4.541000e-02,-306,-1.28
-4.540000e-02,-306,-1.36
-4.539000e-02,-312,-1.28
-4.538000e-02,-306,-1.36
-4.537000e-02,-318,-1.28
-4.536000e-02,-318,-1.44
-4.535000e-02,-306,-1.44
-4.534000e-02,-312,-1.6
-4.533000e-02,-312,-1.52
-4.532000e-02,-312,-1.6
-4.531000e-02,-318,-1.6
-4.530000e-02,-312,-1.6
-4.529000e-02,-312,-1.6
-4.528000e-02,-312,-1.6
-4.527000e-02,-312,-1.68
-4.526000e-02,-318,-1.76
-4.525000e-02,-312,-1.76
-4.524000e-02,-318,-1.76
-4.523000e-02,-312,-1.76
-4.522000e-02,-318,-1.76
-4.521000e-02,-318,-1.68
-4.520000e-02,-318,-1.84
-4.519000e-02,-312,-1.76
-4.518000e-02,-312,-1.76
-4.517000e-02,-312,-1.76
-4.516000e-02,-312,-1.76
-4.515000e-02,-318,-1.68
-4.514000e-02,-312,-1.76
-4.513000e-02,-318,-1.84
-4.512000e-02,-312,-1.76
-4.511000e-02,-312,-1.76
-4.510000e-02,-312,-1.84
-4.509000e-02,-324,-1.84
-4.508000e-02,-318,-1.92
-4.507000e-02,-318,-2
-4.506000e-02,-312,-2
-4.505000e-02,-306,-2
-4.504000e-02,-312,-2.08
-4.503000e-02,-312,-1.92
-4.502000e-02,-312,-2.16
-4.501000e-02,-312,-2.08
-4.500000e-02,-312,-2.08
-4.499000e-02,-318,-2.08
-4.498000e-02,-318,-2.16
-4.497000e-02,-312,-2.24
-4.496000e-02,-306,-2.08
-4.495000e-02,-312,-2.08
-4.494000e-02,-312,-2.08
-4.493000e-02,-318,-2.08
-4.492000e-02,-312,-2.08
-4.491000e-02,-312,-2.16
-4.490000e-02,-318,-2.08
-4.489000e-02,-306,-2.08
-4.488000e-02,-324,-2.16
-4.487000e-02,-312,-2.24
-4.486000e-02,-312,-2.16
-4.485000e-02,-312,-2.24
-4.484000e-02,-312,-2.32
-4.483000e-02,-318,-2.32
-4.482000e-02,-318,-2.48
-4.481000e-02,-312,-2.48
-4.480000e-02,-318,-2.4
-4.479000e-02,-312,-2.4
-4.478000e-02,-318,-2.4
-4.477000e-02,-312,-2.4
-4.476000e-02,-306,-2.48
-4.475000e-02,-312,-2.4
-4.474000e-02,-306,-2.4
-4.473000e-02,-318,-2.48
-4.472000e-02,-312,-2.4
-4.471000e-02,-318,-2.48
-4.470000e-02,-312,-2.4
-4.469000e-02,-306,-2.4
-4.468000e-02,-312,-2.4
-4.467000e-02,-312,-2.4
-4.466000e-02,-318,-2.48
-4.465000e-02,-318,-2.4
-4.464000e-02,-318,-2.48
-4.463000e-02,-306,-2.48
-4.462000e-02,-312,-2.48
-4.461000e-02,-312,-2.64
-4.460000e-02,-306,-2.56
-4.459000e-02,-312,-2.64
-4.458000e-02,-318,-2.64
-4.457000e-02,-312,-2.72
-4.456000e-02,-312,-2.72
-4.455000e-02,-312,-2.72
-4.454000e-02,-312,-2.72
-4.453000e-02,-312,-2.64
-4.452000e-02,-312,-2.8
-4.451000e-02,-318,-2.64
-4.450000e-02,-312,-2.64
-4.449000e-02,-306,-2.72
-4.448000e-02,-312,-2.64
-4.447000e-02,-312,-2.64
-4.446000e-02,-312,-2.64
-4.445000e-02,-306,-2.64
-4.444000e-02,-318,-2.72
-4.443000e-02,-306,-2.64
-4.442000e-02,-324,-2.56
-4.441000e-02,-312,-2.72
-4.440000e-02,-312,-2.72
-4.439000e-02,-312,-2.64
-4.438000e-02,-306,-2.72
-4.437000e-02,-312,-2.8
-4.436000e-02,-306,-2.8
-4.435000e-02,-300,-2.88
-4.434000e-02,-306,-2.8
-4.433000e-02,-312,-2.8
-4.432000e-02,-306,-2.88
-4.431000e-02,-306,-2.8
-4.430000e-02,-312,-2.8
-4.429000e-02,-312,-2.88
-4.428000e-02,-306,-2.88
-4.427000e-02,-306,-2.88
-4.426000e-02,-312,-2.8
-4.425000e-02,-312,-2.8
-4.424000e-02,-312,-2.8
-4.423000e-02,-306,-2.88
-4.422000e-02,-312,-2.72
-4.421000e-02,-306,-2.72
-4.420000e-02,-312,-2.8
-4.419000e-02,-306,-2.8
-4.418000e-02,-306,-2.72
-4.417000e-02,-312,-2.8
-4.416000e-02,-300,-2.88
-4.415000e-02,-306,-2.96
-4.414000e-02,-306,-2.96
-4.413000e-02,-306,-2.96
-4.412000e-02,-306,-2.88
-4.411000e-02,-306,-2.88
-4.410000e-02,-306,-3.04
-4.409000e-02,-306,-2.88
-4.408000e-02,-312,-2.96
-4.407000e-02,-306,-2.88
-4.406000e-02,-300,-2.88
-4.405000e-02,-306,-2.96
-4.404000e-02,-306,-2.96
-4.403000e-02,-300,-2.8
-4.402000e-02,-300,-2.88
-4.401000e-02,-306,-2.8
-4.400000e-02,-306,-2.88
-4.399000e-02,-300,-2.8
-4.398000e-02,-300,-2.8
-4.397000e-02,-312,-2.88
-4.396000e-02,-300,-2.8
-4.395000e-02,-306,-2.8
-4.394000e-02,-300,-2.88
-4.393000e-02,-300,-2.96
-4.392000e-02,-300,-2.88
-4.391000e-02,-300,-2.96
-4.390000e-02,-306,-2.88
-4.389000e-02,-300,-2.96
-4.388000e-02,-306,-3.04
-4.387000e-02,-300,-2.96
-4.386000e-02,-300,-2.96
-4.385000e-02,-300,-2.96
-4.384000e-02,-294,-2.96
-4.383000e-02,-294,-2.96
-4.382000e-02,-294,-2.96
-4.381000e-02,-294,-2.88
-4.380000e-02,-294,-2.88
-4.379000e-02,-294,-2.88
-4.378000e-02,-294,-2.8
-4.377000e-02,-288,-2.8
-4.376000e-02,-294,-2.8
-4.375000e-02,-294,-2.8
-4.374000e-02,-294,-2.8
-4.373000e-02,-294,-2.88
-4.372000e-02,-282,-2.8
-4.371000e-02,-288,-2.8
-4.370000e-02,-288,-2.8
-4.369000e-02,-294,-2.72
-4.368000e-02,-288,-2.88
-4.367000e-02,-288,-2.88
-4.366000e-02,-288,-2.88
-4.365000e-02,-288,-2.88
-4.364000e-02,-288,-2.88
-4.363000e-02,-288,-2.88
-4.362000e-02,-288,-2.8
-4.361000e-02,-288,-2.88
-4.360000e-02,-288,-2.8
-4.359000e-02,-282,-2.88
-4.358000e-02,-288,-2.72
-4.357000e-02,-282,-2.8
-4.356000e-02,-282,-2.72
-4.355000e-02,-282,-2.8
-4.354000e-02,-288,-2.72
-4.353000e-02,-282,-2.64
-4.352000e-02,-288,-2.72
-4.351000e-02,-282,-2.72
-4.350000e-02,-282,-2.64
-4.349000e-02,-282,-2.64
-4.348000e-02,-282,-2.72
-4.347000e-02,-282,-2.72
-4.346000e-02,-276,-2.72
-4.345000e-02,-276,-2.72
-4.344000e-02,-276,-2.72
-4.343000e-02,-282,-2.8
-4.342000e-02,-276,-2.8
-4.341000e-02,-270,-2.8
-4.340000e-02,-282,-2.72
-4.339000e-02,-276,-2.72
-4.338000e-02,-282,-2.72
-4.337000e-02,-282,-2.72
-4.336000e-02,-276,-2.72
-4.335000e-02,-276,-2.72
-4.334000e-02,-270,-2.64
-4.333000e-02,-276,-2.64
-4.332000e-02,-276,-2.56
-4.331000e-02,-276,-2.64
-4.330000e-02,-270,-2.56
-4.329000e-02,-270,-2.64
-4.328000e-02,-270,-2.48
-4.327000e-02,-270,-2.64
-4.326000e-02,-270,-2.56
-4.325000e-02,-270,-2.56
-4.324000e-02,-264,-2.64
-4.323000e-02,-270,-2.64
-4.322000e-02,-270,-2.56
-4.321000e-02,-264,-2.56
-4.320000e-02,-264,-2.64
-4.319000e-02,-264,-2.64
-4.318000e-02,-264,-2.64
-4.317000e-02,-264,-2.72
-4.316000e-02,-270,-2.64
-4.315000e-02,-264,-2.56
-4.314000e-02,-258,-2.64
-4.313000e-02,-264,-2.64
-4.312000e-02,-258,-2.56
-4.311000e-02,-264,-2.48
-4.310000e-02,-258,-2.48
-4.309000e-02,-258,-2.48
-4.308000e-02,-252,-2.4
-4.307000e-02,-258,-2.4
-4.306000e-02,-258,-2.4
-4.305000e-02,-252,-2.32
-4.304000e-02,-252,-2.4
-4.303000e-02,-258,-2.4
-4.302000e-02,-252,-2.4
-4.301000e-02,-252,-2.32
-4.300000e-02,-252,-2.4
-4.299000e-02,-252,-2.24
-4.298000e-02,-252,-2.4
-4.297000e-02,-252,-2.4
-4.296000e-02,-252,-2.4
-4.295000e-02,-246,-2.32
-4.294000e-02,-246,-2.32
-4.293000e-02,-246,-2.4
-4.292000e-02,-246,-2.32
-4.291000e-02,-246,-2.32
-4.290000e-02,-252,-2.32
-4.289000e-02,-240,-2.24
-4.288000e-02,-240,-2.24
-4.287000e-02,-246,-2.24
-4.286000e-02,-240,-2.24
-4.285000e-02,-246,-2.16
-4.284000e-02,-246,-2.32
-4.283000e-02,-240,-2.24
-4.282000e-02,-246,-2.32
-4.281000e-02,-234,-2.16
-4.280000e-02,-240,-2.16
-4.279000e-02,-240,-2.08
-4.278000e-02,-234,-2.08
-4.277000e-02,-240,-2.16
-4.276000e-02,-240,-2.08
-4.275000e-02,-240,-2.08
-4.274000e-02,-234,-2.16
-4.273000e-02,-234,-2.08
-4.272000e-02,-234,-2.16
-4.271000e-02,-228,-2.08
-4.270000e-02,-228,-2.16
-4.269000e-02,-228,-2
-4.268000e-02,-228,-2
-4.267000e-02,-234,-2
-4.266000e-02,-228,-2
-4.265000e-02,-240,-2.08
-4.264000e-02,-234,-1.92
-4.263000e-02,-228,-1.92
-4.262000e-02,-228,-2
-4.261000e-02,-228,-1.84
-4.260000e-02,-222,-1.92
-4.259000e-02,-222,-1.92
-4.258000e-02,-222,-1.84
-4.257000e-02,-228,-1.92
-4.256000e-02,-228,-1.92
-4.255000e-02,-228,-1.92
-4.254000e-02,-228,-1.84
-4.253000e-02,-222,-1.84
-4.252000e-02,-222,-1.92
-4.251000e-02,-210,-1.84
-4.250000e-02,-216,-1.92
-4.249000e-02,-222,-1.92
-4.248000e-02,-222,-1.92
-4.247000e-02,-216,-1.92
-4.246000e-02,-216,-1.84
-4.245000e-02,-216,-1.92
-4.244000e-02,-216,-1.76
-4.243000e-02,-216,-1.84
-4.242000e-02,-210,-1.84
-4.241000e-02,-210,-1.76
-4.240000e-02,-204,-1.76
-4.239000e-02,-204,-1.76
-4.238000e-02,-210,-1.76
-4.237000e-02,-210,-1.76
-4.236000e-02,-210,-1.68
-4.235000e-02,-210,-1.6
-4.234000e-02,-204,-1.68
-4.233000e-02,-204,-1.6
-4.232000e-02,-204,-1.52
-4.231000e-02,-210,-1.6
-4.230000e-02,-204,-1.6
-4.229000e-02,-198,-1.6
-4.228000e-02,-198,-1.6
-4.227000e-02,-204,-1.52
-4.226000e-02,-198,-1.68
-4.225000e-02,-198,-1.6
-4.224000e-02,-198,-1.68
-4.223000e-02,-198,-1.6
-4.222000e-02,-198,-1.52
-4.221000e-02,-198,-1.52
-4.220000e-02,-192,-1.52
-4.219000e-02,-192,-1.52
-4.218000e-02,-192,-1.52
-4.217000e-02,-192,-1.52
-4.216000e-02,-192,-1.52
-4.215000e-02,-192,-1.44
-4.214000e-02,-192,-1.44
-4.213000e-02,-186,-1.44
-4.212000e-02,-192,-1.44
-4.211000e-02,-186,-1.36
-4.210000e-02,-192,-1.36
-4.209000e-02,-186,-1.36
-4.208000e-02,-192,-1.44
-4.207000e-02,-186,-1.36
-4.206000e-02,-192,-1.36
-4.205000e-02,-186,-1.36
-4.204000e-02,-186,-1.28
-4.203000e-02,-180,-1.36
-4.202000e-02,-180,-1.36
-4.201000e-02,-180,-1.44
-4.200000e-02,-180,-1.28
-4.199000e-02,-180,-1.36
-4.198000e-02,-180,-1.36
-4.197000e-02,-174,-1.28
-4.196000e-02,-180,-1.36
-4.195000e-02,-180,-1.28
-4.194000e-02,-180,-1.28
-4.193000e-02,-180,-1.28
-4.192000e-02,-174,-1.28
-4.191000e-02,-174,-1.36
-4.190000e-02,-174,-1.28
-4.189000e-02,-180,-1.28
-4.188000e-02,-174,-1.2
-4.187000e-02,-168,-1.12
-4.186000e-02,-174,-1.2
-4.185000e-02,-174,-1.2
-4.184000e-02,-174,-1.2
-4.183000e-02,-168,-1.12
-4.182000e-02,-168,-1.12
-4.181000e-02,-168,-1.2
-4.180000e-02,-162,-1.04
-4.179000e-02,-168,-1.2
-4.178000e-02,-168,-1.2
-4.177000e-02,-162,-1.2
-4.176000e-02,-156,-1.2
-4.175000e-02,-156,-1.2
