Temps(s),U(V),Itot(A),IL(A),IR(A)
3.896000e-02,-108,-6.2,-4.8,-1.4
3.897000e-02,-96,-6.2,-5,-1.4
3.898000e-02,-96,-6.2,-5.2,-1
3.899000e-02,-102,-6.4,-4.8,-1.2
3.900000e-02,-96,-6,-5,-1.2
3.901000e-02,-96,-6.2,-5,-1.2
3.902000e-02,-96,-6.2,-4.8,-1.4
3.903000e-02,-90,-6.4,-5,-1.2
3.904000e-02,-102,-6.4,-5,-1
3.905000e-02,-90,-6.4,-5,-1.4
3.906000e-02,-96,-6,-5,-1
3.907000e-02,-90,-6.2,-5,-1.2
3.908000e-02,-96,-6.2,-5,-1.2
3.909000e-02,-90,-6,-5,-1.2
3.910000e-02,-84,-6.2,-5,-1
3.911000e-02,-84,-6.2,-5,-1.2
3.912000e-02,-84,-6,-5,-1
3.913000e-02,-84,-6,-5,-1
3.914000e-02,-78,-6.2,-5.2,-1
3.915000e-02,-84,-6,-5,-1
3.916000e-02,-84,-6.2,-5,-1
3.917000e-02,-84,-6,-4.8,-1
3.918000e-02,-78,-6,-4.8,-1.2
3.919000e-02,-84,-6,-5,-1
3.920000e-02,-72,-6,-4.8,-1
3.921000e-02,-78,-6,-5,-1
3.922000e-02,-78,-6,-4.8,-0.8
3.923000e-02,-72,-6,-4.8,-1
3.924000e-02,-72,-6,-4.8,-1
3.925000e-02,-78,-6,-5,-1
3.926000e-02,-78,-6,-5,-0.8
3.927000e-02,-72,-6,-4.8,-0.6
3.928000e-02,-72,-5.8,-5,-1
3.929000e-02,-66,-6,-4.8,-1
3.930000e-02,-66,-5.8,-5,-0.8
3.931000e-02,-66,-6,-5,-1
3.932000e-02,-66,-5.8,-5,-0.8
3.933000e-02,-66,-6,-4.8,-1
3.934000e-02,-66,-6,-5,-1
3.935000e-02,-60,-5.8,-5,-0.8
3.936000e-02,-60,-5.8,-4.8,-0.8
3.937000e-02,-60,-6,-5.2,-0.6
3.938000e-02,-54,-5.8,-5,-0.6
3.939000e-02,-54,-5.8,-4.8,-0.8
3.940000e-02,-60,-5.8,-5,-0.6
3.941000e-02,-48,-6,-4.8,-0.8
3.942000e-02,-60,-5.6,-4.8,-0.6
3.943000e-02,-54,-5.6,-5,-0.6
3.944000e-02,-54,-5.6,-5,-0.6
3.945000e-02,-54,-5.6,-4.8,-0.8
3.946000e-02,-48,-5.8,-5,-0.8
3.947000e-02,-48,-5.8,-5,-0.6
3.948000e-02,-48,-5.6,-5,-0.8
3.949000e-02,-48,-5.6,-5.2,-0.6
3.950000e-02,-48,-5.8,-4.8,-0.6
3.951000e-02,-48,-5.8,-5,-0.4
3.952000e-02,-48,-5.4,-5,-0.8
3.953000e-02,-48,-5.4,-5,-0.4
3.954000e-02,-42,-5.6,-5,-0.4
3.955000e-02,-42,-5.4,-4.8,-0.6
3.956000e-02,-36,-5.6,-5,-0.6
3.957000e-02,-36,-5.4,-5,-0.6
3.958000e-02,-42,-5.4,-5,-0.6
3.959000e-02,-36,-5.6,-5,-0.4
3.960000e-02,-36,-5.6,-4.8,-0.4
3.961000e-02,-36,-5.6,-5,-0.4
3.962000e-02,-42,-5.6,-5,-0.4
3.963000e-02,-36,-5.6,-5,-0.6
3.964000e-02,-30,-5.4,-4.8,-0.4
3.965000e-02,-30,-5.4,-5.2,-0.2
3.966000e-02,-36,-5.4,-5,-0.2
3.967000e-02,-24,-5.6,-4.8,-0.4
3.968000e-02,-24,-5.2,-5,-0.4
3.969000e-02,-24,-5.2,-5,-0.4
3.970000e-02,-24,-5.2,-5,-0.2
3.971000e-02,-24,-5.2,-5,-0.2
3.972000e-02,-30,-5.4,-5,-0.6
3.973000e-02,-24,-5.2,-4.8,-0.4
3.974000e-02,-18,-5.2,-4.8,-0.2
3.975000e-02,-18,-5,-4.8,-0.2
3.976000e-02,-24,-5.2,-5,-0.2
3.977000e-02,-18,-5.4,-4.8,-0.2
3.978000e-02,-12,-5.2,-5,-0.2
3.979000e-02,-18,-5.4,-4.8,-0.4
3.980000e-02,-18,-5,-4.8,-0.4
3.981000e-02,-12,-5,-4.8,-0.2
3.982000e-02,-6,-5,-4.8,-0.2
3.983000e-02,-12,-5,-4.6,0
3.984000e-02,-12,-5,-4.8,-0.2
3.985000e-02,-6,-5,-4.8,-0.4
3.986000e-02,-12,-5,-5,-0.2
3.987000e-02,-6,-5.2,-4.8,0
3.988000e-02,-6,-5,-4.8,-0.4
3.989000e-02,-6,-4.8,-4.6,-0.2
3.990000e-02,-6,-5.2,-4.8,-0.2
3.991000e-02,-6,-5,-5,-0.2
3.992000e-02,-6,-5,-5,0
3.993000e-02,0,-4.8,-4.8,-0.2
3.994000e-02,0,-4.8,-4.8,0
3.995000e-02,0,-5,-4.8,0
3.996000e-02,6,-4.8,-4.8,-0.2
3.997000e-02,0,-4.6,-4.8,0
3.998000e-02,0,-4.8,-4.8,0
3.999000e-02,6,-4.6,-4.8,0
4.000000e-02,6,-4.8,-4.8,0
4.001000e-02,6,-4.6,-4.8,0
4.002000e-02,0,-4.8,-4.8,0.2
4.003000e-02,6,-4.6,-4.8,0
4.004000e-02,6,-4.6,-4.6,0
4.005000e-02,12,-4.6,-4.8,0
4.006000e-02,12,-4.6,-4.8,0
4.007000e-02,6,-4.6,-4.8,0
4.008000e-02,12,-4.6,-4.8,0
4.009000e-02,12,-4.4,-4.8,0
4.010000e-02,12,-4.6,-4.8,0
4.011000e-02,12,-4.6,-4.8,0
4.012000e-02,18,-4.6,-4.4,0
4.013000e-02,12,-4.6,-4.8,0
4.014000e-02,12,-4.4,-4.8,0
4.015000e-02,18,-4.6,-4.8,0.2
4.016000e-02,18,-4.6,-4.8,0
4.017000e-02,18,-4.6,-4.6,0.2
4.018000e-02,24,-4.4,-4.6,0
4.019000e-02,24,-4.4,-4.6,0.2
4.020000e-02,24,-4.4,-4.6,0.2
4.021000e-02,18,-4.4,-4.6,0.2
4.022000e-02,30,-4.2,-4.4,0.2
4.023000e-02,30,-4.4,-4.6,0.2
4.024000e-02,36,-4.6,-4.4,0.2
4.025000e-02,24,-4.4,-4.8,0.2
4.026000e-02,42,-4.4,-4.8,0
4.027000e-02,30,-4.2,-4.8,0.2
4.028000e-02,42,-4.2,-4.6,0.2
4.029000e-02,30,-4.2,-4.6,0.2
4.030000e-02,36,-4.2,-4.6,0.2
4.031000e-02,36,-4.2,-4.4,0.2
4.032000e-02,36,-4,-4.6,0.4
4.033000e-02,36,-4,-4.6,0.6
4.034000e-02,42,-4,-4.6,0.4
4.035000e-02,48,-4.2,-4.6,0.4
4.036000e-02,42,-3.8,-4.8,0.4
4.037000e-02,48,-4.2,-4.6,0.2
4.038000e-02,42,-4,-4.4,0.4
4.039000e-02,48,-3.8,-4.6,0.4
4.040000e-02,42,-4,-4.6,0.4
4.041000e-02,42,-3.8,-4.2,0.4
4.042000e-02,48,-4,-4.4,0.6
4.043000e-02,54,-4,-4.6,0.4
4.044000e-02,48,-3.8,-4.4,0.4
4.045000e-02,48,-4,-4.4,0.4
4.046000e-02,60,-3.8,-4.6,0.6
4.047000e-02,54,-3.8,-4.4,0.2
4.048000e-02,60,-3.8,-4.4,0.6
4.049000e-02,60,-3.6,-4.4,0.4
4.050000e-02,54,-3.6,-4.6,0.4
4.051000e-02,60,-3.6,-4.6,0.6
4.052000e-02,60,-3.6,-4.4,0.4
4.053000e-02,54,-3.6,-4.2,0.6
4.054000e-02,60,-3.8,-4.2,0.6
4.055000e-02,60,-3.6,-4.4,0.8
4.056000e-02,60,-3.6,-4.6,0.6
4.057000e-02,66,-3.8,-4.4,0.6
4.058000e-02,54,-3.6,-4.4,0.8
4.059000e-02,60,-3.8,-4.2,0.6
4.060000e-02,66,-3.6,-4.4,0.8
4.061000e-02,72,-3.4,-4.4,0.6
4.062000e-02,66,-3.4,-4.4,0.6
4.063000e-02,60,-3.4,-4.4,0.8
4.064000e-02,72,-3.4,-4.2,0.6
4.065000e-02,66,-3.4,-4.4,0.6
4.066000e-02,72,-3.4,-4.4,0.6
4.067000e-02,78,-3.4,-4.2,0.6
4.068000e-02,78,-3.4,-4.2,1
4.069000e-02,78,-3.4,-4.4,0.8
4.070000e-02,78,-3.2,-4,1
4.071000e-02,78,-3.4,-4.4,1
4.072000e-02,78,-3.4,-4.2,0.8
4.073000e-02,78,-3.2,-4.4,0.8
4.074000e-02,84,-3.4,-4.2,0.8
4.075000e-02,84,-3.2,-4.2,1
4.076000e-02,78,-3.4,-4.2,0.6
4.077000e-02,78,-3.2,-4.2,0.8
4.078000e-02,96,-3.2,-4.2,1
4.079000e-02,84,-3.2,-4.4,0.8
4.080000e-02,84,-3.2,-4.2,1
4.081000e-02,84,-3,-4.2,1
4.082000e-02,90,-3,-4,0.8
4.083000e-02,90,-3,-4.2,0.8
4.084000e-02,90,-3.2,-4,1
4.085000e-02,90,-3.2,-4.2,0.8
4.086000e-02,96,-3,-4,1.2
4.087000e-02,84,-3,-4.2,1.2
4.088000e-02,90,-2.8,-4,1
4.089000e-02,96,-3,-4.2,0.8
4.090000e-02,102,-3,-4,1
4.091000e-02,96,-3,-4,1.2
4.092000e-02,102,-3,-4.2,1
4.093000e-02,96,-3,-4.2,1.2
4.094000e-02,102,-3,-4,1
4.095000e-02,96,-3,-4,1
4.096000e-02,102,-2.8,-4,1
4.097000e-02,102,-2.8,-4,1.2
4.098000e-02,102,-2.8,-4,1.2
4.099000e-02,102,-2.8,-4,0.8
4.100000e-02,102,-2.8,-4.2,1.2
4.101000e-02,102,-2.6,-4,1
4.102000e-02,108,-2.6,-4.2,1
4.103000e-02,114,-3,-4,1.2
4.104000e-02,108,-2.6,-3.8,1.2
4.105000e-02,108,-2.6,-3.8,0.8
4.106000e-02,114,-2.4,-4,1.2
4.107000e-02,108,-2.6,-3.8,1.2
4.108000e-02,114,-2.6,-3.8,1
4.109000e-02,114,-2.6,-4,1.2
4.110000e-02,108,-2.4,-3.8,1.2
4.111000e-02,120,-2.6,-4,1.2
4.112000e-02,108,-2.6,-4,1.2
4.113000e-02,114,-2.4,-3.8,1.2
4.114000e-02,108,-2.4,-3.8,1.4
4.115000e-02,114,-2.6,-3.8,1.2
4.116000e-02,114,-2.6,-4,1.4
4.117000e-02,114,-2.4,-3.6,1.2
4.118000e-02,120,-2.4,-3.8,1.4
4.119000e-02,120,-2.4,-3.8,1.2
4.120000e-02,114,-2.4,-3.8,1.4
4.121000e-02,120,-2.4,-4,1.2
4.122000e-02,126,-2.2,-4,1.2
4.123000e-02,126,-2.2,-3.8,1.4
4.124000e-02,120,-2.2,-3.6,1.4
4.125000e-02,126,-2.2,-3.8,1.4
4.126000e-02,126,-2.2,-3.8,1.4
4.127000e-02,126,-2.4,-3.8,1.4
4.128000e-02,126,-2.2,-3.8,1.4
4.129000e-02,126,-2,-4,1.4
4.130000e-02,126,-2,-3.8,1.4
4.131000e-02,132,-2.2,-3.6,1.4
4.132000e-02,132,-2.2,-3.8,1.4
4.133000e-02,132,-2,-3.8,1.4
4.134000e-02,132,-2,-3.6,1.2
4.135000e-02,132,-2,-3.6,1.6
4.136000e-02,132,-2,-3.6,1.4
4.137000e-02,138,-2,-3.6,1.6
4.138000e-02,132,-2,-3.6,1.4
4.139000e-02,144,-2,-3.6,1.6
4.140000e-02,138,-2,-3.4,1.6
4.141000e-02,144,-2,-3.6,1.6
4.142000e-02,138,-2,-3.6,1.4
4.143000e-02,138,-1.8,-3.6,1.6
4.144000e-02,144,-2,-3.6,1.6
4.145000e-02,150,-2,-3.8,1.8
4.146000e-02,150,-1.8,-3.6,1.4
4.147000e-02,144,-1.6,-3.6,1.6
4.148000e-02,144,-1.8,-3.6,1.6
4.149000e-02,144,-1.6,-3.4,1.6
4.150000e-02,144,-1.8,-3.6,1.4
4.151000e-02,144,-1.6,-3.4,1.6
4.152000e-02,138,-1.6,-3.6,1.6
4.153000e-02,150,-1.6,-3.6,1.6
4.154000e-02,150,-1.6,-3.4,1.8
4.155000e-02,144,-1.6,-3.4,1.8
4.156000e-02,150,-1.6,-3.6,1.6
4.157000e-02,150,-1.6,-3.4,1.6
4.158000e-02,150,-1.4,-3.4,1.8
4.159000e-02,156,-1.8,-3.4,1.6
4.160000e-02,150,-1.4,-3.4,1.8
4.161000e-02,156,-1.4,-3.4,1.6
4.162000e-02,156,-1.6,-3.2,1.8
4.163000e-02,156,-1.4,-3.2,1.6
4.164000e-02,156,-1.4,-3.4,1.6
4.165000e-02,162,-1.4,-3.4,1.8
4.166000e-02,156,-1.4,-3.4,1.8
4.167000e-02,162,-1.4,-3.2,1.8
4.168000e-02,150,-1.4,-3.2,1.6
4.169000e-02,156,-1.2,-3.4,1.8
4.170000e-02,162,-1.4,-3.4,2
4.171000e-02,162,-1.2,-3.4,1.8
4.172000e-02,162,-1.2,-3.2,1.8
4.173000e-02,168,-1.2,-3,1.8
4.174000e-02,168,-1.2,-3.4,1.8
4.175000e-02,156,-1.2,-3.4,2
4.176000e-02,168,-1.2,-3.2,1.8
4.177000e-02,168,-1.2,-3.2,1.8
4.178000e-02,162,-1.2,-3.2,1.6
4.179000e-02,174,-1.2,-3.4,2
4.180000e-02,162,-1,-3.2,1.8
4.181000e-02,174,-1,-3,1.8
4.182000e-02,180,-1,-3.2,2
4.183000e-02,162,-1.2,-3.2,2
4.184000e-02,168,-0.8,-3.2,2
4.185000e-02,174,-1,-3.4,1.8
4.186000e-02,174,-1,-3,2
4.187000e-02,174,-1,-3.2,2.2
4.188000e-02,174,-1,-3,2
4.189000e-02,174,-1,-3,2
4.190000e-02,168,-0.8,-3.2,2
4.191000e-02,174,-0.8,-3.2,1.8
4.192000e-02,174,-1,-2.8,2
4.193000e-02,180,-0.8,-3,2.2
4.194000e-02,174,-0.8,-3.2,1.8
4.195000e-02,180,-0.8,-3,2.2
4.196000e-02,174,-0.8,-3,2.2
4.197000e-02,180,-0.8,-3.2,2
4.198000e-02,180,-0.8,-3.2,2
4.199000e-02,180,-0.8,-3,2.2
4.200000e-02,180,-0.6,-3.2,2.2
4.201000e-02,180,-0.8,-3,2
4.202000e-02,180,-0.6,-3,2.2
4.203000e-02,186,-0.8,-2.8,2
4.204000e-02,186,-0.6,-3,2
4.205000e-02,180,-0.6,-3,2
4.206000e-02,186,-0.4,-2.8,2
4.207000e-02,186,-0.6,-2.8,2.2
4.208000e-02,186,-0.4,-2.8,2.2
4.209000e-02,186,-0.6,-3,2.2
4.210000e-02,192,-0.6,-3,2.2
4.211000e-02,186,-0.6,-3,2.2
4.212000e-02,192,-0.6,-3,2.2
4.213000e-02,186,-0.6,-3,2
4.214000e-02,198,-0.4,-3,2.2
4.215000e-02,192,-0.4,-2.8,2.2
4.216000e-02,198,-0.6,-2.8,2.4
4.217000e-02,192,-0.6,-2.8,2
4.218000e-02,192,-0.4,-3,2.4
4.219000e-02,192,-0.6,-2.8,2.4
4.220000e-02,198,-0.4,-3,2.2
4.221000e-02,198,-0.4,-2.8,2.2
4.222000e-02,192,-0.4,-2.8,2.2
4.223000e-02,198,-0.4,-2.6,2.2
4.224000e-02,198,-0.2,-2.8,2.4
4.225000e-02,198,-0.4,-2.8,2.2
4.226000e-02,198,-0.4,-2.6,2.2
4.227000e-02,204,-0.2,-2.8,2.4
4.228000e-02,210,-0.2,-2.6,2
4.229000e-02,198,-0.4,-2.6,2.2
4.230000e-02,204,-0.2,-2.8,2.4
4.231000e-02,216,-0.2,-2.8,2.2
4.232000e-02,210,-0.2,-2.6,2.6
4.233000e-02,204,-0.2,-2.6,2.4
4.234000e-02,204,0,-2.6,2.4
4.235000e-02,210,-0.2,-2.4,2.4
4.236000e-02,210,-0.2,-2.6,2.6
4.237000e-02,210,0,-2.8,2.4
4.238000e-02,204,0,-2.6,2.2
4.239000e-02,210,0,-2.6,2.4
4.240000e-02,210,0,-2.6,2.4
4.241000e-02,216,0,-2.4,2.4
4.242000e-02,210,0.2,-2.4,2.6
4.243000e-02,216,0,-2.4,2.4
4.244000e-02,216,0,-2.6,2.6
4.245000e-02,222,0,-2.6,2.8
4.246000e-02,210,0,-2.4,2.4
4.247000e-02,222,0.2,-2.6,2.6
4.248000e-02,216,0,-2.4,2.6
4.249000e-02,222,0,-2.6,2.6
4.250000e-02,216,0,-2.4,2.6
4.251000e-02,222,0.2,-2.6,2.6
4.252000e-02,216,0,-2.4,2.4
4.253000e-02,222,0,-2.6,2.6
4.254000e-02,222,0.2,-2.4,2.6
4.255000e-02,216,0.2,-2.4,2.8
4.256000e-02,228,0.2,-2.6,2.6
4.257000e-02,228,0.4,-2.4,2.6
4.258000e-02,228,0.2,-2.4,2.6
4.259000e-02,222,0.4,-2.6,2.6
4.260000e-02,228,0.4,-2.4,2.8
4.261000e-02,222,0.4,-2.2,2.8
4.262000e-02,234,0.4,-2.2,2.6
4.263000e-02,222,0.4,-2.2,2.8
4.264000e-02,228,0.4,-2.2,2.8
4.265000e-02,234,0.2,-2.4,2.6
4.266000e-02,228,0.4,-2.2,2.6
4.267000e-02,234,0.4,-2.2,2.6
4.268000e-02,228,0.4,-2.2,2.8
4.269000e-02,240,0.4,-2.4,2.8
4.270000e-02,240,0.6,-2.2,2.8
4.271000e-02,234,0.4,-2,2.8
4.272000e-02,228,0.4,-2,2.8
4.273000e-02,240,0.6,-2.2,3
4.274000e-02,240,0.6,-2.2,2.8
4.275000e-02,246,0.6,-2.2,2.8
4.276000e-02,234,0.6,-2.2,3
4.277000e-02,234,0.6,-1.8,2.8
4.278000e-02,246,0.6,-2.2,2.8
4.279000e-02,234,0.8,-2.2,2.8
4.280000e-02,240,0.6,-2,3
4.281000e-02,240,1,-2.2,3
4.282000e-02,240,0.8,-2,3
4.283000e-02,246,0.8,-2,3
4.284000e-02,240,0.8,-2,2.8
4.285000e-02,246,1,-1.8,2.8
4.286000e-02,234,1,-1.8,3
4.287000e-02,240,0.8,-1.8,3
4.288000e-02,246,1,-1.8,2.8
4.289000e-02,240,1,-1.8,2.8
4.290000e-02,252,1,-2,3
4.291000e-02,246,1,-2,2.8
4.292000e-02,246,1,-2,2.8
4.293000e-02,252,1,-2,2.8
4.294000e-02,252,1,-2,3
4.295000e-02,258,1,-1.8,3
4.296000e-02,252,1,-2,3
4.297000e-02,252,1.2,-1.8,3
4.298000e-02,252,1.2,-1.8,2.8
4.299000e-02,258,1.2,-2,2.8
4.300000e-02,258,1.2,-1.8,3
4.301000e-02,252,1.2,-1.6,3
4.302000e-02,252,1.2,-1.8,2.8
4.303000e-02,252,1.2,-1.8,3.2
4.304000e-02,258,1.4,-1.8,3
4.305000e-02,258,1.4,-1.6,3.2
4.306000e-02,270,1.2,-1.8,3.2
4.307000e-02,258,1.4,-1.6,3.2
4.308000e-02,264,1.2,-1.8,3
4.309000e-02,258,1.4,-1.4,3.2
4.310000e-02,258,1.4,-1.6,3
4.311000e-02,258,1.2,-1.6,3
4.312000e-02,258,1.4,-1.8,3
4.313000e-02,270,1.4,-1.6,3
4.314000e-02,258,1.4,-1.8,3
4.315000e-02,264,1.6,-1.6,3.2
4.316000e-02,264,1.4,-1.6,3
4.317000e-02,264,1.4,-1.6,3
4.318000e-02,270,1.4,-1.6,3
4.319000e-02,270,1.4,-1.6,3
4.320000e-02,270,1.6,-1.6,3
4.321000e-02,276,1.6,-1.4,3.2
4.322000e-02,264,1.8,-1.4,3
4.323000e-02,270,1.6,-1.4,3.2
4.324000e-02,276,1.8,-1.6,3.2
4.325000e-02,270,1.8,-1.4,3
4.326000e-02,270,1.6,-1.4,3.4
4.327000e-02,276,1.8,-1.6,3.2
4.328000e-02,276,1.8,-1.4,3.2
4.329000e-02,276,1.4,-1.6,3.4
4.330000e-02,270,1.8,-1.4,3.4
4.331000e-02,270,1.8,-1.6,3.2
4.332000e-02,270,2,-1.4,3.2
4.333000e-02,276,1.8,-1.4,3.4
4.334000e-02,276,2,-1.2,3.4
4.335000e-02,270,1.8,-1.4,3.2
4.336000e-02,276,1.8,-1.4,3.2
4.337000e-02,282,2,-1.4,3.2
4.338000e-02,276,2,-1.2,3.2
4.339000e-02,276,1.8,-1.2,3.2
4.340000e-02,276,2.2,-1.2,3.4
4.341000e-02,276,2.2,-1.2,3.4
4.342000e-02,282,2.2,-1.2,3.2
4.343000e-02,276,2,-1.2,3.2
4.344000e-02,288,2,-1.2,3.4
4.345000e-02,282,2.2,-1.2,3.2
4.346000e-02,282,2.2,-1,3.4
4.347000e-02,282,2.2,-1,3.2
4.348000e-02,288,2.2,-1,3.4
4.349000e-02,288,2.2,-1.2,3.2
4.350000e-02,288,2.2,-1.2,3.6
4.351000e-02,282,2.2,-0.8,3.4
4.352000e-02,288,2.2,-1,3.4
4.353000e-02,288,2.4,-1,3.4
4.354000e-02,288,2.6,-1,3.4
4.355000e-02,294,2.4,-1,3.4
4.356000e-02,294,2.4,-1.2,3.4
4.357000e-02,288,2.4,-0.8,3.2
4.358000e-02,288,2.6,-1.2,3.2
4.359000e-02,288,2.4,-1,3.4
4.360000e-02,288,2.4,-1,3.4
4.361000e-02,288,2.6,-1,3.4
4.362000e-02,294,2.6,-0.8,3.2
4.363000e-02,294,2.6,-1,3.4
4.364000e-02,288,2.6,-1,3.4
4.365000e-02,294,2.6,-0.8,3.6
4.366000e-02,288,2.6,-1,3.6
4.367000e-02,294,2.6,-1,3.4
4.368000e-02,300,2.8,-0.8,3.4
4.369000e-02,294,2.4,-1,3.4
4.370000e-02,294,2.6,-0.8,3.2
4.371000e-02,294,2.8,-1,3.6
4.372000e-02,300,3,-1,3.6
4.373000e-02,294,2.6,-0.8,3.4
4.374000e-02,294,2.8,-0.8,3.6
4.375000e-02,294,2.8,-1,3.4
4.376000e-02,306,3,-0.8,3.4
4.377000e-02,306,2.8,-0.6,3.4
4.378000e-02,300,2.8,-0.4,3.4
4.379000e-02,294,3,-0.6,3.4
4.380000e-02,300,3,-0.6,3.4
4.381000e-02,300,2.8,-0.8,3.4
4.382000e-02,294,2.8,-0.6,3.6
4.383000e-02,300,3.2,-0.6,3.4
4.384000e-02,300,2.8,-0.6,3.4
4.385000e-02,306,3,-0.8,3.8
4.386000e-02,306,3,-0.6,3.6
4.387000e-02,300,2.8,-0.4,3.6
4.388000e-02,300,2.8,-0.6,3.6
4.389000e-02,294,3,-0.6,3.4
4.390000e-02,300,3.2,-0.6,3.6
4.391000e-02,306,3.2,-0.6,3.8
4.392000e-02,300,3,-0.6,3.8
4.393000e-02,300,3,-0.6,3.6
4.394000e-02,306,3,-0.6,3.6
4.395000e-02,306,3.2,-0.6,3.6
4.396000e-02,306,3.4,-0.6,3.6
4.397000e-02,306,3,-0.4,3.6
4.398000e-02,306,3.2,-0.4,3.6
4.399000e-02,306,3.2,-0.4,3.6
4.400000e-02,306,3.2,-0.2,3.6
4.401000e-02,294,3,-0.4,3.6
4.402000e-02,300,3.2,-0.2,3.8
4.403000e-02,300,3.2,-0.4,3.6
4.404000e-02,306,3.2,-0.4,3.6
4.405000e-02,300,3.2,-0.2,3.6
4.406000e-02,306,3.4,-0.2,3.6
4.407000e-02,306,3.2,-0.6,3.8
4.408000e-02,300,3.4,-0.4,3.6
4.409000e-02,306,3.4,-0.4,3.8
4.410000e-02,306,3.4,-0.4,3.6
4.411000e-02,300,3.2,-0.4,3.8
4.412000e-02,306,3.4,-0.4,3.6
4.413000e-02,306,3.4,-0.4,3.6
4.414000e-02,312,3.4,-0.2,3.8
4.415000e-02,312,3.6,-0.2,3.4
4.416000e-02,306,3.2,-0.2,3.6
4.417000e-02,306,3.6,-0.2,3.8
4.418000e-02,306,3.4,-0.2,3.6
4.419000e-02,312,3.6,-0.2,3.6
4.420000e-02,306,3.6,-0.2,3.8
4.421000e-02,306,3.4,-0.2,3.6
4.422000e-02,312,3.6,-0.2,3.8
4.423000e-02,306,3.4,-0.2,3.8
4.424000e-02,312,3.8,-0.2,3.8
4.425000e-02,306,3.6,-0.2,3.4
4.426000e-02,306,3.6,-0.2,3.6
4.427000e-02,306,3.8,0,3.6
4.428000e-02,312,3.8,-0.2,3.6
4.429000e-02,306,3.8,0,3.6
4.430000e-02,318,3.8,-0.2,3.6
4.431000e-02,306,3.6,-0.2,3.4
4.432000e-02,306,4,0,3.6
4.433000e-02,312,3.8,0,3.6
4.434000e-02,306,3.8,0,3.6
4.435000e-02,312,3.8,0,3.8
4.436000e-02,318,3.8,-0.2,3.8
4.437000e-02,312,3.8,0,3.6
4.438000e-02,318,3.8,0,3.8
4.439000e-02,312,3.8,0,3.6
4.440000e-02,318,3.8,0,3.8
4.441000e-02,312,3.8,0,3.6
4.442000e-02,312,4,0,3.8
4.443000e-02,312,4,0.2,3.6
4.444000e-02,312,4,0,3.8
4.445000e-02,312,3.8,0,3.6
4.446000e-02,312,4,0.2,3.6
4.447000e-02,306,3.8,0,3.4
4.448000e-02,312,4,0.2,3.6
4.449000e-02,306,4,0.2,3.8
4.450000e-02,318,4,0.2,3.6
4.451000e-02,312,4,0.2,3.8
4.452000e-02,306,4,0.2,3.6
4.453000e-02,312,4.2,0.2,3.6
4.454000e-02,312,4.2,0.2,3.6
4.455000e-02,312,4.2,0.2,3.8
4.456000e-02,318,4,0.2,3.8
4.457000e-02,312,4.2,0.2,3.6
4.458000e-02,312,4.4,0.2,3.6
4.459000e-02,312,4.2,0.2,3.6
4.460000e-02,312,4.2,0.2,3.8
4.461000e-02,318,4.4,0.4,3.8
4.462000e-02,312,4.4,0.4,3.8
4.463000e-02,312,4.4,0.4,3.6
4.464000e-02,318,4.4,0.4,3.8
4.465000e-02,318,4.2,0.4,4
4.466000e-02,312,4.4,0.4,3.6
4.467000e-02,318,4.4,0.2,3.8
4.468000e-02,312,4.4,0.4,3.8
4.469000e-02,318,4.2,0.4,3.8
4.470000e-02,318,4.4,0.4,3.8
4.471000e-02,318,4.4,0.4,3.8
4.472000e-02,312,4.6,0.4,3.8
4.473000e-02,312,4.4,0.4,3.8
4.474000e-02,306,4.6,0.4,3.8
4.475000e-02,312,4.4,0.4,3.8
4.476000e-02,318,4.4,0.6,3.8
4.477000e-02,312,4.4,0.6,3.6
4.478000e-02,312,4.2,0.4,3.8
4.479000e-02,306,4.6,0.6,3.6
4.480000e-02,312,4.6,0.4,3.8
4.481000e-02,312,4.6,0.4,3.6
4.482000e-02,318,4.6,0.4,3.8
4.483000e-02,306,4.4,0.6,4
4.484000e-02,312,4.6,0.6,3.8
4.485000e-02,318,4.4,0.8,4
4.486000e-02,312,4.6,0.8,3.6
4.487000e-02,312,4.6,0.6,3.6
4.488000e-02,312,4.4,0.4,3.4
4.489000e-02,312,4.8,0.6,3.8
4.490000e-02,312,4.6,0.8,3.8
4.491000e-02,312,4.6,0.8,3.8
4.492000e-02,312,5,0.8,3.8
4.493000e-02,312,4.6,0.6,3.8
4.494000e-02,312,5,1,3.8
4.495000e-02,318,4.8,0.8,3.6
4.496000e-02,312,4.8,0.6,3.8
4.497000e-02,324,4.8,0.8,3.8
4.498000e-02,312,4.8,0.8,3.8
4.499000e-02,312,5,1,3.8
4.500000e-02,312,5,0.8,3.6
4.501000e-02,312,5,0.8,3.6
4.502000e-02,318,4.8,0.8,3.6
4.503000e-02,312,4.8,1,3.6
4.504000e-02,312,4.8,0.8,3.8
4.505000e-02,318,4.8,1,3.6
4.506000e-02,312,4.8,1.2,3.6
4.507000e-02,312,4.8,1,3.8
4.508000e-02,312,4.8,1,3.6
4.509000e-02,306,5,1,3.6
4.510000e-02,318,4.8,0.8,3.6
4.511000e-02,318,5,1.2,3.6
4.512000e-02,318,4.8,0.8,3.6
4.513000e-02,318,5.2,1,3.8
4.514000e-02,318,5.2,1.4,3.6
4.515000e-02,312,5,1,3.8
4.516000e-02,312,5,1,3.8
4.517000e-02,312,5,1,3.4
4.518000e-02,312,5,1,3.8
4.519000e-02,312,5.2,1.2,3.8
