TIME,Uedf,IL,IR,Us
-5.000000e-02,-6,6.4,0,0
-4.999000e-02,-6,6.4,-0.2,0
-4.998000e-02,-6,6.6,-0.2,0
-4.997000e-02,-12,6.4,-0.2,0
-4.996000e-02,-6,6.4,0,0
-4.995000e-02,-18,6.6,-0.2,-6
-4.994000e-02,-12,6.4,-0.2,-6
-4.993000e-02,-18,6.2,-0.2,0
-4.992000e-02,-18,6.2,-0.4,-12
-4.991000e-02,-24,6.4,-0.2,-12
-4.990000e-02,-12,6.2,-0.2,-6
-4.989000e-02,-12,6,-0.4,-12
-4.988000e-02,-18,6.2,-0.2,-6
-4.987000e-02,-24,6.2,-0.4,-6
-4.986000e-02,-24,6.2,-0.4,-12
-4.985000e-02,-30,6.2,-0.4,-12
-4.984000e-02,-24,6.4,-0.4,-12
-4.983000e-02,-24,6.2,-0.2,-6
-4.982000e-02,-30,6.4,-0.4,-12
-4.981000e-02,-30,6,-0.4,-12
-4.980000e-02,-30,6.2,-0.4,-18
-4.979000e-02,-36,6.4,-0.4,-24
-4.978000e-02,-24,6,-0.4,-18
-4.977000e-02,-36,6.2,-0.4,-18
-4.976000e-02,-30,6.2,-0.4,-18
-4.975000e-02,-36,6.2,-0.4,-30
-4.974000e-02,-36,6.2,-0.6,-24
-4.973000e-02,-42,6.2,-0.6,-24
-4.972000e-02,-36,6.2,-0.6,-24
-4.971000e-02,-42,6.2,-0.4,-30
-4.970000e-02,-42,6.2,-0.4,-30
-4.969000e-02,-42,6.2,-0.4,-30
-4.968000e-02,-36,6,-0.6,-30
-4.967000e-02,-42,6,-0.4,-30
-4.966000e-02,-42,6.2,-0.6,-30
-4.965000e-02,-48,6.2,-1,-36
-4.964000e-02,-48,6,-0.6,-30
-4.963000e-02,-48,6,-0.6,-42
-4.962000e-02,-54,6.2,-0.4,-36
-4.961000e-02,-48,6,-1,-42
-4.960000e-02,-54,6,-0.8,-42
-4.959000e-02,-54,6.2,-0.6,-42
-4.958000e-02,-54,6.2,-0.6,-42
-4.957000e-02,-54,5.8,-0.4,-42
-4.956000e-02,-54,6.2,-0.6,-48
-4.955000e-02,-54,6,-0.6,-42
-4.954000e-02,-60,6,-0.6,-54
-4.953000e-02,-60,5.8,-0.8,-54
-4.952000e-02,-66,6,-0.8,-48
-4.951000e-02,-66,6.2,-0.8,-42
-4.950000e-02,-66,6,-0.8,-54
-4.949000e-02,-60,5.8,-0.8,-60
-4.948000e-02,-60,5.8,-0.8,-54
-4.947000e-02,-66,6,-0.8,-60
-4.946000e-02,-60,6,-1,-54
-4.945000e-02,-66,6,-1,-54
-4.944000e-02,-72,5.8,-0.8,-54
-4.943000e-02,-66,5.8,-1,-54
-4.942000e-02,-66,5.8,-0.8,-60
-4.941000e-02,-66,6,-0.8,-60
-4.940000e-02,-72,5.8,-0.8,-60
-4.939000e-02,-78,5.8,-1,-60
-4.938000e-02,-72,5.6,-1,-60
-4.937000e-02,-84,6,-0.8,-66
-4.936000e-02,-78,5.6,-1.2,-66
-4.935000e-02,-78,6,-1,-66
-4.934000e-02,-72,6,-1,-72
-4.933000e-02,-84,5.8,-1,-72
-4.932000e-02,-72,5.8,-0.8,-66
-4.931000e-02,-78,6,-1.2,-72
-4.930000e-02,-78,5.8,-1,-66
-4.929000e-02,-78,5.8,-1.2,-72
-4.928000e-02,-84,5.8,-1,-72
-4.927000e-02,-78,5.8,-1.2,-78
-4.926000e-02,-84,6,-1,-72
-4.925000e-02,-84,5.8,-1.2,-78
-4.924000e-02,-90,5.6,-1.2,-72
-4.923000e-02,-90,5.6,-1.2,-78
-4.922000e-02,-84,5.8,-1.2,-78
-4.921000e-02,-84,5.8,-1.2,-84
-4.920000e-02,-90,5.6,-1.2,-78
-4.919000e-02,-90,5.6,-1.2,-84
-4.918000e-02,-90,5.6,-1,-78
-4.917000e-02,-96,5.6,-1.2,-84
-4.916000e-02,-96,5.6,-1.2,-84
-4.915000e-02,-96,5.6,-1,-90
-4.914000e-02,-90,5.6,-1.2,-84
-4.913000e-02,-96,5.8,-1.2,-84
-4.912000e-02,-96,5.6,-1.2,-90
-4.911000e-02,-96,5.6,-1.2,-90
-4.910000e-02,-96,5.6,-1.2,-90
-4.909000e-02,-96,5.6,-1.2,-96
-4.908000e-02,-102,5.4,-1.2,-96
-4.907000e-02,-96,5.8,-1.2,-90
-4.906000e-02,-96,5.6,-1.2,-90
-4.905000e-02,-96,5.4,-1.2,-96
-4.904000e-02,-108,5.4,-1.2,-96
-4.903000e-02,-102,5.4,-1.4,-96
-4.902000e-02,-102,5.4,-1.2,-96
-4.901000e-02,-108,5.4,-1.2,-96
-4.900000e-02,-108,5.4,-1.2,-102
-4.899000e-02,-108,5.4,-1.4,-96
-4.898000e-02,-102,5.4,-1.4,-96
-4.897000e-02,-108,5.4,-1.4,-102
-4.896000e-02,-108,5.2,-1.4,-96
-4.895000e-02,-108,5.2,-1.4,-96
-4.894000e-02,-108,5.2,-1.4,-102
-4.893000e-02,-114,5.2,-1.4,-102
-4.892000e-02,-108,5.4,-1.4,-102
-4.891000e-02,-120,5.4,-1.4,-102
-4.890000e-02,-108,5.2,-1.4,-108
-4.889000e-02,-114,5.4,-1.2,-102
-4.888000e-02,-114,5.2,-1.4,-108
-4.887000e-02,-114,5,-1.2,-108
-4.886000e-02,-120,5.2,-1.6,-108
-4.885000e-02,-108,5.2,-1.4,-114
-4.884000e-02,-114,5.2,-1.2,-114
-4.883000e-02,-120,5,-1.4,-114
-4.882000e-02,-120,5.4,-1.6,-114
-4.881000e-02,-120,5,-1.6,-114
-4.880000e-02,-120,5,-1.8,-114
-4.879000e-02,-126,5,-1.4,-114
-4.878000e-02,-126,5,-1.4,-120
-4.877000e-02,-126,5,-1.4,-120
-4.876000e-02,-126,5.2,-1.4,-108
-4.875000e-02,-126,4.8,-1.6,-114
-4.874000e-02,-126,5,-1.4,-120
-4.873000e-02,-126,5,-1.6,-114
-4.872000e-02,-126,5,-1.6,-114
-4.871000e-02,-126,5,-1.6,-120
-4.870000e-02,-138,5,-1.6,-126
-4.869000e-02,-126,5,-1.6,-126
-4.868000e-02,-126,5,-1.6,-126
-4.867000e-02,-132,5,-1.6,-126
-4.866000e-02,-126,4.8,-1.4,-120
-4.865000e-02,-138,5,-1.8,-126
-4.864000e-02,-138,5,-1.6,-126
-4.863000e-02,-132,4.8,-1.8,-126
-4.862000e-02,-132,4.8,-1.8,-132
-4.861000e-02,-132,4.8,-1.6,-132
-4.860000e-02,-132,4.8,-1.8,-144
-4.859000e-02,-138,4.8,-1.8,-132
-4.858000e-02,-138,5,-1.6,-138
-4.857000e-02,-138,4.8,-1.8,-132
-4.856000e-02,-138,4.8,-1.8,-138
-4.855000e-02,-144,4.6,-1.8,-138
-4.854000e-02,-138,5,-1.6,-138
-4.853000e-02,-144,4.8,-2,-138
-4.852000e-02,-150,4.6,-1.6,-138
-4.851000e-02,-144,4.8,-1.8,-138
-4.850000e-02,-150,4.8,-1.6,-138
-4.849000e-02,-144,4.6,-1.8,-144
-4.848000e-02,-144,4.6,-1.8,-144
-4.847000e-02,-144,4.8,-1.8,-144
-4.846000e-02,-144,4.8,-1.8,-138
-4.845000e-02,-144,4.8,-1.8,-138
-4.844000e-02,-150,4.6,-1.8,-144
-4.843000e-02,-150,4.6,-1.8,-132
-4.842000e-02,-156,4.6,-2,-150
-4.841000e-02,-150,4.8,-2,-150
-4.840000e-02,-150,4.6,-1.8,-156
-4.839000e-02,-150,4.6,-2,-150
-4.838000e-02,-150,4.6,-2,-144
-4.837000e-02,-156,4.4,-2,-150
-4.836000e-02,-150,4.4,-2,-150
-4.835000e-02,-150,4.6,-2,-150
-4.834000e-02,-162,4.4,-2,-150
-4.833000e-02,-156,4.6,-1.8,-150
-4.832000e-02,-162,4.4,-2,-150
-4.831000e-02,-162,4.4,-2,-156
-4.830000e-02,-162,4.4,-2.2,-156
-4.829000e-02,-162,4.4,-2,-150
-4.828000e-02,-162,4.4,-2,-156
-4.827000e-02,-162,4.4,-2,-156
-4.826000e-02,-168,4.4,-2,-156
-4.825000e-02,-168,4.4,-2,-162
-4.824000e-02,-162,4.4,-2,-150
-4.823000e-02,-168,4.4,-1.8,-162
-4.822000e-02,-162,4.4,-1.8,-162
-4.821000e-02,-168,4.4,-2.2,-162
-4.820000e-02,-162,4.2,-2.2,-168
-4.819000e-02,-168,4.2,-2.2,-168
-4.818000e-02,-168,4,-2.2,-168
-4.817000e-02,-168,4.4,-2.2,-162
-4.816000e-02,-174,4.4,-2,-162
-4.815000e-02,-168,4.4,-2.2,-168
-4.814000e-02,-168,4.2,-2.4,-168
-4.813000e-02,-168,4.2,-2.2,-174
-4.812000e-02,-174,4,-2,-168
-4.811000e-02,-174,4,-2,-168
-4.810000e-02,-174,4.2,-2.2,-168
-4.809000e-02,-180,4,-2.2,-174
-4.808000e-02,-174,4,-2.2,-168
-4.807000e-02,-174,4.2,-2.2,-168
-4.806000e-02,-174,4,-2,-180
-4.805000e-02,-180,4,-2.2,-174
-4.804000e-02,-174,4,-2,-174
-4.803000e-02,-174,4,-2.2,-174
-4.802000e-02,-180,4,-2.4,-180
-4.801000e-02,-180,4,-2.4,-180
-4.800000e-02,-180,4,-2.4,-186
-4.799000e-02,-180,3.8,-2.4,-174
-4.798000e-02,-186,4.2,-2.2,-180
-4.797000e-02,-186,4,-2.2,-180
-4.796000e-02,-186,4,-2.2,-180
-4.795000e-02,-186,3.8,-2.4,-180
-4.794000e-02,-186,4,-2.2,-180
-4.793000e-02,-186,4,-2.2,-186
-4.792000e-02,-186,3.8,-2.6,-180
-4.791000e-02,-186,3.6,-2.4,-186
-4.790000e-02,-192,3.6,-2.4,-186
-4.789000e-02,-192,3.8,-2.4,-186
-4.788000e-02,-192,3.8,-2.4,-180
-4.787000e-02,-186,3.8,-2.2,-186
-4.786000e-02,-192,3.8,-2.2,-186
-4.785000e-02,-186,3.8,-2.4,-186
-4.784000e-02,-186,3.8,-2.2,-186
-4.783000e-02,-186,3.8,-2.4,-186
-4.782000e-02,-192,3.6,-2.4,-180
-4.781000e-02,-192,3.8,-2.4,-192
-4.780000e-02,-192,3.6,-2.4,-186
-4.779000e-02,-192,3.4,-2,-192
-4.778000e-02,-192,3.8,-2.4,-198
-4.777000e-02,-192,3.4,-2.6,-192
-4.776000e-02,-192,3.4,-2.6,-186
-4.775000e-02,-198,3.8,-2.4,-186
-4.774000e-02,-192,3.6,-2.4,-192
-4.773000e-02,-198,3.4,-2.4,-192
-4.772000e-02,-198,3.4,-2.6,-198
-4.771000e-02,-198,3.6,-2.6,-192
-4.770000e-02,-198,3.4,-2.4,-198
-4.769000e-02,-198,3.2,-2.6,-198
-4.768000e-02,-198,3.6,-2.4,-204
-4.767000e-02,-198,3.6,-2.4,-210
-4.766000e-02,-198,3.6,-2.4,-198
-4.765000e-02,-198,3.4,-2.6,-198
-4.764000e-02,-204,3.4,-2.6,-198
-4.763000e-02,-204,3.4,-2.6,-204
-4.762000e-02,-210,3.4,-2.4,-204
-4.761000e-02,-198,3.4,-2.4,-204
-4.760000e-02,-210,3.2,-2.6,-210
-4.759000e-02,-210,3.2,-2.6,-204
-4.758000e-02,-204,3.6,-2.6,-204
-4.757000e-02,-204,3.4,-2.6,-204
-4.756000e-02,-204,3.2,-2.6,-204
-4.755000e-02,-204,3.4,-2.8,-204
-4.754000e-02,-210,3,-2.6,-210
-4.753000e-02,-210,3.2,-2.8,-210
-4.752000e-02,-216,3.2,-2.6,-210
-4.751000e-02,-216,3.2,-2.8,-204
-4.750000e-02,-216,3.2,-2.8,-210
-4.749000e-02,-210,3,-2.6,-210
-4.748000e-02,-216,3.2,-2.6,-216
-4.747000e-02,-210,3,-2.8,-216
-4.746000e-02,-216,3.2,-2.8,-210
-4.745000e-02,-216,2.8,-2.8,-222
-4.744000e-02,-222,2.8,-2.8,-216
-4.743000e-02,-210,3,-2.6,-222
-4.742000e-02,-222,3.2,-2.8,-222
-4.741000e-02,-216,3,-2.8,-222
-4.740000e-02,-216,3,-2.8,-222
-4.739000e-02,-222,3.2,-2.8,-228
-4.738000e-02,-222,3,-2.8,-228
-4.737000e-02,-222,3.2,-2.8,-228
-4.736000e-02,-228,2.8,-2.8,-222
-4.735000e-02,-228,3,-2.8,-228
-4.734000e-02,-228,3,-3,-228
-4.733000e-02,-228,3,-2.8,-222
-4.732000e-02,-228,3,-2.8,-228
-4.731000e-02,-228,2.8,-2.8,-228
-4.730000e-02,-228,2.6,-2.8,-228
-4.729000e-02,-228,2.8,-3,-228
-4.728000e-02,-228,2.6,-2.8,-234
-4.727000e-02,-234,2.6,-2.8,-228
-4.726000e-02,-228,2.6,-2.8,-234
-4.725000e-02,-234,3,-3,-234
-4.724000e-02,-234,2.8,-2.8,-234
-4.723000e-02,-234,2.8,-3,-240
-4.722000e-02,-234,2.6,-3,-240
-4.721000e-02,-234,2.8,-3,-246
-4.720000e-02,-234,2.6,-2.8,-234
-4.719000e-02,-240,2.6,-3,-234
-4.718000e-02,-228,2.6,-3,-240
-4.717000e-02,-228,2.6,-2.8,-234
-4.716000e-02,-240,2.6,-3,-234
-4.715000e-02,-240,2.4,-3,-246
-4.714000e-02,-234,2.6,-3.2,-240
-4.713000e-02,-234,2.6,-3,-240
-4.712000e-02,-234,2.4,-2.8,-240
-4.711000e-02,-240,2.4,-3,-246
-4.710000e-02,-240,2.6,-3.2,-240
-4.709000e-02,-240,2.4,-3.2,-246
-4.708000e-02,-246,2.4,-3.2,-240
-4.707000e-02,-240,2.6,-3.2,-240
-4.706000e-02,-240,2.6,-3,-240
-4.705000e-02,-240,2.2,-3,-252
-4.704000e-02,-240,2.2,-3,-246
-4.703000e-02,-246,2.4,-3,-252
-4.702000e-02,-240,2.4,-3,-246
-4.701000e-02,-252,2.4,-3,-252
-4.700000e-02,-246,2.4,-3.2,-246
-4.699000e-02,-252,2.2,-3.2,-252
-4.698000e-02,-252,2.2,-3,-252
-4.697000e-02,-252,2.4,-3.2,-252
-4.696000e-02,-240,2.2,-3.2,-258
-4.695000e-02,-246,2.2,-3.2,-252
-4.694000e-02,-246,1.8,-3.2,-246
-4.693000e-02,-252,2,-3,-258
-4.692000e-02,-246,2.2,-3.2,-258
-4.691000e-02,-252,2.2,-3.2,-252
-4.690000e-02,-246,2,-3.4,-252
-4.689000e-02,-252,1.8,-3.2,-252
-4.688000e-02,-252,2,-3,-258
-4.687000e-02,-252,2.2,-3.2,-258
-4.686000e-02,-252,1.8,-3.2,-258
-4.685000e-02,-258,2,-3.2,-264
-4.684000e-02,-252,2,-3.2,-258
-4.683000e-02,-252,2,-3,-258
-4.682000e-02,-252,1.8,-3.2,-264
-4.681000e-02,-252,2.2,-3.2,-258
-4.680000e-02,-252,2,-3.2,-258
-4.679000e-02,-258,2,-3.2,-264
-4.678000e-02,-258,1.8,-3,-258
-4.677000e-02,-264,2,-3.2,-264
-4.676000e-02,-264,1.8,-3.2,-264
-4.675000e-02,-264,2,-3.2,-270
-4.674000e-02,-264,1.8,-3.4,-264
-4.673000e-02,-258,1.8,-3.2,-264
-4.672000e-02,-258,1.8,-3.4,-270
-4.671000e-02,-264,1.8,-3.4,-264
-4.670000e-02,-258,1.8,-3.4,-270
-4.669000e-02,-258,1.6,-3.4,-270
-4.668000e-02,-264,1.8,-3.4,-270
-4.667000e-02,-264,1.6,-3.2,-276
-4.666000e-02,-264,1.6,-3.6,-270
-4.665000e-02,-270,1.6,-3.4,-276
-4.664000e-02,-270,1.6,-3.2,-270
-4.663000e-02,-276,1.6,-3.4,-270
-4.662000e-02,-264,1.6,-3.4,-276
-4.661000e-02,-264,1.8,-3.4,-276
-4.660000e-02,-270,1.6,-3.4,-276
-4.659000e-02,-270,1.6,-3.4,-276
-4.658000e-02,-270,1.6,-3.6,-270
-4.657000e-02,-264,1.6,-3.4,-276
-4.656000e-02,-270,1.2,-3.4,-276
-4.655000e-02,-276,1.6,-3.4,-276
-4.654000e-02,-270,1.4,-3.4,-276
-4.653000e-02,-270,1.4,-3.4,-282
-4.652000e-02,-276,1.2,-3.4,-282
-4.651000e-02,-282,1.4,-3.6,-282
-4.650000e-02,-282,1.4,-3.6,-288
-4.649000e-02,-276,1.4,-3.4,-282
-4.648000e-02,-282,1.2,-3.4,-288
-4.647000e-02,-282,1.2,-3.4,-282
-4.646000e-02,-270,1.4,-3.4,-288
-4.645000e-02,-282,1.2,-3.6,-288
-4.644000e-02,-276,1.2,-3.6,-288
-4.643000e-02,-276,1.2,-3.6,-282
-4.642000e-02,-282,1.2,-3.6,-282
-4.641000e-02,-276,1.2,-3.4,-282
-4.640000e-02,-276,1.2,-3.6,-282
-4.639000e-02,-270,1,-3.4,-288
-4.638000e-02,-276,1,-3.4,-282
-4.637000e-02,-282,1,-3.4,-282
-4.636000e-02,-288,1,-3.8,-288
-4.635000e-02,-282,1,-3.6,-288
-4.634000e-02,-282,0.8,-3.4,-288
-4.633000e-02,-288,1.2,-3.4,-294
-4.632000e-02,-288,0.8,-3.4,-294
-4.631000e-02,-288,1,-3.6,-294
-4.630000e-02,-294,1,-3.6,-288
-4.629000e-02,-288,0.8,-3.4,-294
-4.628000e-02,-288,1,-3.4,-294
-4.627000e-02,-300,0.6,-3.4,-300
-4.626000e-02,-288,1,-3.8,-288
-4.625000e-02,-294,1,-3.6,-294
-4.624000e-02,-288,0.8,-3.6,-294
-4.623000e-02,-288,0.8,-3.6,-294
-4.622000e-02,-288,1,-3.6,-294
-4.621000e-02,-288,1,-3.6,-294
-4.620000e-02,-288,0.8,-3.6,-300
-4.619000e-02,-294,0.8,-3.6,-300
-4.618000e-02,-288,1,-3.4,-300
-4.617000e-02,-294,0.8,-3.6,-300
-4.616000e-02,-294,1,-3.8,-294
-4.615000e-02,-294,0.6,-3.6,-300
-4.614000e-02,-294,0.6,-3.6,-300
-4.613000e-02,-294,0.6,-3.6,-300
-4.612000e-02,-294,0.6,-3.6,-300
-4.611000e-02,-294,0.8,-3.8,-300
-4.610000e-02,-294,0.4,-3.6,-300
-4.609000e-02,-294,0.6,-3.6,-300
-4.608000e-02,-288,0.6,-3.6,-300
-4.607000e-02,-300,0.4,-3.6,-300
-4.606000e-02,-294,0.4,-3.6,-306
-4.605000e-02,-294,0.4,-3.8,-306
-4.604000e-02,-294,0.6,-3.8,-306
-4.603000e-02,-300,0.4,-3.6,-306
-4.602000e-02,-300,0.4,-3.4,-312
-4.601000e-02,-300,0.4,-3.6,-300
-4.600000e-02,-294,0.2,-3.6,-300
-4.599000e-02,-300,0.4,-3.8,-300
-4.598000e-02,-306,0.2,-3.8,-300
-4.597000e-02,-300,0.2,-3.6,-306
-4.596000e-02,-300,0.2,-3.6,-306
-4.595000e-02,-300,0.4,-3.8,-306
-4.594000e-02,-294,0.2,-3.8,-312
-4.593000e-02,-300,0.2,-3.8,-312
-4.592000e-02,-306,0,-3.6,-306
-4.591000e-02,-300,0.2,-3.8,-300
-4.590000e-02,-300,0.4,-3.4,-306
-4.589000e-02,-300,0,-3.8,-318
-4.588000e-02,-300,0,-3.8,-312
-4.587000e-02,-300,0.2,-3.8,-312
-4.586000e-02,-300,0,-3.8,-306
-4.585000e-02,-300,0.2,-3.8,-312
-4.584000e-02,-306,0,-3.8,-318
-4.583000e-02,-300,0,-3.8,-312
-4.582000e-02,-294,0,-3.8,-312
-4.581000e-02,-300,0,-3.6,-306
-4.580000e-02,-300,0,-3.6,-306
-4.579000e-02,-300,0,-3.8,-306
-4.578000e-02,-300,0,-3.8,-306
-4.577000e-02,-300,0,-3.6,-306
-4.576000e-02,-300,0,-3.8,-318
-4.575000e-02,-300,0,-3.8,-306
-4.574000e-02,-300,0,-3.6,-324
-4.573000e-02,-306,0,-4,-312
-4.572000e-02,-306,-0.2,-3.8,-312
-4.571000e-02,-300,-0.2,-3.8,-306
-4.570000e-02,-306,0,-3.8,-312
-4.569000e-02,-300,-0.2,-3.8,-312
-4.568000e-02,-300,-0.2,-3.6,-306
-4.567000e-02,-300,-0.2,-3.6,-312
-4.566000e-02,-306,-0.2,-3.8,-312
-4.565000e-02,-300,-0.4,-3.8,-306
-4.564000e-02,-306,-0.2,-3.8,-306
-4.563000e-02,-306,-0.4,-3.8,-318
-4.562000e-02,-306,-0.2,-3.8,-312
-4.561000e-02,-300,-0.4,-3.8,-312
-4.560000e-02,-300,-0.2,-3.8,-312
-4.559000e-02,-300,-0.4,-3.8,-312
-4.558000e-02,-306,-0.4,-3.8,-318
-4.557000e-02,-300,-0.4,-3.6,-312
-4.556000e-02,-306,-0.2,-4,-312
-4.555000e-02,-300,-0.2,-3.8,-318
-4.554000e-02,-300,-0.2,-3.8,-306
-4.553000e-02,-300,-0.4,-3.8,-312
-4.552000e-02,-300,-0.4,-3.8,-318
-4.551000e-02,-294,-0.4,-3.6,-306
-4.550000e-02,-300,-0.4,-3.8,-312
-4.549000e-02,-300,-0.4,-3.6,-312
-4.548000e-02,-300,-0.4,-3.8,-318
-4.547000e-02,-294,-0.6,-4,-312
-4.546000e-02,-294,-0.6,-3.6,-318
-4.545000e-02,-306,-0.8,-3.8,-318
-4.544000e-02,-300,-0.6,-3.8,-318
-4.543000e-02,-300,-0.6,-3.8,-318
-4.542000e-02,-300,-0.4,-3.8,-318
-4.541000e-02,-300,-0.6,-3.8,-318
-4.540000e-02,-300,-0.6,-3.8,-318
-4.539000e-02,-306,-0.6,-4,-318
-4.538000e-02,-300,-0.6,-3.8,-318
-4.537000e-02,-300,-0.8,-3.6,-324
-4.536000e-02,-306,-0.8,-3.8,-312
-4.535000e-02,-306,-1,-3.6,-312
-4.534000e-02,-306,-0.8,-3.8,-312
-4.533000e-02,-300,-0.8,-4,-318
-4.532000e-02,-306,-0.8,-4,-312
-4.531000e-02,-300,-0.8,-3.8,-312
-4.530000e-02,-306,-0.8,-3.8,-318
-4.529000e-02,-300,-0.8,-3.8,-312
-4.528000e-02,-306,-1,-3.8,-312
-4.527000e-02,-300,-1,-3.8,-318
-4.526000e-02,-306,-1,-3.6,-312
-4.525000e-02,-306,-1,-4,-318
-4.524000e-02,-300,-1,-3.8,-324
-4.523000e-02,-300,-0.8,-3.8,-318
-4.522000e-02,-306,-1,-3.8,-318
-4.521000e-02,-306,-1,-3.6,-312
-4.520000e-02,-300,-1,-3.8,-318
-4.519000e-02,-306,-1,-3.8,-318
-4.518000e-02,-300,-1,-3.8,-318
-4.517000e-02,-300,-1.4,-3.8,-312
-4.516000e-02,-300,-1.2,-3.6,-306
-4.515000e-02,-300,-1.2,-3.8,-318
-4.514000e-02,-306,-1.2,-3.8,-312
-4.513000e-02,-294,-1,-3.8,-318
-4.512000e-02,-300,-1,-3.8,-312
-4.511000e-02,-300,-1.4,-3.6,-312
-4.510000e-02,-300,-1.2,-3.8,-312
-4.509000e-02,-300,-1.4,-3.8,-312
-4.508000e-02,-300,-1.2,-3.8,-312
-4.507000e-02,-306,-1.4,-3.8,-318
-4.506000e-02,-294,-1.4,-3.8,-312
-4.505000e-02,-300,-1.6,-3.8,-306
-4.504000e-02,-300,-1.2,-3.6,-306
-4.503000e-02,-300,-1.4,-3.8,-318
-4.502000e-02,-300,-1.4,-3.8,-324
-4.501000e-02,-306,-1.4,-3.6,-324
-4.500000e-02,-300,-1.4,-3.8,-318
-4.499000e-02,-300,-1.4,-3.6,-318
-4.498000e-02,-306,-1.6,-3.8,-318
-4.497000e-02,-300,-1.6,-3.6,-312
-4.496000e-02,-306,-1.4,-3.8,-312
-4.495000e-02,-300,-1.4,-3.8,-318
-4.494000e-02,-306,-1.6,-3.8,-312
-4.493000e-02,-306,-1.8,-3.8,-318
-4.492000e-02,-300,-1.8,-3.8,-312
-4.491000e-02,-300,-1.6,-3.6,-312
-4.490000e-02,-300,-1.6,-3.8,-312
-4.489000e-02,-300,-1.6,-3.8,-318
-4.488000e-02,-300,-1.8,-3.8,-318
-4.487000e-02,-300,-1.8,-3.8,-318
-4.486000e-02,-306,-1.8,-3.8,-312
-4.485000e-02,-300,-1.8,-3.8,-312
-4.484000e-02,-306,-1.8,-3.8,-318
-4.483000e-02,-300,-2,-3.8,-318
-4.482000e-02,-306,-1.8,-3.8,-324
-4.481000e-02,-300,-1.8,-3.8,-318
-4.480000e-02,-300,-2,-3.8,-306
-4.479000e-02,-306,-2.2,-3.6,-312
-4.478000e-02,-300,-2,-3.8,-318
-4.477000e-02,-300,-1.8,-3.8,-318
-4.476000e-02,-300,-2,-3.8,-312
-4.475000e-02,-294,-2,-3.6,-318
-4.474000e-02,-300,-2.2,-3.8,-318
-4.473000e-02,-306,-2.2,-3.8,-318
-4.472000e-02,-306,-2,-3.8,-318
-4.471000e-02,-300,-2.2,-3.8,-318
-4.470000e-02,-294,-2,-3.4,-318
-4.469000e-02,-300,-2.2,-3.6,-318
-4.468000e-02,-300,-2.2,-3.8,-318
-4.467000e-02,-300,-2.2,-3.8,-312
-4.466000e-02,-300,-2.2,-3.6,-324
-4.465000e-02,-300,-2.2,-3.8,-318
-4.464000e-02,-294,-2.2,-3.6,-318
-4.463000e-02,-300,-2.2,-3.8,-318
-4.462000e-02,-300,-2.2,-3.4,-312
-4.461000e-02,-306,-2.2,-3.6,-312
-4.460000e-02,-300,-2.4,-3.8,-312
-4.459000e-02,-306,-2.2,-3.8,-318
-4.458000e-02,-300,-2.2,-4,-312
-4.457000e-02,-300,-2.4,-3.8,-312
-4.456000e-02,-300,-2.2,-3.6,-312
-4.455000e-02,-300,-2.2,-3.6,-312
-4.454000e-02,-300,-2.2,-3.8,-312
-4.453000e-02,-300,-2.4,-3.8,-312
-4.452000e-02,-300,-2.4,-3.6,-312
-4.451000e-02,-300,-2.6,-3.8,-318
-4.450000e-02,-300,-2.6,-3.6,-312
-4.449000e-02,-294,-2.4,-3.8,-318
-4.448000e-02,-294,-2.4,-3.8,-318
-4.447000e-02,-294,-2.4,-3.8,-318
-4.446000e-02,-288,-2.6,-3.8,-318
-4.445000e-02,-294,-2.4,-4,-318
-4.444000e-02,-294,-2.8,-3.4,-312
-4.443000e-02,-300,-2.6,-3.6,-318
-4.442000e-02,-294,-2.6,-3.6,-312
-4.441000e-02,-294,-2.6,-4,-312
-4.440000e-02,-300,-2.8,-3.8,-306
-4.439000e-02,-288,-2.8,-3.6,-306
-4.438000e-02,-294,-2.6,-3.8,-306
-4.437000e-02,-300,-2.8,-3.8,-318
-4.436000e-02,-300,-2.6,-3.6,-312
-4.435000e-02,-300,-2.6,-3.6,-312
-4.434000e-02,-300,-2.8,-3.8,-312
-4.433000e-02,-300,-2.8,-3.6,-312
-4.432000e-02,-300,-2.8,-3.8,-312
-4.431000e-02,-300,-3,-3.8,-312
-4.430000e-02,-294,-3,-3.6,-306
-4.429000e-02,-300,-3,-3.8,-312
-4.428000e-02,-294,-2.8,-3.6,-312
-4.427000e-02,-294,-3,-3.4,-306
-4.426000e-02,-300,-3,-3.6,-306
-4.425000e-02,-294,-2.8,-3.6,-318
-4.424000e-02,-294,-3,-3.8,-306
-4.423000e-02,-294,-3,-3.6,-312
-4.422000e-02,-294,-2.8,-3.6,-312
-4.421000e-02,-294,-3,-3.6,-312
-4.420000e-02,-294,-3.2,-3.8,-306
-4.419000e-02,-294,-3,-3.6,-318
-4.418000e-02,-294,-3,-3.8,-306
-4.417000e-02,-294,-3.2,-3.6,-306
-4.416000e-02,-294,-3.2,-3.8,-306
-4.415000e-02,-294,-3.2,-3.8,-306
-4.414000e-02,-300,-3,-3.8,-306
-4.413000e-02,-288,-3,-3.8,-312
-4.412000e-02,-300,-3,-3.8,-306
-4.411000e-02,-300,-3.2,-3.8,-312
-4.410000e-02,-294,-3.2,-3.6,-312
-4.409000e-02,-294,-3.2,-3.6,-318
-4.408000e-02,-294,-3.2,-4,-318
-4.407000e-02,-288,-3.2,-3.8,-306
