TIME,Uedf,IL,IR,Us
-3.174000e-02,150,6.2,1.8,168
-3.173000e-02,144,6.2,1.6,162
-3.172000e-02,144,6.2,1.8,162
-3.171000e-02,150,6.2,1.8,162
-3.170000e-02,144,6.2,1.8,162
-3.169000e-02,144,6.2,1.6,162
-3.168000e-02,150,6.4,1.6,162
-3.167000e-02,144,6.2,1.6,168
-3.166000e-02,144,6.2,1.6,162
-3.165000e-02,144,6.2,1.8,156
-3.164000e-02,138,6.2,1.6,156
-3.163000e-02,138,6.2,1.8,156
-3.162000e-02,132,6.4,1.6,156
-3.161000e-02,138,6.4,1.6,156
-3.160000e-02,138,6.4,1.6,150
-3.159000e-02,138,6.2,1.6,150
-3.158000e-02,138,6.4,1.6,150
-3.157000e-02,126,6.4,1.6,150
-3.156000e-02,132,6.4,1.6,150
-3.155000e-02,144,6.4,1.4,156
-3.154000e-02,126,6.6,1.6,150
-3.153000e-02,132,6.4,1.6,150
-3.152000e-02,126,6.4,1.4,150
-3.151000e-02,132,6.4,1.6,138
-3.150000e-02,132,6.6,1.6,144
-3.149000e-02,126,6.4,1.6,138
-3.148000e-02,126,6.4,1.4,144
-3.147000e-02,126,6.4,1.2,144
-3.146000e-02,132,6.6,1.4,144
-3.145000e-02,126,6.6,1.2,144
-3.144000e-02,126,6.4,1.4,144
-3.143000e-02,126,6.2,1.4,138
-3.142000e-02,120,6.6,1.4,138
-3.141000e-02,126,6.2,1.6,138
-3.140000e-02,126,6.4,1.4,138
-3.139000e-02,120,6.4,1.6,132
-3.138000e-02,114,6.4,1.4,132
-3.137000e-02,120,6.4,1.4,138
-3.136000e-02,114,6.4,1.4,132
-3.135000e-02,114,6.4,1.4,132
-3.134000e-02,120,6.6,1.2,132
-3.133000e-02,114,6.4,1.4,138
-3.132000e-02,114,6.4,1.4,132
-3.131000e-02,114,6.4,1.2,126
-3.130000e-02,114,6.4,1,126
-3.129000e-02,108,6.4,1.2,120
-3.128000e-02,108,6.6,1.2,126
-3.127000e-02,108,6.2,1.2,120
-3.126000e-02,108,6.4,1.2,126
-3.125000e-02,114,6.6,1.2,120
-3.124000e-02,102,6.4,1,120
-3.123000e-02,102,6.6,1,120
-3.122000e-02,102,6.6,1,126
-3.121000e-02,108,6.4,1.2,120
-3.120000e-02,102,6.6,1.2,108
-3.119000e-02,102,6.6,1.2,108
-3.118000e-02,102,6.6,1.2,114
-3.117000e-02,96,6.4,1.2,120
-3.116000e-02,102,6.6,1.2,108
-3.115000e-02,96,6.6,1,114
-3.114000e-02,102,6.6,1.2,120
-3.113000e-02,102,6.4,0.8,108
-3.112000e-02,96,6.6,1,120
-3.111000e-02,96,6.4,1,102
-3.110000e-02,96,6.4,1,108
-3.109000e-02,96,6.6,1,108
-3.108000e-02,96,6.4,1,108
-3.107000e-02,90,6.4,1,108
-3.106000e-02,96,6.6,0.8,108
-3.105000e-02,90,6.6,1,102
-3.104000e-02,90,6.6,1,108
-3.103000e-02,90,6.8,1.2,102
-3.102000e-02,90,6.6,0.8,102
-3.101000e-02,90,6.8,1,102
-3.100000e-02,90,6.4,0.8,102
-3.099000e-02,84,6.6,1,108
-3.098000e-02,90,6.6,0.8,102
-3.097000e-02,90,6.4,1,102
-3.096000e-02,90,6.6,0.8,102
-3.095000e-02,84,6.6,1,96
-3.094000e-02,78,6.6,1,108
-3.093000e-02,84,6.6,1,96
-3.092000e-02,78,6.6,0.8,96
-3.091000e-02,84,6.6,1,102
-3.090000e-02,84,6.4,1,96
-3.089000e-02,72,6.6,0.6,84
-3.088000e-02,84,6.4,0.8,84
-3.087000e-02,78,6.6,0.8,90
-3.086000e-02,72,6.6,1,90
-3.085000e-02,78,6.6,0.8,90
-3.084000e-02,78,6.6,1,96
-3.083000e-02,72,6.4,0.8,90
-3.082000e-02,78,6.6,0.8,90
-3.081000e-02,72,6.6,0.8,90
-3.080000e-02,72,6.6,0.8,84
-3.079000e-02,72,6.6,0.8,84
-3.078000e-02,66,6.6,0.8,84
-3.077000e-02,60,6.6,0.6,84
-3.076000e-02,60,6.6,0.8,78
-3.075000e-02,66,6.4,0.8,84
-3.074000e-02,66,6.6,0.8,78
-3.073000e-02,60,6.8,0.6,78
-3.072000e-02,60,6.6,0.6,78
-3.071000e-02,60,6.6,0.6,78
-3.070000e-02,60,6.6,0.6,78
-3.069000e-02,54,6.6,0.6,78
-3.068000e-02,60,6.6,0.6,72
-3.067000e-02,60,6.6,0.6,66
-3.066000e-02,54,6.8,0.8,72
-3.065000e-02,54,6.6,0.6,72
-3.064000e-02,54,6.6,0.6,66
-3.063000e-02,54,6.6,0.4,66
-3.062000e-02,48,6.6,0.6,66
-3.061000e-02,48,6.6,0.6,72
-3.060000e-02,48,6.6,0.6,66
-3.059000e-02,54,6.6,0.4,66
-3.058000e-02,42,6.6,0.6,66
-3.057000e-02,48,6.6,0.4,60
-3.056000e-02,42,6.6,0.4,60
-3.055000e-02,48,6.6,0.4,54
-3.054000e-02,48,6.6,0.4,60
-3.053000e-02,42,6.6,0.4,54
-3.052000e-02,42,6.6,0.4,54
-3.051000e-02,36,6.6,0.4,54
-3.050000e-02,42,6.4,0.4,48
-3.049000e-02,36,6.6,0.6,60
-3.048000e-02,42,6.6,0.2,60
-3.047000e-02,42,6.6,0.4,48
-3.046000e-02,36,6.6,0.2,48
-3.045000e-02,24,6.4,0.2,54
-3.044000e-02,36,6.8,0.4,48
-3.043000e-02,36,6.4,0.2,48
-3.042000e-02,30,6.6,0.6,48
-3.041000e-02,36,6.6,0.2,42
-3.040000e-02,30,6.4,0.4,42
-3.039000e-02,30,6.6,0.4,36
-3.038000e-02,30,6.6,0,42
-3.037000e-02,30,6.6,0.2,36
-3.036000e-02,30,6.4,0.2,36
-3.035000e-02,24,6.4,0.2,42
-3.034000e-02,18,6.6,0.2,36
-3.033000e-02,30,6.6,0.2,42
-3.032000e-02,24,6.6,0.2,36
-3.031000e-02,24,6.4,0,36
-3.030000e-02,18,6.6,0,42
-3.029000e-02,30,6.6,0,24
-3.028000e-02,24,6.6,0.2,36
-3.027000e-02,18,6.4,0,30
-3.026000e-02,18,6.4,0.2,24
-3.025000e-02,18,6.6,0,24
-3.024000e-02,18,6.6,0,24
-3.023000e-02,18,6.6,0,24
-3.022000e-02,18,6.4,0,30
-3.021000e-02,12,6.6,0,18
-3.020000e-02,12,6.4,0,18
-3.019000e-02,12,6.6,-0.2,30
-3.018000e-02,12,6.6,0,24
-3.017000e-02,0,6.4,0,30
-3.016000e-02,12,6.4,0,18
-3.015000e-02,6,6.4,0,18
-3.014000e-02,0,6.4,0,18
-3.013000e-02,0,6.6,0,12
-3.012000e-02,6,6.6,0,12
-3.011000e-02,0,6.4,0,24
-3.010000e-02,0,6.4,0,12
-3.009000e-02,0,6.2,0,12
-3.008000e-02,0,6.4,0,12
-3.007000e-02,0,6.4,-0.2,6
-3.006000e-02,-6,6.6,-0.2,6
-3.005000e-02,0,6.4,-0.2,6
-3.004000e-02,0,6.4,-0.2,6
-3.003000e-02,0,6.4,-0.2,6
-3.002000e-02,-6,6.4,-0.2,6
-3.001000e-02,-6,6.6,0,6
-3.000000e-02,-6,6.2,0,0
-2.999000e-02,-6,6.2,-0.2,6
-2.998000e-02,-6,6.2,-0.2,0
-2.997000e-02,-6,6.2,-0.2,0
-2.996000e-02,-12,6.4,-0.2,0
-2.995000e-02,-6,6.2,-0.2,0
-2.994000e-02,-12,6.2,-0.2,0
-2.993000e-02,-6,6.4,-0.4,-6
-2.992000e-02,-18,6.4,-0.2,-6
-2.991000e-02,-18,6.4,-0.4,0
-2.990000e-02,-18,6.4,-0.4,-6
-2.989000e-02,-18,6.2,-0.2,-6
-2.988000e-02,-18,6.4,-0.2,-6
-2.987000e-02,-18,6.2,-0.2,-6
-2.986000e-02,-18,6.4,-0.2,-6
-2.985000e-02,-18,6.4,-0.2,-12
-2.984000e-02,-24,6.2,-0.4,-18
-2.983000e-02,-18,6.4,-0.2,-12
-2.982000e-02,-24,6.2,-0.4,-24
-2.981000e-02,-30,6.2,-0.4,-18
-2.980000e-02,-30,6.2,-0.4,-18
-2.979000e-02,-24,6.2,-0.4,-18
-2.978000e-02,-30,6,-0.4,-24
-2.977000e-02,-36,6.2,-0.4,-18
-2.976000e-02,-30,6.2,-0.4,-18
-2.975000e-02,-30,6.2,-0.6,-24
-2.974000e-02,-36,6.2,-0.4,-24
-2.973000e-02,-30,6.2,-0.4,-18
-2.972000e-02,-36,6,-0.4,-24
-2.971000e-02,-30,6,-0.6,-30
-2.970000e-02,-36,6.2,-0.6,-24
-2.969000e-02,-36,6.2,-0.4,-24
-2.968000e-02,-36,6.2,-0.6,-30
-2.967000e-02,-42,6,-0.4,-36
-2.966000e-02,-42,6,-0.6,-30
-2.965000e-02,-36,6.2,-0.6,-36
-2.964000e-02,-42,6.2,-0.8,-30
-2.963000e-02,-48,6.2,-0.6,-42
-2.962000e-02,-42,6.2,-0.8,-30
-2.961000e-02,-48,6.2,-0.6,-42
-2.960000e-02,-54,6.2,-0.8,-42
-2.959000e-02,-48,6.2,-0.6,-42
-2.958000e-02,-48,6,-0.8,-42
-2.957000e-02,-48,6,-0.8,-42
-2.956000e-02,-48,6,-0.8,-36
-2.955000e-02,-48,6,-0.8,-36
-2.954000e-02,-54,5.8,-0.6,-48
-2.953000e-02,-54,6,-0.6,-42
-2.952000e-02,-54,6,-0.6,-42
-2.951000e-02,-54,6,-0.8,-48
-2.950000e-02,-54,6,-0.8,-48
-2.949000e-02,-66,6,-0.8,-48
-2.948000e-02,-60,5.8,-0.8,-48
-2.947000e-02,-60,5.8,-0.8,-54
-2.946000e-02,-60,5.8,-0.8,-48
-2.945000e-02,-66,6,-0.8,-54
-2.944000e-02,-66,6,-1,-54
-2.943000e-02,-66,6,-1,-54
-2.942000e-02,-66,6,-0.8,-54
-2.941000e-02,-66,6,-1,-66
-2.940000e-02,-72,5.8,-0.8,-60
-2.939000e-02,-78,5.8,-0.8,-60
-2.938000e-02,-72,6,-0.8,-60
-2.937000e-02,-66,6,-1,-60
-2.936000e-02,-66,6,-1,-60
-2.935000e-02,-78,5.8,-1,-66
-2.934000e-02,-84,5.6,-1,-66
-2.933000e-02,-84,5.8,-1,-60
-2.932000e-02,-72,5.8,-1.2,-66
-2.931000e-02,-84,6,-1,-66
-2.930000e-02,-78,5.6,-1,-66
-2.929000e-02,-78,5.8,-1,-72
-2.928000e-02,-84,5.6,-1,-66
-2.927000e-02,-78,5.6,-1.2,-66
-2.926000e-02,-84,5.8,-1,-72
-2.925000e-02,-84,5.8,-1,-66
-2.924000e-02,-90,5.8,-1,-78
-2.923000e-02,-84,5.6,-1,-72
-2.922000e-02,-84,5.8,-1,-78
-2.921000e-02,-84,5.6,-1.2,-78
-2.920000e-02,-84,5.6,-1,-84
-2.919000e-02,-90,5.6,-1.2,-84
-2.918000e-02,-90,5.4,-1.2,-78
-2.917000e-02,-90,5.6,-1,-84
-2.916000e-02,-90,5.6,-1.2,-84
-2.915000e-02,-84,5.6,-1,-84
-2.914000e-02,-90,5.6,-1.2,-90
-2.913000e-02,-102,5.6,-1.2,-90
-2.912000e-02,-90,5.6,-1,-84
-2.911000e-02,-96,5.6,-1.2,-90
-2.910000e-02,-90,5.6,-1.2,-84
-2.909000e-02,-96,5.8,-1.2,-84
-2.908000e-02,-102,5.4,-1.4,-96
-2.907000e-02,-96,5.6,-1.4,-90
-2.906000e-02,-96,5.4,-1.2,-90
-2.905000e-02,-102,5.4,-1.4,-90
-2.904000e-02,-96,5.4,-1.4,-96
-2.903000e-02,-102,5.4,-1.2,-90
-2.902000e-02,-102,5.6,-1,-90
-2.901000e-02,-102,5.4,-1.4,-96
-2.900000e-02,-102,5.2,-1.4,-102
-2.899000e-02,-108,5.4,-1.4,-96
-2.898000e-02,-108,5.6,-1.4,-96
-2.897000e-02,-102,5.6,-1.4,-96
-2.896000e-02,-108,5.2,-1.4,-96
-2.895000e-02,-114,5.2,-1.4,-96
-2.894000e-02,-102,5.4,-1.2,-96
-2.893000e-02,-114,5.2,-1.4,-102
-2.892000e-02,-108,5.2,-1.4,-102
-2.891000e-02,-108,5.4,-1.2,-96
-2.890000e-02,-108,5.2,-1.4,-102
-2.889000e-02,-108,5.2,-1.4,-108
-2.888000e-02,-114,5,-1.4,-102
-2.887000e-02,-114,5.4,-1.4,-108
-2.886000e-02,-114,5.2,-1.4,-108
-2.885000e-02,-114,5,-1.6,-108
-2.884000e-02,-120,5.2,-1.6,-108
-2.883000e-02,-120,5,-1.2,-114
-2.882000e-02,-114,5,-1.4,-108
-2.881000e-02,-114,5.2,-1.6,-114
-2.880000e-02,-120,5.2,-1.4,-108
-2.879000e-02,-126,4.8,-1.4,-114
-2.878000e-02,-120,5.2,-1.6,-120
-2.877000e-02,-120,5,-1.6,-114
-2.876000e-02,-120,5,-1.6,-114
-2.875000e-02,-126,5,-1.6,-120
-2.874000e-02,-126,5,-1.4,-114
-2.873000e-02,-120,5,-1.4,-126
-2.872000e-02,-126,5,-1.6,-120
-2.871000e-02,-126,5,-1.6,-120
-2.870000e-02,-120,5,-1.6,-126
-2.869000e-02,-132,5.2,-1.6,-126
-2.868000e-02,-132,5,-1.4,-120
-2.867000e-02,-132,5,-1.6,-114
-2.866000e-02,-132,5,-1.4,-114
-2.865000e-02,-132,5,-1.8,-126
-2.864000e-02,-132,5,-1.6,-126
-2.863000e-02,-132,5,-1.8,-132
-2.862000e-02,-132,4.8,-1.8,-120
-2.861000e-02,-138,4.6,-1.8,-132
-2.860000e-02,-132,4.8,-1.8,-132
-2.859000e-02,-138,5,-1.6,-132
-2.858000e-02,-138,4.8,-1.8,-132
-2.857000e-02,-132,4.8,-2,-132
-2.856000e-02,-132,4.6,-1.8,-138
-2.855000e-02,-144,4.8,-1.6,-132
-2.854000e-02,-138,4.6,-2,-132
-2.853000e-02,-144,4.6,-1.6,-138
-2.852000e-02,-144,4.6,-1.6,-138
-2.851000e-02,-138,4.6,-1.8,-138
-2.850000e-02,-144,4.6,-2,-144
-2.849000e-02,-138,4.8,-1.8,-138
-2.848000e-02,-144,4.8,-1.8,-144
-2.847000e-02,-144,4.8,-1.8,-138
-2.846000e-02,-150,4.6,-1.8,-138
-2.845000e-02,-144,4.6,-1.8,-144
-2.844000e-02,-144,4.6,-2,-144
-2.843000e-02,-150,4.4,-1.8,-144
-2.842000e-02,-150,4.8,-1.8,-144
-2.841000e-02,-150,4.6,-1.8,-144
-2.840000e-02,-156,4.8,-2,-150
-2.839000e-02,-156,4.4,-2,-150
-2.838000e-02,-144,4.4,-2,-144
-2.837000e-02,-150,4.6,-2,-150
-2.836000e-02,-144,4.6,-1.8,-150
-2.835000e-02,-150,4.4,-2,-150
-2.834000e-02,-150,4.4,-1.8,-156
-2.833000e-02,-156,4.4,-2,-156
-2.832000e-02,-162,4.4,-1.8,-150
-2.831000e-02,-162,4.4,-2,-156
-2.830000e-02,-156,4.4,-2,-162
-2.829000e-02,-156,4.6,-1.8,-162
-2.828000e-02,-162,4.4,-2.2,-156
-2.827000e-02,-162,4.6,-2,-156
-2.826000e-02,-156,4.2,-1.8,-156
-2.825000e-02,-168,4.2,-2,-150
-2.824000e-02,-156,4.4,-2,-156
-2.823000e-02,-168,4.2,-2.2,-162
-2.822000e-02,-168,4.6,-2,-162
-2.821000e-02,-168,4.4,-2,-162
-2.820000e-02,-162,4.4,-2.2,-156
-2.819000e-02,-168,4.4,-2.2,-162
-2.818000e-02,-174,4.4,-2,-162
-2.817000e-02,-168,4.2,-2,-168
-2.816000e-02,-168,4.2,-2.4,-168
-2.815000e-02,-168,4,-2.4,-168
-2.814000e-02,-174,4.4,-2,-168
-2.813000e-02,-162,4.2,-2.2,-168
-2.812000e-02,-174,4.2,-2.2,-168
-2.811000e-02,-174,4.2,-2,-168
-2.810000e-02,-174,4.2,-2.2,-168
-2.809000e-02,-168,4,-2.2,-168
-2.808000e-02,-174,4.2,-2.4,-168
-2.807000e-02,-174,4.2,-2,-168
-2.806000e-02,-168,4,-2,-174
-2.805000e-02,-174,4,-2.4,-174
-2.804000e-02,-174,4,-2,-180
-2.803000e-02,-180,4.2,-2.2,-174
-2.802000e-02,-174,3.8,-2.2,-174
-2.801000e-02,-180,4,-2.2,-174
-2.800000e-02,-180,4,-2.4,-174
-2.799000e-02,-180,4,-2.2,-180
-2.798000e-02,-186,4,-2.2,-180
-2.797000e-02,-180,4,-2.4,-174
-2.796000e-02,-180,3.8,-2.4,-174
-2.795000e-02,-180,3.8,-2.4,-180
-2.794000e-02,-186,4,-2.4,-174
-2.793000e-02,-186,3.8,-2.4,-180
-2.792000e-02,-180,4,-2.4,-174
-2.791000e-02,-180,3.8,-2.4,-180
-2.790000e-02,-186,3.8,-2.4,-186
-2.789000e-02,-186,3.8,-2.2,-180
-2.788000e-02,-186,3.6,-2.2,-186
-2.787000e-02,-186,3.8,-2.2,-186
-2.786000e-02,-186,3.6,-2.4,-180
-2.785000e-02,-186,3.6,-2.4,-186
-2.784000e-02,-186,3.8,-2.6,-192
-2.783000e-02,-186,3.6,-2.4,-192
-2.782000e-02,-192,3.6,-2.2,-192
-2.781000e-02,-192,3.6,-2.4,-180
-2.780000e-02,-192,3.6,-2.4,-186
-2.779000e-02,-192,3.6,-2.4,-186
-2.778000e-02,-192,3.6,-2.4,-198
-2.777000e-02,-192,3.6,-2.4,-192
-2.776000e-02,-198,4,-2.4,-192
-2.775000e-02,-192,3.6,-2.4,-192
-2.774000e-02,-198,3.6,-2.6,-192
-2.773000e-02,-198,3.6,-2.6,-192
-2.772000e-02,-198,3.4,-2.4,-198
-2.771000e-02,-192,3.6,-2.4,-198
-2.770000e-02,-198,3.6,-2.4,-186
-2.769000e-02,-204,3.2,-2.6,-198
-2.768000e-02,-198,3.4,-2.6,-198
-2.767000e-02,-198,3.4,-2.4,-198
-2.766000e-02,-204,3.4,-2.4,-198
-2.765000e-02,-204,3.4,-2.6,-198
-2.764000e-02,-204,3.4,-2.6,-198
-2.763000e-02,-204,3.2,-2.6,-198
-2.762000e-02,-204,3.2,-2.8,-198
-2.761000e-02,-198,3.4,-2.8,-204
-2.760000e-02,-204,3.4,-2.8,-198
-2.759000e-02,-204,3.4,-2.6,-204
-2.758000e-02,-204,3.4,-2.8,-204
-2.757000e-02,-204,3.4,-2.8,-198
-2.756000e-02,-210,3.2,-2.6,-204
-2.755000e-02,-216,3.2,-2.6,-210
-2.754000e-02,-204,3.2,-2.6,-198
-2.753000e-02,-204,3.4,-2.6,-204
-2.752000e-02,-204,3.2,-2.8,-210
-2.751000e-02,-204,3.4,-2.6,-204
-2.750000e-02,-216,3.2,-2.8,-210
-2.749000e-02,-210,3.2,-2.8,-222
-2.748000e-02,-210,3.2,-2.6,-210
-2.747000e-02,-210,3.2,-2.8,-216
-2.746000e-02,-222,3.2,-2.6,-216
-2.745000e-02,-216,3,-2.8,-222
-2.744000e-02,-216,3,-2.8,-216
-2.743000e-02,-210,3,-2.8,-222
-2.742000e-02,-216,3,-2.6,-222
-2.741000e-02,-216,3,-2.8,-216
-2.740000e-02,-216,3.2,-2.8,-216
-2.739000e-02,-222,2.8,-3,-228
-2.738000e-02,-216,2.8,-2.8,-210
-2.737000e-02,-228,3,-2.8,-222
-2.736000e-02,-228,3,-2.8,-222
-2.735000e-02,-222,3,-2.8,-228
-2.734000e-02,-222,2.8,-2.8,-228
-2.733000e-02,-228,3.2,-3,-228
-2.732000e-02,-228,2.8,-2.8,-228
-2.731000e-02,-222,2.6,-3,-228
-2.730000e-02,-222,3,-3,-234
-2.729000e-02,-228,2.8,-3,-234
-2.728000e-02,-228,2.8,-2.8,-228
-2.727000e-02,-228,2.8,-2.8,-228
-2.726000e-02,-228,2.8,-2.8,-234
-2.725000e-02,-234,2.6,-2.8,-228
-2.724000e-02,-228,2.8,-3,-234
-2.723000e-02,-234,2.8,-3,-234
-2.722000e-02,-228,2.6,-2.8,-234
-2.721000e-02,-228,2.6,-3,-228
-2.720000e-02,-228,3,-3,-234
-2.719000e-02,-234,2.6,-3,-240
-2.718000e-02,-240,2.6,-3,-240
-2.717000e-02,-240,2.8,-3,-240
-2.716000e-02,-240,2.6,-3,-246
-2.715000e-02,-234,2.4,-3,-246
-2.714000e-02,-234,2.4,-2.8,-240
-2.713000e-02,-234,2.4,-3.2,-246
-2.712000e-02,-240,2.6,-3,-240
-2.711000e-02,-240,2.4,-3,-246
-2.710000e-02,-240,2.6,-3,-240
-2.709000e-02,-240,2.4,-3,-246
-2.708000e-02,-240,2.6,-3,-240
-2.707000e-02,-240,2.6,-2.8,-246
-2.706000e-02,-234,2.4,-3.2,-240
-2.705000e-02,-246,2.6,-3.2,-240
-2.704000e-02,-240,2.4,-3.2,-246
-2.703000e-02,-240,2.4,-3,-252
-2.702000e-02,-240,2.4,-3.2,-252
-2.701000e-02,-246,2.2,-3,-252
-2.700000e-02,-246,2.2,-3.2,-246
-2.699000e-02,-246,2.4,-3,-252
-2.698000e-02,-246,2.2,-3,-252
-2.697000e-02,-246,2.2,-3.2,-252
-2.696000e-02,-240,2.2,-3.2,-252
-2.695000e-02,-246,2,-3,-246
-2.694000e-02,-252,2.2,-3.2,-252
-2.693000e-02,-246,2.2,-3.2,-252
-2.692000e-02,-246,2.2,-3.2,-246
-2.691000e-02,-246,2.2,-3.2,-258
-2.690000e-02,-252,2.2,-3.2,-252
-2.689000e-02,-252,2,-3,-252
-2.688000e-02,-258,2,-3,-252
-2.687000e-02,-246,2,-3,-258
-2.686000e-02,-258,2.2,-3.2,-258
-2.685000e-02,-252,2,-3.2,-258
-2.684000e-02,-252,2,-3.2,-258
-2.683000e-02,-258,1.8,-3.2,-258
-2.682000e-02,-252,2,-3.2,-264
-2.681000e-02,-258,1.8,-3.4,-264
-2.680000e-02,-258,2,-3.2,-258
-2.679000e-02,-258,1.8,-3,-252
-2.678000e-02,-258,1.8,-3.2,-264
-2.677000e-02,-252,2,-3.4,-258
-2.676000e-02,-252,1.8,-3.2,-264
-2.675000e-02,-264,1.8,-3.2,-264
-2.674000e-02,-258,1.8,-3.2,-258
-2.673000e-02,-258,1.8,-3.2,-264
-2.672000e-02,-258,1.8,-3.2,-264
-2.671000e-02,-264,1.8,-3.2,-270
-2.670000e-02,-264,1.8,-3.4,-264
-2.669000e-02,-258,1.6,-3.2,-264
-2.668000e-02,-258,1.8,-3.4,-270
-2.667000e-02,-264,1.8,-3.4,-264
-2.666000e-02,-264,1.8,-3.4,-264
-2.665000e-02,-270,1.6,-3.4,-276
-2.664000e-02,-270,1.8,-3,-282
-2.663000e-02,-270,1.6,-3.4,-276
-2.662000e-02,-264,1.6,-3.4,-270
-2.661000e-02,-264,1.8,-3.6,-270
-2.660000e-02,-270,1.4,-3.2,-276
-2.659000e-02,-276,1.6,-3.4,-276
-2.658000e-02,-276,1.4,-3.4,-276
-2.657000e-02,-276,1.6,-3.6,-282
-2.656000e-02,-282,1.4,-3.4,-276
-2.655000e-02,-276,1.8,-3.4,-282
-2.654000e-02,-276,1.4,-3.4,-282
-2.653000e-02,-276,1.4,-3.4,-276
-2.652000e-02,-276,1.6,-3.4,-276
-2.651000e-02,-276,1.4,-3.4,-282
-2.650000e-02,-270,1.4,-3.4,-276
-2.649000e-02,-270,1.4,-3.4,-282
-2.648000e-02,-276,1.2,-3.2,-288
-2.647000e-02,-276,1.4,-3.6,-276
-2.646000e-02,-276,1.2,-3.6,-282
-2.645000e-02,-276,1.4,-3.6,-282
-2.644000e-02,-276,1.2,-3.4,-288
-2.643000e-02,-276,1.2,-3.6,-282
-2.642000e-02,-282,1.4,-3.4,-288
-2.641000e-02,-282,1.2,-3.2,-288
-2.640000e-02,-282,1,-3.4,-288
-2.639000e-02,-276,1.2,-3.6,-294
-2.638000e-02,-288,1.4,-3.4,-288
-2.637000e-02,-276,1,-3.4,-288
-2.636000e-02,-282,1.2,-3.6,-288
-2.635000e-02,-282,1.2,-3.6,-288
-2.634000e-02,-282,1,-3.6,-288
-2.633000e-02,-282,1,-3.6,-294
-2.632000e-02,-288,1,-3.6,-294
-2.631000e-02,-282,1.2,-3.6,-294
-2.630000e-02,-282,1.2,-3.4,-282
-2.629000e-02,-288,1,-3.4,-288
-2.628000e-02,-276,1,-3.4,-300
-2.627000e-02,-288,1.2,-3.6,-294
-2.626000e-02,-294,0.8,-3.6,-300
-2.625000e-02,-282,1,-3.4,-294
-2.624000e-02,-282,1,-3.6,-294
-2.623000e-02,-288,0.8,-3.6,-300
-2.622000e-02,-288,0.8,-3.8,-300
-2.621000e-02,-288,0.8,-3.6,-294
-2.620000e-02,-288,0.8,-3.4,-300
-2.619000e-02,-288,0.8,-3.6,-294
-2.618000e-02,-294,0.6,-3.6,-306
-2.617000e-02,-288,0.8,-3.6,-294
-2.616000e-02,-288,0.6,-3.6,-306
-2.615000e-02,-294,0.6,-3.6,-294
-2.614000e-02,-288,0.8,-3.4,-300
-2.613000e-02,-300,0.6,-3.6,-306
-2.612000e-02,-294,0.4,-3.4,-300
-2.611000e-02,-288,0.6,-3.8,-294
-2.610000e-02,-294,0.8,-3.8,-300
-2.609000e-02,-294,0.6,-3.6,-300
-2.608000e-02,-300,0.6,-3.6,-300
-2.607000e-02,-288,0.6,-3.6,-306
-2.606000e-02,-294,0.4,-3.8,-300
-2.605000e-02,-300,0.6,-3.6,-300
-2.604000e-02,-294,0.4,-3.6,-312
-2.603000e-02,-294,0.4,-3.6,-306
-2.602000e-02,-294,0.4,-3.6,-300
-2.601000e-02,-294,0.4,-3.8,-300
-2.600000e-02,-294,0.2,-3.8,-306
-2.599000e-02,-294,0.2,-3.8,-306
-2.598000e-02,-294,0.4,-3.8,-306
-2.597000e-02,-294,0.2,-3.8,-306
-2.596000e-02,-294,0.4,-3.8,-300
-2.595000e-02,-294,0.4,-3.8,-312
-2.594000e-02,-294,0.2,-3.8,-312
-2.593000e-02,-300,0.2,-3.8,-306
-2.592000e-02,-300,0.2,-3.8,-312
-2.591000e-02,-294,0.2,-3.8,-312
-2.590000e-02,-300,0.2,-3.8,-306
-2.589000e-02,-300,0,-3.6,-306
-2.588000e-02,-300,0.2,-3.8,-306
-2.587000e-02,-300,0.2,-3.6,-306
-2.586000e-02,-300,0.2,-3.8,-312
-2.585000e-02,-300,0,-3.8,-318
-2.584000e-02,-300,0,-3.8,-306
-2.583000e-02,-306,0,-3.8,-312
-2.582000e-02,-306,0,-3.6,-312
-2.581000e-02,-306,0,-3.6,-306
-2.580000e-02,-300,0,-3.6,-312
-2.579000e-02,-306,0,-3.8,-306
-2.578000e-02,-300,0,-3.8,-312
-2.577000e-02,-300,0,-4,-312
-2.576000e-02,-300,0,-3.8,-312
-2.575000e-02,-294,0,-3.8,-312
-2.574000e-02,-300,0,-3.8,-312
-2.573000e-02,-300,0,-3.8,-312
-2.572000e-02,-300,0,-3.8,-312
-2.571000e-02,-300,-0.2,-3.8,-312
-2.570000e-02,-300,-0.2,-3.8,-306
-2.569000e-02,-306,-0.2,-3.6,-312
-2.568000e-02,-306,-0.2,-3.6,-318
-2.567000e-02,-294,-0.2,-4,-312
-2.566000e-02,-300,-0.2,-3.6,-306
-2.565000e-02,-306,-0.2,-3.8,-306
-2.564000e-02,-294,-0.2,-3.6,-312
-2.563000e-02,-300,-0.2,-3.8,-312
-2.562000e-02,-294,-0.6,-3.6,-312
-2.561000e-02,-306,-0.2,-3.8,-312
-2.560000e-02,-300,-0.2,-3.8,-312
-2.559000e-02,-306,-0.4,-3.8,-312
-2.558000e-02,-300,-0.6,-3.8,-306
-2.557000e-02,-300,-0.4,-3.6,-318
-2.556000e-02,-300,-0.2,-3.8,-312
-2.555000e-02,-300,-0.2,-3.8,-312
-2.554000e-02,-300,-0.2,-3.8,-306
-2.553000e-02,-300,-0.4,-3.8,-312
